GEOID,Civilian_EST,Tot1,Veteran_EST,Tot2
6037265303,4669,4696,27,4696
6037265304,3099,3100,1,3100
6037265305,3888,3888,0,3888
6037265410,1169,1186,17,1186
6037265420,1503,1556,53,1556
6037265510,4048,4141,93,4141
6037265520,4206,4348,142,4348
6037265601,2832,2955,123,2955
6037265602,2517,2645,128,2645
6037265700,4387,4539,152,4539
6037267100,5690,5793,103,5793
6037267200,5399,5441,42,5441
6037267300,4415,4542,127,4542
6037267402,4591,4645,54,4645
6037267403,3081,3172,91,3172
6037267404,2881,2934,53,2934
6037267501,5902,5932,30,5932
6037267502,2948,2978,30,2978
6037267600,2273,2309,36,2309
6037267700,2863,2897,34,2897
6037267800,2174,2228,54,2228
6037267901,2104,2270,166,2270
6037267902,2792,2912,120,2912
6037269000,4428,4565,137,4565
6037269100,3189,3279,90,3279
6037269300,2830,2928,98,2928
6037269500,2764,2831,67,2831
6037269601,2666,2733,67,2733
6037269602,2537,2606,69,2606
6037269700,3277,3339,62,3339
6037269800,2694,2746,52,2746
6037269903,3298,3359,61,3359
6037269904,3420,3506,86,3506
6037269905,2258,2310,52,2310
6037269906,2573,2641,68,2641
6037269907,2639,2652,13,2652
6037270100,3832,3931,99,3931
6037270200,2989,3083,94,3083
6037270300,2014,2092,78,2092
6037271100,1998,2063,65,2063
6037271200,2357,2384,27,2384
6037271300,3681,3780,99,3780
6037271400,2935,3109,174,3109
6037271500,2546,2720,174,2720
6037271600,3889,3990,101,3990
6037271701,4897,5106,209,5106
6037271702,3434,3478,44,3478
6037271801,3132,3211,79,3211
6037271802,4809,4890,81,4890
6037271901,2787,2883,96,2883
6037271902,3468,3580,112,3580
6037272100,3675,3808,133,3808
6037272201,2266,2354,88,2354
6037272202,3140,3175,35,3175
6037272301,2739,2808,69,2808
6037272302,3513,3661,148,3661
6037273100,2101,2198,97,2198
6037273200,2741,2826,85,2826
6037273300,2652,2693,41,2693
6037273402,2684,2770,86,2770
6037273502,2663,2724,61,2724
6037273600,1938,1965,27,1965
6037273700,2410,2505,95,2505
6037273800,2632,2727,95,2727
6037273902,3640,3768,128,3768
6037274100,3698,3843,145,3843
6037274202,3897,4071,174,4071
6037275101,1078,1082,4,1082
6037275102,3043,3190,147,3190
6037275200,3339,3427,88,3427
6037275302,4261,4465,204,4465
6037275311,5014,5220,206,5220
6037275400,3194,3406,212,3406
6037275500,4516,4600,84,4600
6037275602,7836,8097,261,8097
6037275603,2321,2480,159,2480
6037276000,4547,4955,408,4955
6037276100,5084,5401,317,5401
6037276400,3479,3634,155,3634
6037276500,5154,5215,61,5215
6037276601,3530,3709,179,3709
6037276603,4751,5002,251,5002
6037276604,4008,4212,204,4212
6037277000,4454,4690,236,4690
6037277100,2506,2610,104,2610
6037277200,1988,2036,48,2036
6037277400,1152,1181,29,1181
6037278001,2093,2191,98,2191
6037278102,2905,3008,103,3008
6037291110,2767,2886,119,2886
6037291120,1735,1766,31,1766
6037291130,2787,2872,85,2872
6037291210,4132,4317,185,4317
6037291220,2835,2912,77,2912
6037291300,2260,2435,175,2435
6037292000,4612,4666,54,4666
6037293201,5468,5621,153,5621
6037293202,4189,4282,93,4282
6037293301,2540,2679,139,2679
6037293302,4237,4371,134,4371
6037293304,3456,3638,182,3638
6037293306,2048,2129,81,2129
6037293307,2052,2111,59,2111
6037294110,3060,3200,140,3200
6037294120,1609,1614,5,1614
6037294200,3708,3797,89,3797
6037294301,2041,2115,74,2115
6037294302,3172,3272,100,3272
6037294410,3344,3449,105,3449
6037294421,2169,2235,66,2235
6037294510,3263,3342,79,3342
6037294520,2493,2536,43,2536
6037294610,3111,3153,42,3153
6037294620,3449,3487,38,3487
6037294701,2192,2234,42,2234
6037294810,2753,2788,35,2788
6037294820,2429,2481,52,2481
6037294830,2558,2576,18,2576
6037294900,2459,2517,58,2517
6037295103,4231,4522,291,4522
6037296210,2272,2317,45,2317
6037296220,3121,3197,76,3197
6037296300,3960,4198,238,4198
6037296401,2700,2816,116,2816
6037296402,2471,2661,190,2661
6037296500,2940,3000,60,3000
6037296600,3761,3954,193,3954
6037296901,3037,3120,83,3120
6037296902,3034,3267,233,3267
6037297000,4236,4582,346,4582
6037297110,3629,3770,141,3770
6037297120,2529,2585,56,2585
6037297201,2996,3109,113,3109
6037297202,3261,3412,151,3412
6037297300,1416,1612,196,1612
6037297400,3031,3270,239,3270
6037297500,4015,4235,220,4235
6037297601,1838,2199,361,2199
6037297602,3248,3346,98,3346
6037300100,4407,4711,304,4711
6037300200,4332,4534,202,4534
6037300301,4787,4972,185,4972
6037300400,4688,4961,273,4961
6037300501,2411,2505,94,2505
6037300502,4689,4831,142,4831
6037300600,7395,7648,253,7648
6037300701,4863,5247,384,5247
6037300702,4162,4212,50,4212
6037300800,6248,6457,209,6457
6037300901,5227,5535,308,5535
6037300902,1707,1801,94,1801
6037301000,3964,4059,95,4059
6037301100,5619,5753,134,5753
6037301203,3896,3976,80,3976
6037301204,4568,4685,117,4685
6037301205,1784,1859,75,1859
6037301206,4401,4453,52,4453
6037301300,1536,1593,57,1593
6037301400,3144,3196,52,3196
6037301501,1660,1693,33,1693
6037301502,5626,5657,31,5657
6037301601,5783,5963,180,5963
6037301602,3524,3620,96,3620
6037301701,2543,2611,68,2611
6037301702,4718,4820,102,4820
6037301801,3996,4040,44,4040
6037301802,3350,3385,35,3385
6037301900,6725,6870,145,6870
6037302002,3201,3252,51,3252
6037302003,3355,3407,52,3407
6037302004,3700,3729,29,3729
6037302102,5249,5351,102,5351
6037302103,5007,5068,61,5068
6037302104,3347,3389,42,3389
6037302201,3151,3151,0,3151
6037302202,4353,4382,29,4382
6037302301,3580,3695,115,3695
6037302302,4464,4524,60,4524
6037302401,5308,5476,168,5476
6037302503,3461,3496,35,3496
6037302504,3440,3504,64,3504
6037302505,3392,3441,49,3441
6037302506,2888,2963,75,2963
6037310100,4731,5065,334,5065
6037310201,4439,4559,120,4559
6037310202,4184,4278,94,4278
6037310300,2133,2352,219,2352
6037310400,2595,2717,122,2717
6037310501,3207,3239,32,3239
6037310601,5182,5239,57,5239
6037310602,2177,2292,115,2292
6037310701,2070,2106,36,2106
6037310702,6216,6385,169,6385
6037310703,3995,4099,104,4099
6037310800,4139,4338,199,4338
6037310900,5193,5491,298,5491
6037311000,2940,3036,96,3036
6037311100,3171,3299,128,3299
6037311200,2571,2787,216,2787
6037311300,3134,3256,122,3256
6037311400,1892,1999,107,1999
6037311500,4490,4842,352,4842
6037311600,6020,6217,197,6217
6037311700,4893,5345,452,5345
6037311801,2359,2494,135,2494
6037311802,3120,3271,151,3271
6037320000,0,0,0,0
6037320100,5661,5835,174,5835
6037320201,3061,3178,117,3178
6037320202,4206,4357,151,4357
6037320300,5179,5277,98,5277
6037400204,4706,5017,311,5017
6037400205,2318,2454,136,2454
6037400206,4099,4429,330,4429
6037400207,3584,3841,257,3841
6037400302,2389,2566,177,2566
6037400304,5867,6167,300,6167
6037400402,3328,3537,209,3537
6037400403,3325,3473,148,3473
6037400404,3589,3899,310,3899
6037400501,1720,1837,117,1837
6037400602,3263,3358,95,3358
6037400603,3823,3934,111,3934
6037400604,2406,2482,76,2482
6037400800,6279,6444,165,6444
6037400900,3372,3583,211,3583
6037401001,2463,2663,200,2663
6037401002,2929,3153,224,3153
6037401101,3933,4080,147,4080
6037401102,2472,2617,145,2617
6037401201,2467,2650,183,2650
6037401202,3810,4112,302,4112
6037401203,4277,4504,227,4504
6037401303,1853,1958,105,1958
6037401304,4863,5128,265,5128
6037401311,4622,4823,201,4823
6037401312,4542,4971,429,4971
6037401500,4835,5092,257,5092
6037401601,4397,4806,409,4806
6037401602,4369,4687,318,4687
6037401603,2323,2506,183,2506
6037401701,3594,3892,298,3892
6037401703,3451,3634,183,3634
6037401704,4861,5047,186,5047
6037401800,6557,7183,626,7183
6037401901,3928,3933,5,3933
6037401902,4856,5086,230,5086
6037402001,2347,2507,160,2507
6037402002,3173,3338,165,3338
6037402101,3906,4076,170,4076
6037402102,3626,3783,157,3783
6037402200,5463,5706,243,5706
6037402301,4084,4223,139,4223
6037402303,2866,2917,51,2917
6037402304,3013,3068,55,3068
6037402402,5028,5121,93,5121
6037402403,4186,4274,88,4274
6037402404,1905,1905,0,1905
6037402405,2175,2324,149,2324
6037402406,3675,3746,71,3746
6037402501,3950,3967,17,3967
6037402502,4803,4896,93,4896
6037402600,5681,5976,295,5976
6037402702,4067,4112,45,4112
6037402703,3562,3654,92,3654
6037402705,2594,2671,77,2671
6037402706,3178,3213,35,3213
6037402801,3069,3108,39,3108
6037402803,2167,2213,46,2213
6037402804,2829,2869,40,2869
6037402902,5189,5275,86,5275
6037402903,3117,3198,81,3198
6037402904,2753,2889,136,2889
6037403000,5660,5822,162,5822
6037403200,643,693,50,693
6037403303,2194,2304,110,2304
6037403304,4316,4542,226,4542
6037403305,1704,1787,83,1787
6037403312,3984,4134,150,4134
6037403316,5541,5796,255,5796
6037403317,3739,3930,191,3930
6037403318,4978,5127,149,5127
6037403319,3553,3773,220,3773
6037403320,4048,4182,134,4182
6037403321,5057,5268,211,5268
6037403322,3058,3177,119,3177
6037403323,4338,4519,181,4519
6037403324,5864,5946,82,5946
6037403325,4093,4213,120,4213
6037403401,4309,4482,173,4482
6037403402,2963,3110,147,3110
6037403403,3934,4112,178,4112
6037403404,2221,2303,82,2303
6037403405,1355,1415,60,1415
6037403406,2359,2462,103,2462
6037403407,1704,1742,38,1742
6037403408,5503,5675,172,5675
6037403500,1529,1597,68,1597
6037403600,5250,5653,403,5653
6037403702,3006,3198,192,3198
6037403703,3980,4242,262,4242
6037403721,3790,4024,234,4024
6037403722,3912,4189,277,4189
6037403801,4907,5146,239,5146
6037403802,4748,4988,240,4988
6037403901,2700,2829,129,2829
6037403902,4004,4189,185,4189
6037404000,3783,3956,173,3956
6037404100,5190,5359,169,5359
6037404201,2746,2888,142,2888
6037404202,3283,3359,76,3359
6037404301,4089,4288,199,4288
6037404302,1737,1769,32,1769
6037404401,2878,2936,58,2936
6037404402,3664,3783,119,3783
6037404501,1838,1902,64,1902
6037404503,2206,2254,48,2254
6037404504,3529,3696,167,3696
6037404600,1016,1054,38,1054
6037404701,4239,4253,14,4253
6037404702,4137,4217,80,4217
6037404703,2374,2425,51,2425
6037404801,6120,6225,105,6225
6037404802,3411,3540,129,3540
6037404803,1308,1338,30,1338
6037404901,4517,4567,50,4567
6037404902,3214,3277,63,3277
6037404903,2054,2117,63,2117
6037405001,4708,4804,96,4804
6037405002,2395,2421,26,2421
6037405101,4325,4419,94,4419
6037405102,3339,3411,72,3411
6037405201,3718,3768,50,3768
6037405202,3965,4045,80,4045
6037405203,2973,3049,76,3049
6037405301,2640,2840,200,2840
6037405302,4626,4807,181,4807
6037405400,4140,4362,222,4362
6037405500,5188,5376,188,5376
6037405600,4453,4682,229,4682
6037405701,2874,2919,45,2919
6037405702,3942,4209,267,4209
6037405800,4375,4542,167,4542
6037405900,3022,3162,140,3162
6037406000,3912,4051,139,4051
6037406101,2646,2740,94,2740
6037406102,4670,4882,212,4882
6037406200,4515,4633,118,4633
6037406300,4449,4575,126,4575
6037406402,1729,1827,98,1827
6037406411,1695,1764,69,1764
6037406412,1974,2142,168,2142
6037406500,5051,5400,349,5400
6037406601,4590,4791,201,4791
6037406602,4538,4732,194,4732
6037406701,2451,2579,128,2579
6037406702,4693,4815,122,4815
6037406800,3856,4000,144,4000
6037406901,3577,3778,201,3778
6037406902,3006,3063,57,3063
6037407001,5049,5257,208,5257
6037407002,2798,2889,91,2889
6037407101,3518,3651,133,3651
6037407102,4409,4564,155,4564
6037407200,5534,5750,216,5750
6037407301,3966,4173,207,4173
6037407302,2775,2864,89,2864
6037407400,1650,1726,76,1726
6037407501,3347,3420,73,3420
6037407502,3157,3229,72,3229
6037407601,3168,3231,63,3231
6037407602,2926,3011,85,3011
6037407701,3630,3724,94,3724
6037407702,5246,5496,250,5496
6037407801,4257,4394,137,4394
6037407802,2909,3038,129,3038
6037407900,5270,5397,127,5397
6037408003,3743,3863,120,3863
6037408004,1831,1898,67,1898
6037408005,3792,3919,127,3919
6037408006,2772,2849,77,2849
6037408133,4442,4541,99,4541
6037408134,2327,2469,142,2469
6037408135,2986,3128,142,3128
6037408136,3062,3223,161,3223
6037408137,3140,3258,118,3258
6037408138,4068,4134,66,4134
6037408139,3026,3109,83,3109
6037408140,2836,2912,76,2912
6037408141,3962,4019,57,4019
6037408202,1570,1576,6,1576
6037408211,4899,4991,92,4991
6037408212,4447,4577,130,4577
6037408301,4404,4452,48,4452
6037408302,3355,3534,179,3534
6037408303,3619,3823,204,3823
6037408401,3376,3514,138,3514
6037408402,4988,5294,306,5294
6037408501,2531,2568,37,2568
6037408503,5340,5725,385,5725
6037408504,3884,4114,230,4114
6037408505,2087,2183,96,2183
6037408623,2522,2637,115,2637
6037408624,2684,2831,147,2831
6037408625,3119,3285,166,3285
6037408626,3970,4174,204,4174
6037408627,2828,2951,123,2951
6037408628,4562,4721,159,4721
6037408629,2235,2336,101,2336
6037408630,1947,2001,54,2001
6037408631,4265,4493,228,4493
6037408703,5429,5500,71,5500
6037408704,2600,2703,103,2703
6037408705,4534,4767,233,4767
6037408706,1528,1593,65,1593
6037408722,3853,3938,85,3938
6037408723,2465,2555,90,2555
6037408724,3761,3890,129,3890
6037408800,3191,3304,113,3304
6037430002,5553,5773,220,5773
6037430003,3828,4020,192,4020
6037430101,4194,4362,168,4362
6037430102,3782,3889,107,3889
6037430200,1004,1054,50,1054
6037430301,3645,3854,209,3854
6037430302,4408,4683,275,4683
6037430400,3689,3820,131,3820
6037430501,3245,3430,185,3430
6037430502,5625,5947,322,5947
6037430600,3628,3775,147,3775
6037430701,4289,4448,159,4448
6037430721,2792,2864,72,2864
6037430723,3389,3482,93,3482
6037430724,3784,3879,95,3879
6037430801,5216,5382,166,5382
6037430802,3514,3562,48,3562
6037430803,4357,4582,225,4582
6037430901,3490,3598,108,3598
6037430902,3785,3890,105,3890
6037431001,5750,5942,192,5942
6037431002,2559,2713,154,2713
6037431100,5496,5655,159,5655
6037431200,4808,4916,108,4916
6037431300,2207,2284,77,2284
6037431400,3361,3576,215,3576
6037431501,3662,3830,168,3830
6037431502,3318,3466,148,3466
6037431600,3455,3605,150,3605
6037431700,4804,4988,184,4988
6037431800,4804,4924,120,4924
6037431900,3504,3558,54,3558
6037432000,6306,6420,114,6420
6037432101,3303,3399,96,3399
6037432102,4554,4699,145,4699
6037432201,3747,3817,70,3817
6037432202,3545,3651,106,3651
6037432300,3498,3633,135,3633
6037432401,2906,2967,61,2967
6037432402,5401,5498,97,5498
6037432500,6964,7274,310,7274
6037432601,5662,5859,197,5859
6037432602,3730,3786,56,3786
6037432700,3940,4013,73,4013
6037432801,2206,2270,64,2270
6037432802,3915,3925,10,3925
6037432901,3517,3611,94,3611
6037432902,2743,2837,94,2837
6037433101,1881,1923,42,1923
6037433102,3685,3749,64,3749
6037433200,4774,4844,70,4844
6037433302,1176,1203,27,1203
6037433304,4026,4035,9,4035
6037433305,3869,3875,6,3875
6037433306,2418,2427,9,2427
6037433307,2433,2495,62,2495
6037433401,2255,2296,41,2296
6037433402,3413,3464,51,3464
6037433403,3358,3385,27,3385
6037433501,1364,1392,28,1392
6037433503,2257,2282,25,2282
6037433504,3427,3447,20,3447
6037433601,4254,4325,71,4325
6037433602,2310,2368,58,2368
6037433700,3180,3335,155,3335
6037433801,4548,4677,129,4677
6037433802,2808,2924,116,2924
6037433901,4127,4168,41,4168
6037433902,2520,2568,48,2568
6037434001,3143,3229,86,3229
6037434003,3441,3457,16,3457
6037434004,2078,2096,18,2096
6037460000,3804,3979,175,3979
6037460100,5065,5380,315,5380
6037460200,4658,5035,377,5035
6037460301,3399,3671,272,3671
6037460302,3809,4022,213,4022
6037460401,663,701,38,701
6037460501,4264,4451,187,4451
6037460502,3251,3411,160,3411
6037460600,3503,3642,139,3642
6037460700,3710,3853,143,3853
6037460800,2419,2608,189,2608
6037460900,5606,5762,156,5762
6037461000,5180,5402,222,5402
6037461100,3979,4146,167,4146
6037461200,3920,4176,256,4176
6037461300,5763,5904,141,5904
6037461400,2637,2690,53,2690
6037461501,3254,3386,132,3386
6037461502,5464,5584,120,5584
6037461600,4893,5037,144,5037
6037461700,1304,1352,48,1352
6037461901,4099,4178,79,4178
6037461902,1592,1683,91,1683
6037462001,2900,2974,74,2974
6037462002,3134,3209,75,3209
6037462100,4514,4613,99,4613
6037462201,3248,3459,211,3459
6037462202,2352,2374,22,2374
6037462301,3579,3751,172,3751
6037462302,2852,2892,40,2892
6037462400,3231,3358,127,3358
6037462500,5383,5565,182,5565
6037462600,1813,1923,110,1923
6037462700,4384,4489,105,4489
6037462800,2319,2460,141,2460
6037462900,3043,3209,166,3209
6037463000,1810,1873,63,1873
6037463101,2014,2131,117,2131
6037463102,2999,3066,67,3066
6037463200,2790,2953,163,2953
6037463300,1654,1739,85,1739
6037463400,4899,5180,281,5180
6037463500,5450,5646,196,5646
6037463601,5162,5299,137,5299
6037463602,5140,5271,131,5271
6037463700,2423,2604,181,2604
6037463800,3053,3331,278,3331
6037463900,2846,3173,327,3173
6037464000,4864,5090,226,5090
6037464100,5607,5760,153,5760
6037464200,4479,4702,223,4702
6037480002,2786,2941,155,2941
6037480011,4068,4177,109,4177
6037480012,3909,4043,134,4043
6037480101,3162,3266,104,3266
6037480102,3801,3907,106,3907
6037480201,3044,3202,158,3202
6037480202,1948,2021,73,2021
6037480302,3888,4012,124,4012
6037480303,3089,3153,64,3153
6037480304,3719,3776,57,3776
6037480400,4483,4598,115,4598
6037480500,3940,4186,246,4186
6037480600,6104,6270,166,6270
6037480702,3438,3651,213,3651
6037480703,2779,2909,130,2909
6037480704,3539,3662,123,3662
6037480802,2763,2952,189,2952
6037480803,3131,3247,116,3247
6037480804,4092,4180,88,4180
6037480901,4242,4358,116,4358
6037480902,3167,3243,76,3243
6037480903,2453,2502,49,2502
6037481001,3602,3679,77,3679
6037481002,5026,5176,150,5176
6037481101,3699,3812,113,3812
6037481102,3149,3200,51,3200
6037481103,4057,4118,61,4118
6037481201,3004,3055,51,3055
6037481202,4769,4837,68,4837
6037481300,2828,2882,54,2882
6037481401,5424,5487,63,5487
6037481402,6159,6217,58,6217
6037481500,3809,3900,91,3900
6037481603,2898,2974,76,2974
6037481604,3154,3240,86,3240
6037481605,2417,2495,78,2495
6037481606,4101,4154,53,4154
6037481711,3764,3856,92,3856
6037481712,4820,4864,44,4864
6037481713,2478,2505,27,2505
6037481714,2302,2324,22,2324
6037481800,2386,2486,100,2486
6037481901,5103,5248,145,5248
6037481902,2671,2782,111,2782
6037482001,2388,2561,173,2561
6037482002,5343,5543,200,5543
6037482101,3870,3966,96,3966
6037482102,2505,2633,128,2633
6037482201,3269,3348,79,3348
6037482202,4208,4291,83,4291
6037482301,3726,3789,63,3789
6037482303,4705,4737,32,4737
6037482304,2829,2863,34,2863
6037482401,3073,3129,56,3129
6037482402,6006,6144,138,6144
6037482502,2672,2726,54,2726
6037482503,3469,3499,30,3499
6037482521,4709,4785,76,4785
6037482522,4058,4249,191,4249
6037482600,5680,5927,247,5927
6037482701,3608,3737,129,3737
6037482702,2147,2287,140,2287
6037482800,3594,3737,143,3737
6037500100,3194,3452,258,3452
6037500201,5376,5719,343,5719
6037500202,3795,4030,235,4030
6037500300,2619,2688,69,2688
6037500402,3382,3442,60,3442
6037500403,3168,3270,102,3270
6037500404,3891,4079,188,4079
6037500500,2266,2312,46,2312
6037500600,4339,4419,80,4419
6037500700,4992,5312,320,5312
6037500800,4063,4134,71,4134
6037500900,4503,4671,168,4671
6037501001,2650,2700,50,2700
6037501002,3920,4070,150,4070
6037501200,3767,3969,202,3969
6037501300,5353,5583,230,5583
6037501400,3185,3343,158,3343
6037501501,2042,2148,106,2148
6037501503,3929,4053,124,4053
6037501504,2723,2831,108,2831
6037501600,6315,6545,230,6545
6037501700,2648,2732,84,2732
6037501802,2771,2872,101,2872
6037501803,2985,3076,91,3076
6037501804,1486,1523,37,1523
6037501900,3168,3342,174,3342
6037502003,1996,2047,51,2047
6037502004,3094,3140,46,3140
6037502005,3570,3707,137,3707
6037502100,4180,4420,240,4420
6037502200,5138,5437,299,5437
6037502301,4662,4804,142,4804
6037502302,2298,2351,53,2351
6037502401,3977,4146,169,4146
6037502402,3019,3143,124,3143
6037502500,3071,3156,85,3156
6037502601,5664,5997,333,5997
6037502602,3494,3557,63,3557
6037502700,5296,5510,214,5510
6037502801,5003,5170,167,5170
6037502802,2435,2510,75,2510
6037502901,4441,4570,129,4570
6037502902,2999,3069,70,3069
6037503000,3795,3860,65,3860
6037503103,3903,4033,130,4033
6037503104,1825,1916,91,1916
6037503105,3133,3233,100,3233
6037503106,2720,2896,176,2896
6037503201,3268,3427,159,3427
6037503202,3876,4008,132,4008
6037503301,2415,2545,130,2545
6037503302,5168,5324,156,5324
6037503401,5094,5395,301,5395
6037503402,3158,3359,201,3359
6037503501,4760,5035,275,5035
6037503502,3276,3538,262,3538
6037503601,3374,3608,234,3608
6037503602,3550,3688,138,3688
6037503701,4103,4317,214,4317
6037503702,4144,4424,280,4424
6037503703,6634,7002,368,7002
6037503801,3051,3254,203,3254
6037503802,3951,4205,254,4205
6037503901,2305,2470,165,2470
6037503902,3498,3783,285,3783
6037504001,5181,5306,125,5306
6037504002,4004,4240,236,4240
6037504101,4110,4265,155,4265
6037504102,7,7,0,7
6037530003,2789,2968,179,2968
6037530004,3061,3182,121,3182
6037530005,3654,3844,190,3844
6037530006,3188,3301,113,3301
6037530101,4201,4264,63,4264
6037530102,4266,4387,121,4387
6037530202,3521,3661,140,3661
6037530203,2272,2351,79,2351
6037530204,2982,2994,12,2994
6037530301,1535,1598,63,1598
6037530302,5448,5542,94,5542
6037530400,2825,2907,82,2907
6037530500,3209,3277,68,3277
6037530601,2280,2322,42,2322
6037530602,1180,1249,69,1249
6037530700,1757,1773,16,1773
6037530801,3679,3759,80,3759
6037530802,2594,2637,43,2637
6037530901,2695,2719,24,2719
6037530902,3087,3097,10,3097
6037531000,3732,3788,56,3788
6037531101,3507,3531,24,3531
6037531102,2408,2421,13,2421
6037531201,3973,4029,56,4029
6037531202,3177,3187,10,3187
6037531301,3686,3727,41,3727
6037531302,4864,4885,21,4885
6037531502,2393,2431,38,2431
6037531503,1864,1879,15,1879
6037531504,2980,3049,69,3049
6037531602,3647,3674,27,3674
6037531603,2246,2278,32,2278
6037531604,2701,2726,25,2726
6037531701,4086,4115,29,4115
6037531702,3515,3581,66,3581
6037531800,3914,3972,58,3972
6037531901,4588,4641,53,4641
6037531902,3312,3445,133,3445
6037532001,2331,2367,36,2367
6037532002,2513,2569,56,2569
6037532101,4596,4737,141,4737
6037532102,3048,3082,34,3082
6037532200,4864,4968,104,4968
6037532302,3520,3581,61,3581
6037532303,3593,3660,67,3660
6037532304,3205,3365,160,3365
6037532400,45,45,0,45
6037532500,2952,2981,29,2981
6037532603,2211,2222,11,2222
6037532604,1943,1951,8,1951
6037532605,2828,2896,68,2896
6037532606,3365,3426,61,3426
6037532700,2234,2259,25,2259
6037532800,2591,2599,8,2599
6037532900,4643,4734,91,4734
6037533001,2985,3015,30,3015
6037533002,1871,1875,4,1875
6037533103,2182,2193,11,2193
6037533104,2868,2884,16,2884
6037533105,1770,1785,15,1785
6037533106,1211,1215,4,1215
6037533107,2474,2501,27,2501
6037533201,1999,2018,19,2018
6037533202,2032,2036,4,2036
6037533203,1397,1411,14,1411
6037533300,2241,2262,21,2262
6037533401,3902,3919,17,3919
6037533402,2837,2837,0,2837
6037533403,2187,2207,20,2207
6037533501,2241,2241,0,2241
6037533502,1479,1487,8,1487
6037533503,1527,1550,23,1550
6037533601,3241,3269,28,3269
6037533602,3863,3900,37,3900
6037533603,4859,4936,77,4936
6037533701,2218,2244,26,2244
6037533702,2670,2689,19,2689
6037533703,3131,3135,4,3135
6037533803,4396,4468,72,4468
6037533804,3401,3464,63,3464
6037533805,2734,2746,12,2746
6037533806,2488,2488,0,2488
6037533901,4253,4291,38,4291
6037533902,2720,2726,6,2726
6037534001,3595,3616,21,3616
6037534002,3228,3256,28,3256
6037534101,1535,1578,43,1578
6037534102,4363,4379,16,4379
6037534201,3034,3068,34,3068
6037534202,3783,3813,30,3813
6037534203,2398,2420,22,2420
6037534301,3162,3179,17,3179
6037534302,2420,2446,26,2446
6037534403,2209,2214,5,2214
6037534404,2543,2569,26,2569
6037534405,2713,2732,19,2732
6037534406,3306,3314,8,3314
6037534501,3949,3986,37,3986
6037534502,3525,3587,62,3587
6037534700,3625,3658,33,3658
6037534802,2285,2300,15,2300
6037534803,3418,3480,62,3480
6037534804,2896,2902,6,2902
6037534900,4422,4454,32,4454
6037535001,3040,3072,32,3072
6037535002,2563,2596,33,2596
6037535101,5444,5504,60,5504
6037535102,3368,3394,26,3394
6037535200,4383,4397,14,4397
6037535300,4177,4232,55,4232
6037535400,2058,2058,0,2058
6037535501,2653,2670,17,2670
6037535502,3773,3803,30,3803
6037535503,1764,1785,21,1785
6037535603,2565,2589,24,2589
6037535604,3079,3090,11,3090
6037535605,3327,3348,21,3348
6037535606,1398,1436,38,1436
6037535607,3367,3375,8,3375
6037535701,4396,4442,46,4442
6037535702,3781,3790,9,3790
6037535802,4968,5154,186,5154
6037535803,3344,3377,33,3377
6037535804,3909,3960,51,3960
6037535901,3923,3990,67,3990
6037535902,5262,5314,52,5314
6037536000,2668,2722,54,2722
6037536102,2580,2688,108,2688
6037536103,4317,4435,118,4435
6037536104,2958,2993,35,2993
6037536200,5359,5547,188,5547
6037540000,5165,5287,122,5287
6037540101,4872,4878,6,4878
6037540102,5103,5200,97,5200
6037540201,1361,1388,27,1388
6037540202,4689,4737,48,4737
6037540203,4096,4248,152,4248
6037540300,3789,3846,57,3846
6037540400,1652,1675,23,1675
6037540501,5354,5404,50,5404
6037540502,4301,4320,19,4320
6037540600,3112,3191,79,3191
6037540700,2400,2456,56,2456
6037540800,4521,4657,136,4657
6037540901,3488,3511,23,3511
6037540902,3846,4146,300,4146
6037541001,852,913,61,913
6037541002,2450,2614,164,2614
6037541100,2408,2498,90,2498
6037541200,4764,4939,175,4939
6037541300,4088,4175,87,4175
6037541400,4911,4929,18,4929
6037541500,4184,4184,0,4184
6037541603,2266,2308,42,2308
6037541604,4199,4246,47,4246
6037541605,3890,3975,85,3975
6037541606,1720,1759,39,1759
6037541700,4686,4755,69,4755
6037541801,3907,4004,97,4004
6037541802,3925,3973,48,3973
6037542000,3544,3557,13,3557
6037542103,2765,2806,41,2806
6037542104,2364,2397,33,2397
6037542105,3301,3315,14,3315
6037542106,2425,2444,19,2444
6037542200,5263,5457,194,5457
6037542401,3624,3730,106,3730
6037542402,2340,2379,39,2379
6037542501,3284,3386,102,3386
6037542502,3422,3523,101,3523
6037542601,2002,2018,16,2018
6037542602,4288,4372,84,4372
6037542700,4174,4231,57,4231
6037542800,2306,2419,113,2419
6037542900,2312,2393,81,2393
6037543000,3333,3478,145,3478
6037543100,5261,5567,306,5567
6037543201,2708,2802,94,2802
6037543202,3349,3366,17,3366
6037543304,4887,5361,474,5361
6037543305,2727,2815,88,2815
6037543306,6173,6423,250,6423
6037543321,4643,5026,383,5026
6037543322,5792,6368,576,6368
6037543400,3098,3256,158,3256
6037543501,5608,5856,248,5856
6037543502,3325,3521,196,3521
6037543503,4789,5021,232,5021
6037543601,2878,2933,55,2933
6037543602,6584,7001,417,7001
6037543603,3727,4120,393,4120
6037543604,4455,4621,166,4621
6037543701,2378,2462,84,2462
6037543702,5485,5553,68,5553
6037543703,2695,2854,159,2854
6037543801,4201,4347,146,4347
6037543802,5215,5362,147,5362
6037543903,2966,3103,137,3103
6037543905,3302,3353,51,3353
6037544001,3635,3792,157,3792
