GEO_id2,Veteran_MOE
6037602505,106
6037602506,107
6037602507,12
6037602508,55
6037602509,45
6037602600,48
6037602700,50
6037602801,57
6037602802,94
6037602900,153
6037603001,81
6037603004,112
6037603005,51
6037603006,52
6037603101,60
6037603102,82
6037603200,82
6037603301,43
6037603302,46
6037603400,54
6037603500,81
6037603600,59
6037603702,61
6037603703,80
6037603704,83
6037603801,85
6037603802,90
6037603900,96
6037604001,97
6037604002,113
6037604100,65
6037609900,66
6037620001,155
6037620002,57
6037620101,111
6037620102,37
6037620201,50
6037620301,55
6037620303,77
6037620305,92
6037620400,100
6037620501,143
6037620521,41
6037620522,92
6037620601,25
6037620602,41
6037620701,49
6037620702,86
6037620800,125
6037620901,48
6037620904,52
6037621001,57
6037621002,77
6037621004,109
6037621102,54
6037621104,59
6037621201,80
6037621204,124
6037621301,61
6037621324,51
6037621326,94
6037621400,57
6037650001,25
6037650003,52
6037650004,61
6037650101,51
6037650102,80
6037650200,24
6037650300,56
6037650401,86
6037650501,113
6037650502,12
6037650602,54
6037650603,98
6037650604,100
6037650605,51
6037650701,56
6037650702,64
6037650800,64
6037650901,27
6037650902,93
6037651001,75
6037651002,41
6037651101,47
6037651102,57
6037651201,93
6037651221,98
6037651222,43
6037651302,53
6037651304,66
6037651401,6
6037651402,64
6037670001,83
6037670002,136
6037670003,8
6037670100,46
6037670201,66
6037670202,77
6037670324,82
6037670326,143
6037670328,14
6037670403,92
6037670405,99
6037670406,131
6037670407,47
6037670411,90
6037670413,133
6037670416,48
6037670500,53
6037670602,23
6037670701,43
6037670702,53
6037700101,65
6037700102,81
6037700200,128
6037700300,23
6037700400,51
6037700501,14
6037700502,8
6037700600,12
6037700700,40
6037700801,76
6037700802,76
6037700901,86
6037700902,99
6037701000,138
6037701100,61
6037701201,83
6037701202,113
6037701302,63
6037701304,79
6037701402,87
6037701501,74
6037701502,150
6037701601,55
6037701602,74
6037701701,79
6037701702,46
6037701801,105
6037701802,123
6037701902,147
6037702002,97
6037702102,48
6037702201,92
6037702202,95
6037702300,133
6037702400,25
6037702501,43
6037702502,66
6037702600,93
6037702700,99
6037702801,108
6037702802,12
6037702803,52
6037702901,60
6037703001,102
6037703002,112
6037703100,50
6037703200,51
6037800101,80
6037800102,81
6037800202,86
6037800203,142
6037800204,63
6037800324,99
6037800325,12
6037800326,19
6037800327,46
6037800328,79
6037800329,88
6037800330,92
6037800331,108
6037800332,125
6037800406,53
6037800408,65
6037800410,86
6037800504,144
6037800506,87
6037900102,51
6037900103,83
6037900104,96
6037900201,54
6037900300,100
6037900501,99
6037900504,107
6037900505,94
6037900506,119
6037900507,12
6037900508,59
6037900602,48
6037900605,82
6037900606,87
6037900607,104
6037900608,57
6037900609,65
6037900701,118
6037900703,53
6037900704,98
6037900705,61
6037900803,99
6037900804,108
6037900805,66
6037900806,86
6037900900,8
6037901003,61
6037901004,85
6037901007,75
6037901008,146
6037901009,66
6037901010,83
6037901011,126
6037901101,129
6037901102,94
6037901205,97
6037901209,96
6037901210,8
6037901213,47
6037910001,96
6037910002,125
6037910101,97
6037910201,52
6037910202,129
6037910205,27
6037910206,50
6037910207,51
6037910208,65
6037910209,50
6037910210,72
6037910301,81
6037910302,65
6037910401,51
6037910402,114
6037910403,79
6037910404,97
6037910501,48
6037910502,96
6037910504,56
6037910505,74
6037910601,84
6037910602,95
6037910603,127
6037910605,48
6037910606,97
6037910705,50
6037910706,58
6037910707,143
6037910709,41
6037910711,50
6037910712,97
6037910713,84
6037910714,140
6037910715,26
6037910716,93
6037910804,12
6037910805,59
6037910807,113
6037910808,46
6037910809,51
6037910810,116
6037910811,33
6037910812,64
6037910813,96
6037911001,26
6037920011,57
6037920012,83
6037920013,98
6037920015,83
6037920016,87
6037920017,150
6037920018,61
6037920020,98
6037920023,97
6037920026,50
6037920028,65
6037920029,97
6037920030,119
6037920031,49
6037920032,94
6037920033,64
6037920034,114
6037920035,113
6037920036,81
6037920037,48
6037920038,25
6037920039,83
6037920040,102
6037920041,54
6037920042,120
6037920043,116
6037920044,50
6037920045,96
6037920102,99
6037920104,82
6037920106,110
6037920107,41
6037920108,48
6037920109,85
6037920110,110
6037920111,110
6037920112,116
6037920114,97
6037920115,113
6037920116,66
6037920118,110
6037920119,125
6037920200,86
6037920303,12
6037920312,59
6037920313,126
6037920314,74
6037920322,48
6037920326,56
6037920328,105
6037920329,117
6037920330,77
6037920331,87
6037920332,75
6037920334,53
6037920336,123
6037920337,43
6037920338,46
6037920339,51
6037930101,115
6037930200,81
6037930301,75
6037980001,25
6037980002,119
6037980003,116
6037980004,51
6037980005,106
6037980006,120
6037980007,118
6037980008,82
6037980009,84
6037980010,99
6037980013,120
6037980014,50
6037980015,94
6037980018,120
6037980019,74
6037980020,106
6037980021,106
6037980022,83
6037980023,91
6037980024,83
6037980025,101
6037980026,132
6037980028,34
6037980030,74
6037980031,99
6037980033,51
6037990100,88
6037990200,115
6037990300,117
