GEO_id2,Veteran_MOE
6037408703,6
6037408704,11
6037408705,17
6037408706,23
6037408722,26
6037408723,43
6037408724,43
6037408800,46
6037430002,50
6037430003,61
6037430101,68
6037430102,80
6037430200,33
6037430301,35
6037430302,37
6037430400,42
6037430501,47
6037430502,51
6037430600,53
6037430701,57
6037430721,60
6037430723,7
6037430724,19
6037430801,27
6037430802,30
6037430803,30
6037430901,30
6037430902,33
6037431001,58
6037431002,61
6037431100,64
6037431200,73
6037431300,81
6037431400,86
6037431501,105
6037431502,109
6037431600,12
6037431700,26
6037431800,35
6037431900,40
6037432000,50
6037432101,57
6037432102,84
6037432201,94
6037432202,12
6037432300,27
6037432401,33
6037432402,57
6037432500,57
6037432601,64
6037432602,71
6037432700,85
6037432801,114
6037432802,122
6037432901,135
6037432902,24
6037433101,27
6037433102,31
6037433200,38
6037433302,61
6037433304,80
6037433305,123
6037433306,8
6037433307,12
6037433401,22
6037433402,26
6037433403,28
6037433501,37
6037433503,41
6037433504,52
6037433601,60
6037433602,76
6037433700,86
6037433801,96
6037433802,108
6037433901,29
6037433902,37
6037434001,51
6037434003,62
6037434004,88
6037460000,12
6037460100,20
6037460200,42
6037460301,45
6037460302,24
6037460401,35
6037460501,48
6037460502,57
6037460600,62
6037460700,66
6037460800,74
6037460900,90
6037461000,105
6037461100,12
6037461200,16
6037461300,17
6037461400,21
6037461501,28
6037461502,29
6037461600,58
6037461700,94
6037461901,99
6037461902,108
6037462001,155
6037462002,17
6037462100,40
6037462201,49
6037462202,50
6037462301,56
6037462302,61
6037462400,7
6037462500,12
6037462600,20
6037462700,29
6037462800,47
6037462900,59
6037463000,62
6037463101,62
6037463102,76
6037463200,86
6037463300,22
6037463400,23
6037463500,28
6037463601,33
6037463602,49
6037463700,50
6037463800,50
6037463900,60
6037464000,80
6037464100,12
6037464200,26
6037480002,27
6037480011,54
6037480012,55
6037480101,71
6037480102,100
6037480201,129
6037480202,32
6037480302,46
6037480303,52
6037480304,53
6037480400,84
6037480500,91
6037480600,97
6037480702,120
6037480703,12
6037480704,15
6037480802,15
6037480803,20
6037480804,27
6037480901,45
6037480902,49
6037480903,52
6037481001,55
6037481002,58
6037481101,60
6037481102,79
6037481103,15
6037481201,18
6037481202,26
6037481300,66
6037481401,66
6037481402,85
6037481500,12
6037481603,37
6037481604,43
6037481605,49
6037481606,50
6037481711,54
6037481712,71
6037481713,76
6037481714,77
6037481800,80
6037481901,111
6037481902,114
6037482001,27
6037482002,27
6037482101,28
6037482102,44
6037482201,56
6037482202,61
6037482301,77
6037482303,96
6037482304,6
6037482401,24
6037482402,24
6037482502,61
6037482503,64
6037482521,65
6037482522,79
6037482600,122
6037482701,9
6037482702,12
6037482800,20
6037500100,26
6037500201,26
6037500202,41
6037500300,42
6037500402,66
6037500403,77
6037500404,77
6037500500,95
6037500600,12
6037500700,24
6037500800,40
6037500900,54
6037501001,84
6037501002,115
6037501200,117
6037501300,16
6037501400,41
6037501501,44
6037501503,55
6037501504,55
6037501600,60
6037501700,84
6037501802,137
6037501803,14
6037501804,20
6037501900,23
6037502003,24
6037502004,26
6037502005,29
6037502100,44
6037502200,46
6037502301,50
6037502302,54
6037502401,63
6037502402,81
6037502500,107
6037502601,28
6037502602,31
6037502700,53
6037502801,53
6037502802,55
6037502901,57
6037502902,59
6037503000,63
6037503103,65
6037503104,79
6037503105,90
6037503106,40
6037503201,43
6037503202,56
6037503301,61
6037503302,65
6037503401,65
6037503402,94
6037503501,22
6037503502,25
6037503601,38
6037503602,57
6037503701,61
6037503702,77
6037503703,92
6037503801,96
6037503802,103
6037503901,43
6037503902,60
6037504001,65
6037504002,105
6037504101,7
6037504102,13
6037530003,24
6037530004,42
6037530005,45
6037530006,55
6037530101,67
6037530102,145
6037530202,23
6037530203,28
6037530204,40
6037530301,47
6037530302,48
6037530400,52
6037530500,61
6037530601,91
6037530602,12
6037530700,12
6037530801,16
6037530802,26
6037530901,29
6037530902,31
6037531000,43
6037531101,50
6037531102,58
6037531201,100
6037531202,117
6037531301,18
6037531302,40
6037531502,50
6037531503,52
6037531504,72
6037531602,77
6037531603,77
6037531604,78
6037531701,80
6037531702,92
6037531800,12
6037531901,45
6037531902,55
6037532001,61
6037532002,65
6037532101,75
6037532102,78
6037532200,105
6037532302,149
6037532303,56
6037532304,63
6037532400,66
6037532500,80
6037532603,84
6037532604,87
6037532605,17
6037532606,21
6037532700,26
6037532800,27
6037532900,38
6037533001,42
6037533002,47
6037533103,51
6037533104,54
6037533105,59
6037533106,77
6037533107,117
6037533201,132
6037533202,47
6037533203,54
6037533300,63
6037533401,66
6037533402,79
6037533403,83
6037533501,87
6037533502,96
6037533503,103
6037533601,12
6037533602,40
6037533603,48
6037533701,60
6037533702,60
6037533703,68
6037533803,83
6037533804,95
6037533805,101
6037533806,25
6037533901,25
6037533902,44
6037534001,48
6037534002,53
6037534101,55
6037534102,55
6037534201,65
6037534202,79
6037534203,87
6037534301,88
6037534302,93
6037534403,12
6037534404,59
6037534405,63
6037534406,100
6037534501,122
6037534502,22
6037534700,38
6037534802,43
6037534803,55
6037534804,60
6037534900,92
6037535001,100
6037535002,16
6037535101,46
6037535102,49
6037535200,51
6037535300,58
6037535400,62
6037535501,74
6037535502,81
6037535503,102
6037535603,138
6037535604,141
6037535605,26
6037535606,37
6037535607,75
6037535701,77
6037535702,99
6037535802,102
6037535803,122
6037535804,27
6037535901,46
6037535902,51
6037536000,52
6037536102,56
6037536103,57
6037536104,75
6037536200,87
6037540000,40
6037540101,45
6037540102,50
6037540201,58
6037540202,79
6037540203,85
6037540300,119
6037540400,123
6037540501,17
6037540502,51
6037540600,52
6037540700,40
6037540800,52
6037540901,58
6037540902,62
6037541001,64
6037541002,93
6037541100,96
6037541200,98
6037541300,48
6037541400,50
6037541500,50
6037541603,44
6037541604,72
6037541605,91
6037541606,96
6037541700,12
6037541801,22
6037541802,47
6037542000,61
6037542103,77
6037542104,79
6037542105,88
6037542106,20
6037542200,23
6037542401,25
6037542402,57
6037542501,12
6037542502,22
6037542601,30
6037542602,46
6037542700,55
6037542800,59
6037542900,61
6037543000,66
6037543100,76
6037543201,90
6037543202,113
6037543304,135
6037543305,14
6037543306,59
6037543321,65
6037543322,95
6037543400,23
6037543501,51
6037543502,75
6037543503,6
6037543601,24
6037543602,27
6037543603,35
6037543604,61
6037543701,64
6037543702,74
6037543703,77
6037543801,118
6037543802,20
6037543903,46
6037543905,56
6037544001,57
6037544002,57
6037550000,65
6037550100,75
6037550201,12
6037550202,13
6037550300,14
6037550400,22
6037550500,51
6037550601,59
6037550602,68
6037550700,142
6037550800,25
6037550901,40
6037550902,40
6037551000,55
6037551101,84
6037551102,131
6037551201,12
6037551202,12
6037551300,23
6037551401,31
6037551402,40
6037551501,41
6037551502,52
6037551600,25
6037551700,61
6037551800,91
6037551900,92
6037552001,141
6037552002,72
6037552100,85
6037552200,90
6037552301,99
6037552302,12
6037552400,40
6037552601,51
6037552602,51
6037552700,66
6037552800,77
6037552900,82
6037553000,87
6037553100,12
6037553200,41
6037553300,44
6037553400,56
6037553502,57
6037553503,60
6037553504,61
6037553601,75
6037553602,82
6037553701,15
6037553702,41
6037553801,53
6037553802,54
6037553901,59
6037553902,65
6037554001,144
6037554002,13
6037554101,22
6037554103,24
6037554104,49
6037554105,54
6037554201,57
6037554203,58
6037554204,64
6037554301,12
6037554302,12
6037554403,26
6037554404,34
6037554405,43
6037554406,50
6037554511,53
6037554512,65
6037554513,86
6037554514,113
6037554515,51
6037554516,76
6037554517,76
6037554518,87
6037554519,91
6037554521,107
6037554522,125
6037554600,151
6037554700,80
6037554801,88
6037554802,88
6037554900,113
6037555001,135
6037555002,13
6037555102,43
6037555103,53
6037555104,60
6037555202,104
6037555211,143
6037555212,52
6037570001,53
6037570002,63
6037570003,88
6037570100,45
6037570202,45
6037570203,46
6037570204,50
6037570301,64
6037570303,81
6037570304,106
6037570402,23
6037570403,47
6037570404,59
6037570501,73
6037570502,26
6037570601,65
6037570602,25
6037570603,50
6037570701,81
6037570702,126
6037570800,7
6037570901,12
6037570902,17
6037571000,23
6037571101,34
6037571102,38
6037571200,52
6037571300,77
6037571400,46
6037571502,56
6037571503,66
6037571504,88
6037571600,123
6037571701,23
6037571703,49
6037571704,80
6037571800,84
6037571900,100
6037572001,129
6037572002,29
6037572100,52
6037572201,54
6037572202,61
6037572301,124
6037572302,12
6037572400,25
6037572500,47
6037572600,60
6037572700,83
6037572800,87
6037572900,92
6037573002,7
6037573003,28
6037573004,40
6037573100,51
6037573201,51
6037573202,51
6037573300,75
6037573401,87
6037573402,20
6037573403,26
6037573601,58
6037573700,81
6037573800,115
6037573902,46
6037574000,48
6037574100,53
6037574201,57
6037574202,82
6037574300,93
6037574400,96
6037574500,98
6037574601,104
6037574602,51
6037574700,71
6037574800,12
6037574901,12
6037574902,41
6037575001,59
6037575002,83
6037575101,101
6037575102,105
6037575103,54
6037575201,64
6037575202,71
6037575300,97
6037575401,59
6037575402,61
6037575500,76
6037575801,83
6037575802,88
6037575803,47
6037575901,66
6037575902,124
6037576001,22
6037576200,52
6037576301,63
6037576302,53
6037576401,57
6037576402,57
6037576403,92
6037576501,47
6037576502,94
6037576503,99
6037576601,54
6037576602,73
6037576700,90
6037576801,112
6037576802,77
6037576901,79
6037576903,80
6037576904,26
6037577000,27
6037577100,48
6037577200,61
6037577300,75
6037577400,131
6037577501,50
6037577504,58
6037577602,92
6037577603,105
6037577604,14
6037599000,82
6037599100,95
6037600100,95
6037600201,8
6037600202,23
6037600302,26
6037600303,50
6037600304,53
6037600400,91
6037600501,13
6037600502,25
6037600601,27
6037600602,40
6037600702,41
6037600703,51
6037600704,54
6037600801,63
6037600802,99
6037600902,13
6037600911,14
6037600912,15
6037601001,51
6037601002,54
6037601100,55
6037601202,65
6037601211,80
6037601212,84
6037601301,93
6037601302,48
6037601303,64
6037601401,66
6037601402,79
6037601501,115
6037601502,46
6037601600,46
6037601700,56
6037601801,56
6037601802,82
6037601900,86
6037602002,88
6037602003,95
6037602004,110
6037602103,111
6037602104,20
6037602105,78
6037602106,93
6037602200,14
6037602301,24
6037602302,46
6037602402,96
6037602403,14
6037602404,19
6037602504,55
