GEO_id2,Veteran_EST
6037216700,110
6037216800,122
6037216900,99
6037217001,33
6037217002,101
6037217100,216
6037217200,95
6037218110,111
6037218120,67
6037218210,85
6037218220,105
6037218300,35
6037218400,146
6037218500,91
6037218600,30
6037218701,75
6037218702,63
6037218800,97
6037218900,131
6037219010,33
6037219020,85
6037219300,178
6037219500,102
6037219700,102
6037219800,39
6037219901,44
6037219902,35
6037220000,144
6037220100,93
6037221110,16
6037221120,42
6037221210,71
6037221220,31
6037221302,58
6037221303,46
6037221304,54
6037221401,88
6037221402,109
6037221500,139
6037221601,45
6037221602,13
6037221710,27
6037221810,31
6037221820,26
6037221900,0
6037222001,75
6037222002,57
6037222100,42
6037222200,60
6037222500,50
6037222600,36
6037222700,5
6037224010,14
6037224020,0
6037224200,3
6037224310,24
6037224320,18
6037224410,26
6037224420,23
6037224600,35
6037224700,18
6037226001,5
6037226002,28
6037226410,4
6037226420,0
6037226700,0
6037227010,13
6037227020,32
6037228100,11
6037228210,36
6037228220,31
6037228310,16
6037228320,32
6037228410,0
6037228420,0
6037228500,73
6037228600,48
6037228710,51
6037228720,24
6037228800,52
6037228900,12
6037229100,7
6037229200,61
6037229300,46
6037229410,0
6037229420,35
6037231100,57
6037231210,30
6037231220,30
6037231300,96
6037231400,130
6037231500,90
6037231600,141
6037231710,24
6037231720,59
6037231800,43
6037231900,18
6037232110,21
6037232120,9
6037232200,94
6037232300,148
6037232400,165
6037232500,150
6037232600,68
6037232700,81
6037232800,4
6037234000,183
6037234200,55
6037234300,200
6037234501,115
6037234502,126
6037234600,134
6037234700,136
6037234800,107
6037234901,71
6037234902,87
6037235100,162
6037235201,161
6037235202,161
6037236000,245
6037236100,311
6037236202,167
6037236203,166
6037236204,125
6037236400,233
6037237101,45
6037237102,15
6037237201,53
6037237202,66
6037237300,187
6037237401,101
6037237402,110
6037237500,19
6037237600,84
6037237710,34
6037237720,45
6037237800,200
6037237900,127
6037238000,162
6037238100,218
6037238200,219
6037238310,85
6037238320,31
6037238400,361
6037239201,28
6037239202,17
6037239310,35
6037239320,26
6037239330,7
6037239501,18
6037239502,64
6037239601,59
6037239602,41
6037239701,11
6037239702,46
6037239801,21
6037239802,52
6037240010,16
6037240020,133
6037240200,26
6037240300,47
6037240401,37
6037240402,74
6037240500,60
6037240600,22
6037240700,9
6037240800,45
6037240900,112
6037241001,53
6037241002,103
6037241110,19
6037241120,105
6037241201,56
6037241202,139
6037241300,20
6037241400,15
6037242000,125
6037242100,0
6037242200,31
6037242300,54
6037242600,24
6037242700,65
6037243000,38
6037243100,51
6037261101,98
6037261102,212
6037261200,144
6037262100,97
6037262200,135
6037262301,62
6037262302,66
6037262303,122
6037262400,130
6037262501,234
6037262601,104
6037262604,407
6037262704,104
6037262706,254
6037262802,95
6037264000,172
6037264102,82
6037264103,52
6037264301,132
6037264302,169
6037265100,240
6037265201,64
6037265202,89
6037265301,0
6037265303,27
6037265304,1
6037265305,0
6037265410,17
6037265420,53
6037265510,93
6037265520,142
6037265601,123
6037265602,128
6037265700,152
6037267100,103
6037267200,42
6037267300,127
6037267402,54
6037267403,91
6037267404,53
6037267501,30
6037267502,30
6037267600,36
6037267700,34
6037267800,54
6037267901,166
6037267902,120
6037269000,137
6037269100,90
6037269300,98
6037269500,67
6037269601,67
6037269602,69
6037269700,62
6037269800,52
6037269903,61
6037269904,86
6037269905,52
6037269906,68
6037269907,13
6037270100,99
6037270200,94
6037270300,78
6037271100,65
6037271200,27
6037271300,99
6037271400,174
6037271500,174
6037271600,101
6037271701,209
6037271702,44
6037271801,79
6037271802,81
6037271901,96
6037271902,112
6037272100,133
6037272201,88
6037272202,35
6037272301,69
6037272302,148
6037273100,97
6037273200,85
6037273300,41
6037273402,86
6037273502,61
6037273600,27
6037273700,95
6037273800,95
6037273902,128
6037274100,145
6037274202,174
6037275101,4
6037275102,147
6037275200,88
6037275302,204
6037275311,206
6037275400,212
6037275500,84
6037275602,261
6037275603,159
6037276000,408
6037276100,317
6037276400,155
6037276500,61
6037276601,179
6037276603,251
6037276604,204
6037277000,236
6037277100,104
6037277200,48
6037277400,29
6037278001,98
6037278102,103
6037291110,119
6037291120,31
6037291130,85
6037291210,185
6037291220,77
6037291300,175
6037292000,54
6037293201,153
6037293202,93
6037293301,139
6037293302,134
6037293304,182
6037293306,81
6037293307,59
6037294110,140
6037294120,5
6037294200,89
6037294301,74
6037294302,100
6037294410,105
6037294421,66
6037294510,79
6037294520,43
6037294610,42
6037294620,38
6037294701,42
6037294810,35
6037294820,52
6037294830,18
6037294900,58
6037295103,291
6037296210,45
6037296220,76
6037296300,238
6037296401,116
6037296402,190
6037296500,60
6037296600,193
6037296901,83
6037296902,233
6037297000,346
6037297110,141
6037297120,56
6037297201,113
6037297202,151
6037297300,196
6037297400,239
6037297500,220
6037297601,361
6037297602,98
6037300100,304
6037300200,202
6037300301,185
6037300400,273
6037300501,94
6037300502,142
6037300600,253
6037300701,384
6037300702,50
6037300800,209
6037300901,308
6037300902,94
6037301000,95
6037301100,134
6037301203,80
6037301204,117
6037301205,75
6037301206,52
6037301300,57
6037301400,52
6037301501,33
6037301502,31
6037301601,180
6037301602,96
6037301701,68
6037301702,102
6037301801,44
6037301802,35
6037301900,145
6037302002,51
6037302003,52
6037302004,29
6037302102,102
6037302103,61
6037302104,42
6037302201,0
6037302202,29
6037302301,115
6037302302,60
6037302401,168
6037302503,35
6037302504,64
6037302505,49
6037302506,75
6037310100,334
6037310201,120
6037310202,94
6037310300,219
6037310400,122
6037310501,32
6037310601,57
6037310602,115
6037310701,36
6037310702,169
6037310703,104
6037310800,199
6037310900,298
6037311000,96
6037311100,128
6037311200,216
6037311300,122
6037311400,107
6037311500,352
6037311600,197
6037311700,452
6037311801,135
6037311802,151
6037320000,0
6037320100,174
6037320201,117
6037320202,151
6037320300,98
6037400204,311
6037400205,136
6037400206,330
6037400207,257
6037400302,177
6037400304,300
6037400402,209
6037400403,148
6037400404,310
6037400501,117
6037400602,95
6037400603,111
6037400604,76
6037400800,165
6037400900,211
6037401001,200
6037401002,224
6037401101,147
6037401102,145
6037401201,183
6037401202,302
6037401203,227
6037401303,105
6037401304,265
6037401311,201
6037401312,429
6037401500,257
6037401601,409
6037401602,318
6037401603,183
6037401701,298
6037401703,183
6037401704,186
6037401800,626
6037401901,5
6037401902,230
6037402001,160
6037402002,165
6037402101,170
6037402102,157
6037402200,243
6037402301,139
6037402303,51
6037402304,55
6037402402,93
6037402403,88
6037402404,0
6037402405,149
6037402406,71
6037402501,17
6037402502,93
6037402600,295
6037402702,45
6037402703,92
6037402705,77
6037402706,35
6037402801,39
6037402803,46
6037402804,40
6037402902,86
6037402903,81
6037402904,136
6037403000,162
6037403200,50
6037403303,110
6037403304,226
6037403305,83
6037403312,150
6037403316,255
6037403317,191
6037403318,149
6037403319,220
6037403320,134
6037403321,211
6037403322,119
6037403323,181
6037403324,82
6037403325,120
6037403401,173
6037403402,147
6037403403,178
6037403404,82
6037403405,60
6037403406,103
6037403407,38
6037403408,172
6037403500,68
6037403600,403
6037403702,192
6037403703,262
6037403721,234
6037403722,277
6037403801,239
6037403802,240
6037403901,129
6037403902,185
6037404000,173
6037404100,169
6037404201,142
6037404202,76
6037404301,199
6037404302,32
6037404401,58
6037404402,119
6037404501,64
6037404503,48
6037404504,167
6037404600,38
6037404701,14
6037404702,80
6037404703,51
6037404801,105
6037404802,129
6037404803,30
6037404901,50
6037404902,63
6037404903,63
6037405001,96
6037405002,26
6037405101,94
6037405102,72
6037405201,50
6037405202,80
6037405203,76
6037405301,200
6037405302,181
6037405400,222
6037405500,188
6037405600,229
6037405701,45
6037405702,267
6037405800,167
6037405900,140
6037406000,139
6037406101,94
6037406102,212
6037406200,118
6037406300,126
6037406402,98
6037406411,69
6037406412,168
6037406500,349
6037406601,201
6037406602,194
6037406701,128
6037406702,122
6037406800,144
6037406901,201
6037406902,57
6037407001,208
6037407002,91
6037407101,133
6037407102,155
6037407200,216
6037407301,207
6037407302,89
6037407400,76
6037407501,73
6037407502,72
6037407601,63
6037407602,85
6037407701,94
6037407702,250
6037407801,137
6037407802,129
6037407900,127
6037408003,120
6037408004,67
6037408005,127
6037408006,77
6037408133,99
6037408134,142
6037408135,142
6037408136,161
6037408137,118
6037408138,66
6037408139,83
6037408140,76
6037408141,57
6037408202,6
6037408211,92
6037408212,130
6037408301,48
6037408302,179
6037408303,204
6037408401,138
6037408402,306
6037408501,37
6037408503,385
6037408504,230
6037408505,96
6037408623,115
6037408624,147
6037408625,166
6037408626,204
6037408627,123
6037408628,159
6037408629,101
6037408630,54
6037408631,228
6037408703,71
6037408704,103
6037408705,233
6037408706,65
6037408722,85
6037408723,90
6037408724,129
6037408800,113
6037430002,220
6037430003,192
6037430101,168
6037430102,107
6037430200,50
6037430301,209
6037430302,275
6037430400,131
6037430501,185
6037430502,322
6037430600,147
6037430701,159
6037430721,72
6037430723,93
6037430724,95
6037430801,166
6037430802,48
6037430803,225
6037430901,108
6037430902,105
6037431001,192
6037431002,154
6037431100,159
6037431200,108
6037431300,77
6037431400,215
6037431501,168
6037431502,148
6037431600,150
6037431700,184
6037431800,120
6037431900,54
6037432000,114
6037432101,96
6037432102,145
6037432201,70
6037432202,106
6037432300,135
6037432401,61
6037432402,97
6037432500,310
6037432601,197
6037432602,56
6037432700,73
6037432801,64
6037432802,10
6037432901,94
6037432902,94
6037433101,42
6037433102,64
6037433200,70
6037433302,27
6037433304,9
6037433305,6
6037433306,9
6037433307,62
6037433401,41
6037433402,51
6037433403,27
6037433501,28
6037433503,25
6037433504,20
6037433601,71
6037433602,58
6037433700,155
6037433801,129
6037433802,116
6037433901,41
6037433902,48
6037434001,86
6037434003,16
6037434004,18
6037460000,175
6037460100,315
6037460200,377
6037460301,272
6037460302,213
6037460401,38
6037460501,187
6037460502,160
6037460600,139
6037460700,143
6037460800,189
6037460900,156
6037461000,222
6037461100,167
6037461200,256
6037461300,141
6037461400,53
6037461501,132
6037461502,120
6037461600,144
6037461700,48
6037461901,79
6037461902,91
6037462001,74
6037462002,75
6037462100,99
6037462201,211
6037462202,22
6037462301,172
6037462302,40
6037462400,127
6037462500,182
6037462600,110
6037462700,105
6037462800,141
6037462900,166
6037463000,63
6037463101,117
6037463102,67
6037463200,163
6037463300,85
6037463400,281
6037463500,196
6037463601,137
6037463602,131
6037463700,181
6037463800,278
6037463900,327
6037464000,226
6037464100,153
6037464200,223
6037480002,155
6037480011,109
6037480012,134
6037480101,104
6037480102,106
6037480201,158
6037480202,73
6037480302,124
6037480303,64
6037480304,57
6037480400,115
6037480500,246
6037480600,166
6037480702,213
6037480703,130
6037480704,123
6037480802,189
6037480803,116
6037480804,88
6037480901,116
6037480902,76
6037480903,49
6037481001,77
6037481002,150
6037481101,113
6037481102,51
6037481103,61
6037481201,51
6037481202,68
6037481300,54
6037481401,63
6037481402,58
6037481500,91
6037481603,76
6037481604,86
6037481605,78
6037481606,53
6037481711,92
6037481712,44
6037481713,27
6037481714,22
6037481800,100
6037481901,145
6037481902,111
6037482001,173
6037482002,200
6037482101,96
6037482102,128
6037482201,79
6037482202,83
6037482301,63
6037482303,32
6037482304,34
6037482401,56
6037482402,138
6037482502,54
6037482503,30
6037482521,76
6037482522,191
6037482600,247
6037482701,129
6037482702,140
6037482800,143
6037500100,258
6037500201,343
6037500202,235
6037500300,69
6037500402,60
6037500403,102
6037500404,188
6037500500,46
6037500600,80
6037500700,320
6037500800,71
6037500900,168
6037501001,50
6037501002,150
6037501200,202
6037501300,230
6037501400,158
6037501501,106
6037501503,124
6037501504,108
6037501600,230
6037501700,84
6037501802,101
6037501803,91
6037501804,37
6037501900,174
6037502003,51
6037502004,46
6037502005,137
6037502100,240
6037502200,299
6037502301,142
6037502302,53
6037502401,169
6037502402,124
6037502500,85
6037502601,333
6037502602,63
6037502700,214
6037502801,167
6037502802,75
6037502901,129
6037502902,70
6037503000,65
6037503103,130
6037503104,91
6037503105,100
6037503106,176
6037503201,159
6037503202,132
6037503301,130
6037503302,156
6037503401,301
6037503402,201
6037503501,275
6037503502,262
6037503601,234
6037503602,138
6037503701,214
6037503702,280
6037503703,368
6037503801,203
6037503802,254
6037503901,165
6037503902,285
6037504001,125
6037504002,236
6037504101,155
6037504102,0
6037530003,179
6037530004,121
6037530005,190
6037530006,113
6037530101,63
6037530102,121
6037530202,140
6037530203,79
6037530204,12
6037530301,63
6037530302,94
6037530400,82
6037530500,68
6037530601,42
6037530602,69
6037530700,16
6037530801,80
6037530802,43
6037530901,24
6037530902,10
6037531000,56
6037531101,24
6037531102,13
6037531201,56
6037531202,10
6037531301,41
6037531302,21
6037531502,38
6037531503,15
6037531504,69
6037531602,27
6037531603,32
6037531604,25
6037531701,29
6037531702,66
6037531800,58
6037531901,53
6037531902,133
6037532001,36
6037532002,56
6037532101,141
6037532102,34
6037532200,104
6037532302,61
6037532303,67
6037532304,160
6037532400,0
6037532500,29
6037532603,11
6037532604,8
6037532605,68
6037532606,61
6037532700,25
6037532800,8
6037532900,91
6037533001,30
6037533002,4
6037533103,11
6037533104,16
6037533105,15
6037533106,4
6037533107,27
6037533201,19
6037533202,4
6037533203,14
6037533300,21
6037533401,17
6037533402,0
6037533403,20
6037533501,0
6037533502,8
6037533503,23
6037533601,28
6037533602,37
6037533603,77
6037533701,26
6037533702,19
6037533703,4
6037533803,72
6037533804,63
6037533805,12
6037533806,0
6037533901,38
6037533902,6
6037534001,21
6037534002,28
6037534101,43
6037534102,16
6037534201,34
6037534202,30
6037534203,22
6037534301,17
6037534302,26
6037534403,5
6037534404,26
6037534405,19
6037534406,8
6037534501,37
6037534502,62
6037534700,33
6037534802,15
6037534803,62
6037534804,6
6037534900,32
6037535001,32
6037535002,33
6037535101,60
6037535102,26
6037535200,14
6037535300,55
6037535400,0
6037535501,17
6037535502,30
6037535503,21
6037535603,24
6037535604,11
6037535605,21
6037535606,38
6037535607,8
6037535701,46
6037535702,9
6037535802,186
6037535803,33
6037535804,51
6037535901,67
6037535902,52
6037536000,54
6037536102,108
6037536103,118
6037536104,35
6037536200,188
6037540000,122
6037540101,6
6037540102,97
6037540201,27
6037540202,48
6037540203,152
6037540300,57
6037540400,23
6037540501,50
6037540502,19
6037540600,79
6037540700,56
6037540800,136
6037540901,23
6037540902,300
6037541001,61
6037541002,164
6037541100,90
6037541200,175
6037541300,87
6037541400,18
6037541500,0
6037541603,42
6037541604,47
6037541605,85
6037541606,39
6037541700,69
6037541801,97
6037541802,48
6037542000,13
6037542103,41
6037542104,33
6037542105,14
6037542106,19
6037542200,194
6037542401,106
6037542402,39
6037542501,102
6037542502,101
6037542601,16
6037542602,84
6037542700,57
6037542800,113
6037542900,81
6037543000,145
6037543100,306
6037543201,94
6037543202,17
6037543304,474
6037543305,88
6037543306,250
6037543321,383
6037543322,576
6037543400,158
6037543501,248
6037543502,196
6037543503,232
6037543601,55
6037543602,417
6037543603,393
6037543604,166
6037543701,84
6037543702,68
6037543703,159
6037543801,146
6037543802,147
6037543903,137
6037543905,51
6037544001,157
6037544002,78
6037550000,100
6037550100,183
6037550201,83
6037550202,72
6037550300,282
6037550400,58
6037550500,245
6037550601,110
6037550602,155
6037550700,116
6037550800,189
6037550901,170
6037550902,122
6037551000,245
6037551101,68
6037551102,61
6037551201,57
6037551202,170
6037551300,125
6037551401,158
6037551402,136
6037551501,63
6037551502,123
6037551600,6
6037551700,90
6037551800,236
6037551900,216
6037552001,146
6037552002,122
6037552100,95
6037552200,131
6037552301,86
6037552302,153
6037552400,50
6037552601,139
6037552602,96
6037552700,195
6037552800,178
6037552900,136
6037553000,125
6037553100,220
6037553200,389
6037553300,62
6037553400,75
6037553502,165
6037553503,28
6037553504,71
6037553601,65
6037553602,86
6037553701,19
6037553702,9
6037553801,23
6037553802,136
6037553901,137
6037553902,81
6037554001,205
6037554002,76
6037554101,49
6037554103,37
6037554104,55
6037554105,86
6037554201,57
6037554203,42
6037554204,142
6037554301,153
6037554302,64
6037554403,124
6037554404,91
6037554405,96
6037554406,195
6037554511,98
6037554512,250
6037554513,74
6037554514,129
6037554515,203
6037554516,120
6037554517,148
6037554518,303
6037554519,140
6037554521,247
6037554522,261
6037554600,84
6037554700,138
6037554801,39
6037554802,195
6037554900,122
6037555001,75
6037555002,97
6037555102,59
6037555103,222
6037555104,95
6037555202,227
6037555211,73
6037555212,69
6037570001,257
6037570002,136
6037570003,201
6037570100,171
6037570202,213
6037570203,30
6037570204,180
6037570301,117
6037570303,104
6037570304,109
6037570402,128
6037570403,33
6037570404,37
6037570501,257
6037570502,174
6037570601,106
6037570602,177
6037570603,184
6037570701,345
6037570702,145
6037570800,240
6037570901,300
6037570902,210
6037571000,416
6037571101,212
6037571102,204
6037571200,442
6037571300,166
6037571400,165
6037571502,185
6037571503,198
6037571504,236
6037571600,43
6037571701,211
6037571703,68
6037571704,94
6037571800,273
6037571900,359
6037572001,211
6037572002,506
6037572100,77
6037572201,322
6037572202,82
6037572301,74
6037572302,90
6037572400,56
6037572500,140
6037572600,182
6037572700,213
6037572800,100
6037572900,187
6037573002,63
6037573003,75
6037573004,141
6037573100,347
6037573201,66
6037573202,73
6037573300,9
6037573401,24
6037573402,285
6037573403,189
6037573601,521
6037573700,325
6037573800,266
6037573902,77
6037574000,246
6037574100,235
6037574201,126
6037574202,107
6037574300,306
6037574400,312
6037574500,444
6037574601,5
6037574602,81
6037574700,64
6037574800,127
6037574901,119
6037574902,180
6037575001,100
6037575002,161
6037575101,74
6037575102,56
6037575103,201
6037575201,63
6037575202,30
6037575300,18
6037575401,138
6037575402,37
6037575500,0
6037575801,35
6037575802,121
6037575803,108
6037575901,73
6037575902,362
6037576001,281
6037576200,213
6037576301,148
6037576302,69
6037576401,53
6037576402,74
6037576403,164
6037576501,228
6037576502,245
6037576503,110
6037576601,280
6037576602,370
6037576700,106
6037576801,219
6037576802,169
6037576901,116
6037576903,74
6037576904,63
6037577000,204
6037577100,263
6037577200,257
6037577300,183
6037577400,147
6037577501,264
6037577504,90
6037577602,325
6037577603,391
6037577604,91
6037599000,90
6037599100,7
6037600100,90
6037600201,92
6037600202,170
6037600302,165
6037600303,52
6037600304,60
6037600400,182
6037600501,140
6037600502,142
6037600601,274
6037600602,31
6037600702,138
6037600703,84
6037600704,247
6037600801,171
6037600802,179
6037600902,173
6037600911,171
6037600912,25
6037601001,142
6037601002,97
6037601100,153
6037601202,40
6037601211,111
6037601212,204
6037601301,53
6037601302,261
6037601303,189
6037601401,780
6037601402,97
6037601501,24
6037601502,62
6037601600,39
6037601700,37
6037601801,34
6037601802,33
6037601900,0
6037602002,68
6037602003,71
6037602004,98
6037602103,213
6037602104,113
6037602105,129
6037602106,87
6037602200,238
6037602301,155
6037602302,194
6037602402,164
6037602403,97
6037602404,98
6037602504,100
6037602505,134
