GEO_id2,Veteran_EST
6037602506,199
6037602507,152
6037602508,71
6037602509,51
6037602600,509
6037602700,170
6037602801,51
6037602802,102
6037602900,86
6037603001,163
6037603004,66
6037603005,119
6037603006,54
6037603101,216
6037603102,192
6037603200,99
6037603301,136
6037603302,237
6037603400,163
6037603500,103
6037603600,218
6037603702,197
6037603703,131
6037603704,98
6037603801,144
6037603802,182
6037603900,253
6037604001,56
6037604002,87
6037604100,261
6037609900,78
6037620001,201
6037620002,142
6037620101,185
6037620102,205
6037620201,46
6037620301,254
6037620303,150
6037620305,231
6037620400,313
6037620501,233
6037620521,130
6037620522,271
6037620601,193
6037620602,288
6037620701,454
6037620702,209
6037620800,337
6037620901,107
6037620904,61
6037621001,224
6037621002,56
6037621004,114
6037621102,125
6037621104,307
6037621201,198
6037621204,141
6037621301,204
6037621324,253
6037621326,156
6037621400,198
6037650001,321
6037650003,131
6037650004,140
6037650101,290
6037650102,110
6037650200,291
6037650300,304
6037650401,150
6037650501,152
6037650502,266
6037650602,354
6037650603,213
6037650604,206
6037650605,185
6037650701,123
6037650702,303
6037650800,213
6037650901,188
6037650902,288
6037651001,329
6037651002,333
6037651101,294
6037651102,252
6037651201,311
6037651221,119
6037651222,308
6037651302,363
6037651304,322
6037651401,74
6037651402,185
6037670001,150
6037670002,229
6037670003,328
6037670100,277
6037670201,233
6037670202,92
6037670324,278
6037670326,260
6037670328,268
6037670403,164
6037670405,237
6037670406,50
6037670407,200
6037670411,254
6037670413,245
6037670416,193
6037670500,114
6037670602,577
6037670701,446
6037670702,355
6037700101,146
6037700102,90
6037700200,267
6037700300,180
6037700400,217
6037700501,135
6037700502,118
6037700600,229
6037700700,85
6037700801,144
6037700802,143
6037700901,92
6037700902,84
6037701000,141
6037701100,523
6037701201,187
6037701202,64
6037701302,145
6037701304,256
6037701402,347
6037701501,75
6037701502,146
6037701601,140
6037701602,91
6037701701,83
6037701702,98
6037701801,131
6037701802,185
6037701902,172
6037702002,86
6037702102,274
6037702201,103
6037702202,132
6037702300,197
6037702400,83
6037702501,26
6037702502,95
6037702600,251
6037702700,106
6037702801,187
6037702802,113
6037702803,137
6037702901,385
6037703001,174
6037703002,494
6037703100,501
6037703200,429
6037800101,207
6037800102,269
6037800202,128
6037800203,170
6037800204,95
6037800324,207
6037800325,254
6037800326,279
6037800327,86
6037800328,101
6037800329,110
6037800330,35
6037800331,27
6037800332,261
6037800406,114
6037800408,221
6037800410,62
6037800504,106
6037800506,83
6037900102,39
6037900103,368
6037900104,359
6037900201,102
6037900300,204
6037900501,362
6037900504,362
6037900505,204
6037900506,122
6037900507,215
6037900508,210
6037900602,194
6037900605,256
6037900606,169
6037900607,155
6037900608,213
6037900609,344
6037900701,246
6037900703,228
6037900704,171
6037900705,316
6037900803,367
6037900804,122
6037900805,302
6037900806,108
6037900900,343
6037901003,184
6037901004,855
6037901007,126
6037901008,203
6037901009,412
6037901010,351
6037901011,319
6037901101,362
6037901102,426
6037901205,861
6037901209,135
6037901210,126
6037901213,388
6037910001,139
6037910002,275
6037910101,31
6037910201,158
6037910202,438
6037910205,77
6037910206,148
6037910207,424
6037910208,333
6037910209,271
6037910210,468
6037910301,350
6037910302,429
6037910401,449
6037910402,119
6037910403,16
6037910404,108
6037910501,146
6037910502,75
6037910504,124
6037910505,84
6037910601,143
6037910602,148
6037910603,251
6037910605,92
6037910606,109
6037910705,405
6037910706,179
6037910707,190
6037910709,87
6037910711,222
6037910712,96
6037910713,181
6037910714,43
6037910715,219
6037910716,261
6037910804,368
6037910805,291
6037910807,170
6037910808,177
6037910809,102
6037910810,97
6037910811,0
6037910812,38
6037910813,285
6037911001,378
6037920011,28
6037920012,62
6037920013,307
6037920015,240
6037920016,180
6037920017,295
6037920018,118
6037920020,287
6037920023,47
6037920026,48
6037920028,237
6037920029,196
6037920030,161
6037920031,527
6037920032,139
6037920033,64
6037920034,238
6037920035,253
6037920036,93
6037920037,108
6037920038,171
6037920039,155
6037920040,103
6037920041,99
6037920042,235
6037920043,127
6037920044,145
6037920045,245
6037920102,312
6037920104,145
6037920106,163
6037920107,80
6037920108,257
6037920109,160
6037920110,71
6037920111,310
6037920112,236
6037920114,172
6037920115,217
6037920116,263
6037920118,167
6037920119,55
6037920200,133
6037920303,15
6037920312,284
6037920313,251
6037920314,97
6037920322,74
6037920326,137
6037920328,95
6037920329,249
6037920330,325
6037920331,170
6037920332,85
6037920334,209
6037920336,59
6037920337,74
6037920338,214
6037920339,114
6037930101,7
6037930200,11
6037930301,43
6037980001,0
6037980002,0
6037980003,0
6037980004,0
6037980005,0
6037980006,0
6037980007,0
6037980008,0
6037980009,0
6037980010,9
6037980013,0
6037980014,0
6037980015,35
6037980018,0
6037980019,0
6037980020,0
6037980021,0
6037980022,0
6037980023,0
6037980024,5
6037980025,0
6037980026,4
6037980028,0
6037980030,0
6037980031,90
6037980033,12
6037990100,0
6037990200,0
6037990300,0
