GEO_id2,Veteran_Standard_Error
6037128210,18.18
6037128220,18.18
6037191302,18.79
6037191710,18.79
6037203100,18.79
6037214501,18.79
6037219901,18.79
6037271702,18.79
6037301801,18.79
6037481712,18.79
6037127520,18.79
6037192002,18.79
6037195802,18.79
6037208620,18.79
6037211201,18.79
6037221601,18.79
6037237101,18.79
6037237720,18.79
6037240800,18.79
6037296210,18.79
6037402702,18.79
6037405701,18.79
6037204820,18.79
6037211803,18.79
6037221303,18.79
6037229300,19.39
6037239702,19.39
6037402803,19.39
6037500500,19.39
6037502004,19.39
6037535701,19.39
6037620201,19.39
6037203900,19.39
6037212410,19.39
6037240300,19.39
6037541604,19.39
6037920023,19.39
6037108104,19.39
6037134905,19.39
6037228600,19.39
6037277200,19.39
6037404503,19.39
6037408301,19.39
6037430802,19.39
6037433902,19.39
6037461700,19.39
6037540202,19.39
6037541802,19.39
6037920026,19.39
6037104201,19.39
6037108101,19.39
6037127103,20
6037127604,20
6037143902,20
6037195500,20
6037197500,20
6037204300,20
6037216401,20
6037302505,20
6037480903,20
6037554101,20
6037113235,20
6037190202,20
6037191110,20
6037201401,20
6037222500,20
6037300702,20
6037403200,20
6037404901,20
6037405201,20
6037430200,20
6037501001,20
6037540501,20
6037552400,20
6037670406,20
6037123303,20
6037127220,20
6037199000,20
6037208720,20
6037212101,20
6037228710,20
6037243100,20
6037302002,20
6037402303,20
6037404703,20
6037433402,20
6037481102,20
6037481201,20.61
6037502003,20.61
6037535804,20.61
6037543905,20.61
6037602509,20.61
6037602801,20.61
6037115404,20.61
6037121900,20.61
6037127605,20.61
6037208000,20.61
6037212502,20.61
6037228800,20.61
6037239802,20.61
6037264103,20.61
6037269800,20.61
6037269905,20.61
6037294820,20.61
6037301206,20.61
6037301400,20.61
6037302003,20.61
6037535902,20.61
6037600303,20.61
6037120105,20.61
6037121221,20.61
6037123103,20.61
6037128101,20.61
6037139504,20.61
6037191820,20.61
6037192520,20.61
6037199400,20.61
6037237201,20.61
6037241001,20.61
6037265420,20.61
6037267404,20.61
6037461400,20.61
6037481606,20.61
6037502302,20.61
6037531901,20.61
6037576401,20.61
6037601301,21.21
6037183620,21.21
6037190801,21.21
6037208710,21.21
6037214901,21.21
6037221304,21.21
6037242300,21.21
6037267402,21.21
6037267800,21.21
6037292000,21.21
6037408630,21.21
6037431900,21.21
6037481300,21.21
6037482502,21.21
6037536000,21.21
6037603006,21.21
6037119320,21.21
6037124300,21.21
6037128302,21.21
6037128303,21.21
6037204420,21.21
6037204600,21.21
6037207101,21.21
6037234200,21.21
6037402304,21.21
6037535300,21.82
6037543601,21.82
6037554104,21.82
6037920119,21.82
6037123301,21.82
6037199700,21.82
6037241201,21.82
6037297120,21.82
6037432602,21.82
6037482401,21.82
6037531000,21.82
6037531201,21.82
6037532002,21.82
6037540700,21.82
6037572400,21.82
6037575102,21.82
6037604001,21.82
6037621002,21.82
6037122121,21.82
6037123520,21.82
6037186202,21.82
6037199120,21.82
6037201120,21.82
6037213100,21.82
6037222002,21.82
6037231100,21.82
6037301300,21.82
6037310601,21.82
6037406902,21.82
6037408141,21.82
6037480304,21.82
6037540300,21.82
6037542700,21.82
6037551201,21.82
6037554201,21.82
6037189903,21.82
6037207102,22.42
6037211910,22.42
6037221302,22.42
6037294900,22.42
6037404401,22.42
6037433602,22.42
6037481402,22.42
6037531800,22.42
6037550400,22.42
6037123020,22.42
6037190520,22.42
6037201504,22.42
6037231720,22.42
6037239601,22.42
6037293307,22.42
6037555102,22.42
6037920336,22.42
6037125310,22.42
6037125600,22.42
6037188300,22.42
6037191902,22.42
6037192001,23.03
6037204120,23.03
6037212610,23.03
6037222200,23.03
6037240500,23.03
6037296500,23.03
6037302302,23.03
6037403405,23.03
6037500402,23.03
6037535101,23.03
6037600304,23.03
6037101210,23.03
6037115302,23.03
6037117530,23.03
6037121101,23.03
6037127803,23.03
6037189702,23.03
6037215102,23.03
6037229200,23.03
6037269903,23.03
6037273502,23.03
6037276500,23.03
6037302103,23.03
6037432401,23.03
6037481103,23.03
6037532302,23.03
6037532606,23.03
6037541001,23.03
6037551102,23.03
6037620904,23.03
6037117102,23.03
6037141304,23.03
6037190901,23.03
6037262301,23.03
6037269700,23.64
6037433307,23.64
6037534502,23.64
6037534803,23.64
6037553300,23.64
6037601502,23.64
6037800410,23.64
6037920012,23.64
6037119201,23.64
6037124203,23.64
6037139402,23.64
6037208903,23.64
6037218702,23.64
6037404902,23.64
6037404903,23.64
6037407601,23.64
6037463000,23.64
6037481401,23.64
6037482301,23.64
6037502602,23.64
6037530101,23.64
6037530301,23.64
6037533804,23.64
6037551501,23.64
6037573002,23.64
6037575201,23.64
6037576904,24.24
6037104810,24.24
6037139502,24.24
6037190510,24.24
6037212306,24.24
6037239502,24.24
6037265201,24.24
6037302504,24.24
6037404501,24.24
6037432801,24.24
6037433102,24.24
6037480303,24.24
6037554302,24.24
6037574700,24.24
6037701202,24.24
6037920033,24.24
6037183810,24.24
6037214100,24.24
6037216402,24.24
6037242700,24.24
6037271100,24.24
6037408706,24.24
6037503000,24.24
6037553601,24.24
6037125401,24.24
6037143500,24.24
6037194300,24.24
6037212701,24.24
6037213401,24.24
6037237202,24.24
6037262302,24.24
6037294421,24.24
6037408138,24.24
6037531702,24.24
6037573201,24.24
6037603004,24.85
6037113233,24.85
6037117408,24.85
6037122410,24.85
6037127712,24.85
6037212620,24.85
6037218120,24.85
6037269500,24.85
6037269601,24.85
6037408004,24.85
6037463102,24.85
6037532303,24.85
6037535901,24.85
6037106114,24.85
6037183610,24.85
6037195710,24.85
6037232600,24.85
6037269906,24.85
6037301701,24.85
6037403500,24.85
6037481202,24.85
6037530500,24.85
6037532605,24.85
6037543702,24.85
6037551101,24.85
6037571703,25.45
6037602002,25.45
6037104310,25.45
6037117101,25.45
6037269602,25.45
6037272301,25.45
6037406411,25.45
6037500300,25.45
6037530602,25.45
6037531504,25.45
6037541700,25.45
6037555212,25.45
6037576302,25.45
6037124902,25.45
6037191410,25.45
6037201602,25.45
6037203720,25.45
6037208802,25.45
6037432201,25.45
6037433200,25.45
6037502902,25.45
6037194101,25.45
6037203200,25.45
6037206050,25.45
6037207900,25.45
6037216200,25.45
6037221210,25.45
6037234901,25.45
6037402406,25.45
6037408703,25.45
6037433601,25.45
6037500800,25.45
6037553504,26.06
6037602003,26.06
6037602508,26.06
6037920110,26.06
6037104203,26.06
6037121210,26.06
6037127920,26.06
6037134903,26.06
6037141202,26.06
6037183300,26.06
6037405102,26.06
6037407502,26.06
6037430721,26.06
6037533803,26.06
6037550202,26.06
6037104105,26.06
6037127910,26.06
6037228500,26.06
6037407501,26.06
6037432700,26.06
6037480202,26.06
6037555211,26.06
6037573202,26.06
6037575901,26.06
6037104320,26.06
6037106604,26.06
6037123010,26.06
6037127711,26.67
6037183820,26.67
6037189201,26.67
6037189202,26.67
6037240402,26.67
6037294301,26.67
6037462001,26.67
6037554513,26.67
6037572301,26.67
6037575101,26.67
6037576402,26.67
6037576903,26.67
6037651401,26.67
6037920322,26.67
6037920337,26.67
6037123602,26.67
6037183401,26.67
6037199202,26.67
6037211122,26.67
6037218701,26.67
6037222001,26.67
6037301205,26.67
6037302506,26.67
6037462002,27.27
6037502802,27.27
6037553400,27.27
6037555001,27.27
6037573003,27.27
6037701501,27.27
6037910502,27.27
6037190201,27.27
6037201110,27.27
6037214600,27.27
6037296220,27.27
6037400604,27.27
6037404202,27.27
6037405203,27.27
6037407400,27.27
6037408140,27.27
6037480902,27.27
6037481603,27.27
6037482521,27.27
6037554002,27.27
6037106649,27.27
6037134522,27.27
6037135111,27.27
6037137504,27.27
6037195201,27.27
6037291220,27.27
6037402705,27.27
6037408006,27.27
6037431300,27.27
6037481001,27.27
6037533603,27.27
6037572100,27.27
6037573902,27.27
6037910205,27.27
6037134904,27.27
6037183510,27.27
6037197300,27.27
6037201301,27.27
6037209102,27.88
6037214000,27.88
6037270300,27.88
6037481605,27.88
6037544002,27.88
6037609900,27.88
6037123410,27.88
6037134002,27.88
6037190902,27.88
6037192610,27.88
6037214503,27.88
6037271801,27.88
6037294510,27.88
6037461901,27.88
6037482201,27.88
6037530203,27.88
6037540600,27.88
6037106603,27.88
6037121600,27.88
6037127104,27.88
6037134720,27.88
6037190700,27.88
6037301203,27.88
6037404702,27.88
6037405202,27.88
6037500600,27.88
6037530801,27.88
6037920107,27.88
6037143700,27.88
6037189300,27.88
6037191000,27.88
6037216100,27.88
6037232700,27.88
6037271802,28.48
6037293306,28.48
6037402903,28.48
6037542900,28.48
6037553902,28.48
6037574602,28.48
6037113212,28.48
6037123700,28.48
6037131010,28.48
6037188201,28.48
6037195300,28.48
6037207501,28.48
6037264102,28.48
6037403324,28.48
6037403404,28.48
6037530400,28.48
6037572202,28.48
6037139303,28.48
6037199201,28.48
6037296901,28.48
6037403305,28.48
6037408139,28.48
6037482202,28.48
6037550201,28.48
6037701701,28.48
6037702400,28.48
6037800506,28.48
6037127804,28.48
6037128102,28.48
6037199110,28.48
6037208401,28.48
6037237600,28.48
6037275500,28.48
6037501700,28.48
6037542602,28.48
6037543701,28.48
6037554600,29.09
6037600703,29.09
6037700902,29.09
6037910505,29.09
6037101220,29.09
6037132502,29.09
6037218210,29.09
6037219020,29.09
6037238310,29.09
6037273200,29.09
6037291130,29.09
6037407602,29.09
6037408722,29.09
6037463300,29.09
6037502500,29.09
6037541605,29.09
6037700700,29.09
6037920332,29.09
6037269904,29.09
6037273402,29.09
6037402902,29.09
6037434001,29.09
6037481604,29.09
6037552301,29.09
6037553602,29.70
6037554105,29.70
6037602900,29.70
6037702002,29.70
6037800327,29.70
6037195202,29.70
6037212501,29.70
6037234902,29.70
6037541300,29.70
6037602106,29.70
6037604002,29.70
6037910709,29.70
6037117201,29.70
6037134421,29.70
6037183220,29.70
6037183701,29.70
6037191500,29.70
6037199300,29.70
6037208610,29.70
6037211703,29.70
6037221401,29.70
6037272201,29.70
6037275200,29.70
6037402403,29.70
6037480804,29.70
6037543305,29.70
6037106405,29.70
6037127400,29.70
6037143901,29.70
6037181600,29.70
6037186302,29.70
6037192700,29.70
6037201601,29.70
6037265202,29.70
6037294200,29.70
6037407302,30.30
6037121801,30.30
6037123104,30.30
6037134710,30.30
6037143603,30.30
6037201700,30.30
6037231500,30.30
6037269100,30.30
6037408723,30.30
6037541100,30.30
6037551700,30.30
6037572302,30.30
6037577504,30.30
6037599000,30.30
6037600100,30.30
6037700102,30.30
6037980031,30.30
6037119310,30.30
6037120108,30.30
6037141201,30.30
6037216300,30.30
6037218500,30.30
6037267403,30.30
6037407002,30.30
6037461902,30.30
6037481500,30.30
6037501803,30.30
6037503104,30.30
6037532900,30.30
6037554404,30.30
6037577604,30.30
6037701602,30.30
6037113237,30.91
6037115401,30.91
6037119001,30.91
6037137301,30.91
6037186403,30.91
6037197200,30.91
6037402703,30.91
6037408211,30.91
6037481711,30.91
6037600201,30.91
6037670202,30.91
6037700901,30.91
6037910605,30.91
6037124600,30.91
6037127606,30.91
6037207502,30.91
6037212702,30.91
6037220100,30.91
6037265510,30.91
6037293202,30.91
6037402402,30.91
6037402502,30.91
6037430723,30.91
6037920036,30.91
6037106403,30.91
6037119202,30.91
6037128601,30.91
6037139703,30.91
6037141102,30.91
6037201302,30.91
6037201501,30.91
6037232200,30.91
6037270200,30.91
6037300501,30.91
6037300902,30.91
6037310202,30.91
6037405101,31.52
6037406101,31.52
6037407701,31.52
6037432901,31.52
6037432902,31.52
6037530302,31.52
6037543201,31.52
6037571704,31.52
6037192300,31.52
6037217200,31.52
6037262802,31.52
6037273700,31.52
6037273800,31.52
6037301000,31.52
6037400602,31.52
6037430724,31.52
6037552100,31.52
6037555104,31.52
6037702502,31.52
6037800204,31.52
6037920328,31.52
6037125200,31.52
6037212900,31.52
6037231300,31.52
6037271901,31.52
6037301602,31.52
6037311000,31.52
6037405001,31.52
6037408505,31.52
6037432101,31.52
6037482101,31.52
6037552602,31.52
6037554405,31.52
6037910712,31.52
6037101110,32.12
6037123901,32.12
6037128602,32.12
6037135202,32.12
6037218800,32.12
6037262100,32.12
6037273100,32.12
6037432402,32.12
6037540102,32.12
6037541801,32.12
6037555002,32.12
6037601002,32.12
6037601402,32.12
6037602403,32.12
6037910810,32.12
6037920314,32.12
6037113231,32.12
6037261101,32.12
6037269300,32.12
6037278001,32.12
6037297602,32.12
6037320300,32.12
6037406402,32.12
6037554511,32.12
6037602004,32.12
6037602404,32.12
6037603704,32.12
6037701702,32.12
6037113211,32.12
6037189902,32.12
6037214502,32.12
6037216900,32.12
6037270100,32.12
6037271300,32.12
6037408133,32.12
6037462100,32.12
6037603200,32.12
6037920041,32.12
6037124400,32.73
6037125502,32.73
6037137104,32.73
6037294302,32.73
6037481800,32.73
6037503105,32.73
6037550000,32.73
6037572800,32.73
6037575001,32.73
6037602504,32.73
6037106641,32.73
6037135201,32.73
6037217002,32.73
6037237401,32.73
6037271600,32.73
6037408629,32.73
6037501802,32.73
6037542502,32.73
6037800328,32.73
6037109800,32.73
6037119400,32.73
6037128400,32.73
6037131300,32.73
6037134306,32.73
6037192410,32.73
6037207710,32.73
6037219500,33.33
6037219700,33.33
6037301702,33.33
6037302102,33.33
6037500403,33.33
6037542501,33.33
6037602802,33.33
6037900201,33.33
6037910809,33.33
6037131100,33.33
6037132501,33.33
6037134901,33.33
6037190402,33.33
6037241002,33.33
6037267100,33.33
6037278102,33.33
6037403406,33.33
6037408704,33.33
6037603500,33.33
6037702201,33.33
6037920040,33.33
6037102103,33.33
6037104704,33.33
6037120400,33.33
6037131701,33.33
6037141303,33.33
6037262601,33.33
6037262704,33.33
6037277100,33.33
6037310703,33.94
6037480101,33.94
6037532200,33.94
6037570303,33.94
6037201402,33.94
6037211120,33.94
6037218220,33.94
6037241120,33.94
6037294410,33.94
6037401303,33.94
6037404801,33.94
6037430902,33.94
6037462700,33.94
6037103102,33.94
6037123510,33.94
6037143200,33.94
6037191120,33.94
6037191201,33.94
6037191901,33.94
6037203800,33.94
6037432202,33.94
6037480102,33.94
6037501501,33.94
6037542401,33.94
6037570601,33.94
6037576700,33.94
6037702700,34.55
6037800504,34.55
6037109100,34.55
6037139200,34.55
6037211500,34.55
6037234800,34.55
6037311400,34.55
6037430102,34.55
6037574202,34.55
6037620901,34.55
6037109603,34.55
6037183101,34.55
6037206200,34.55
6037430901,34.55
6037431200,34.55
6037501504,34.55
6037536102,34.55
6037575803,34.55
6037900806,34.55
6037910404,34.55
6037920037,34.55
6037134304,34.55
6037143604,34.55
6037194200,34.55
6037221402,34.55
6037480011,34.55
6037570304,34.55
6037910606,34.55
6037104108,34.55
6037106407,34.55
6037128702,34.55
6037141600,34.55
6037186203,34.55
6037216700,35.15
6037237402,35.15
6037403303,35.15
6037462600,35.15
6037550601,35.15
6037576503,35.15
6037650102,35.15
6037800329,35.15
6037189101,35.15
6037218110,35.15
6037400603,35.15
6037481902,35.15
6037601211,35.15
6037106510,35.15
6037127102,35.15
6037240900,35.15
6037271902,35.15
6037134424,35.15
6037211000,35.15
6037297201,35.15
6037408800,35.15
6037481101,35.15
6037530006,35.15
6037542800,35.15
6037602104,35.15
6037702802,35.15
6037109400,35.15
6037119700,35.15
6037121102,35.15
6037127300,35.76
6037185204,35.76
6037189701,35.76
6037432000,35.76
6037621004,35.76
6037670500,35.76
6037800406,35.76
6037920339,35.76
6037120300,35.76
6037234501,35.76
6037302301,35.76
6037310602,35.76
6037408623,35.76
6037480400,35.76
6037102105,35.76
6037106646,35.76
6037125402,35.76
6037189500,35.76
6037296401,35.76
6037433802,35.76
6037480803,35.76
6037480901,35.76
6037550700,35.76
6037576901,35.76
6037131020,35.76
6037132900,35.76
6037186201,35.76
6037206031,35.76
6037301204,35.76
6037320201,35.76
6037400501,35.76
6037463101,36.36
6037570301,36.36
6037107020,36.36
6037139802,36.36
6037183103,36.36
6037406200,36.36
6037408137,36.36
6037536103,36.36
6037700502,36.36
6037920018,36.36
6037197410,36.36
6037291110,36.36
6037403322,36.36
6037404402,36.36
6037574901,36.36
6037603005,36.36
6037651221,36.36
6037910402,36.36
6037113102,36.36
6037117202,36.36
6037117301,36.36
6037124903,36.36
6037181400,36.36
6037267902,36.36
6037310201,36.36
6037403325,36.97
6037408003,36.97
6037431800,36.97
6037461502,36.97
6037554516,36.97
6037115403,36.97
6037122120,36.97
6037139600,36.97
6037530004,36.97
6037530102,36.97
6037575802,36.97
6037106642,36.97
6037216800,36.97
6037262303,36.97
6037310400,36.97
6037311300,36.97
6037406702,36.97
6037540000,36.97
6037550902,36.97
6037552002,36.97
6037554900,36.97
6037900506,36.97
6037900804,36.97
6037181300,36.97
6037183104,36.97
6037183702,36.97
6037265601,36.97
6037408627,36.97
6037480704,36.97
6037551502,37.58
6037650701,37.58
6037101300,37.58
6037134201,37.58
6037134800,37.58
6037480302,37.58
6037501503,37.58
6037502402,37.58
6037554403,37.58
6037910504,37.58
6037104204,37.58
6037109700,37.58
6037124500,37.58
6037139503,37.58
6037141101,37.58
6037236204,37.58
6037242000,37.58
6037504001,37.58
6037551300,37.58
6037553000,37.58
6037621102,37.58
6037109300,37.58
6037134303,37.58
6037234502,37.58
6037406300,37.58
6037574201,37.58
6037901007,37.58
6037901210,38.18
6037119002,38.18
6037237900,38.18
6037267300,38.18
6037407900,38.18
6037408005,38.18
6037462400,38.18
6037574800,38.18
6037920043,38.18
6037115104,38.18
6037124700,38.18
6037132001,38.18
6037134104,38.18
6037139301,38.18
6037189600,38.18
6037265602,38.18
6037273902,38.18
6037311100,38.18
6037406701,38.18
6037482102,38.18
6037570402,38.79
6037800202,38.79
6037185202,38.79
6037195400,38.79
6037403901,38.79
6037404802,38.79
6037407802,38.79
6037408724,38.79
6037433801,38.79
6037482701,38.79
6037502901,38.79
6037554514,38.79
6037602105,38.79
6037231400,38.79
6037262400,38.79
6037408212,38.79
6037480703,38.79
6037503103,38.79
6037503301,38.79
6037620521,38.79
6037128801,38.79
6037135113,38.79
6037218900,38.79
6037430400,38.79
6037463602,38.79
6037552200,39.39
6037603703,39.39
6037650003,39.39
6037701801,39.39
6037264301,39.39
6037461501,39.39
6037503202,39.39
6037702202,39.39
6037102104,39.39
6037113234,39.39
6037134302,39.39
6037240020,39.39
6037272100,39.39
6037407101,39.39
6037531902,39.39
6037920200,39.39
6037132002,39.39
6037186100,39.39
6037234600,39.39
6037293302,39.39
6037301100,39.39
6037403320,39.39
6037480012,39.39
6037602505,39.39
6037106111,39.39
6037106520,39.39
6037119800,39.39
6037141500,39.39
6037189400,39.39
6037194102,39.39
6037262200,40
6037311801,40
6037432300,40
6037700501,40
6037901209,40
6037123304,40
6037234700,40
6037400205,40
6037402904,40
6037540800,40
6037551402,40
6037552900,40
6037553802,40
6037570002,40
6037603301,40
6037108102,40
6037269000,40
6037407801,40
6037463601,40
6037502005,40.61
6037543903,40.61
6037553901,40.61
6037702803,40.61
6037920326,40.61
6037408401,40.61
6037482402,40.61
6037503602,40.61
6037554700,40.61
6037575401,40.61
6037600702,40.61
