GEOID,GEO_id2,Civilian_EST,Civilian_MOE,Veteran_EST,Veteran_MOE,Veteran_Percent_EST,Veteran_Percent_MOE,Total_POP_EST
6037277200,6037277200,1988,201,48,38,2.4,2,2036
6037277400,6037277400,1152,176,29,20,2.5,1.8,1181
6037278001,6037278001,2093,210,98,34,4.7,1.6,2191
6037278102,6037278102,2905,237,103,50,3.5,1.8,3008
6037291110,6037291110,2767,305,119,64,4.3,2.3,2886
6037291120,6037291120,1735,173,31,24,1.8,1.4,1766
6037291130,6037291130,2787,239,85,45,3,1.6,2872
6037291210,6037291210,4132,450,185,78,4.5,1.9,4317
6037291220,6037291220,2835,212,77,34,2.7,1.2,2912
6037291300,6037291300,2260,119,175,47,7.7,2.1,2435
6037292000,6037292000,4612,368,54,31,1.2,0.7,4666
6037293201,6037293201,5468,475,153,72,2.8,1.3,5621
6037293202,6037293202,4189,393,93,67,2.2,1.6,4282
6037293301,6037293301,2540,297,139,58,5.5,2.4,2679
6037293302,6037293302,4237,444,134,70,3.2,1.7,4371
6037293304,6037293304,3456,346,182,117,5.3,3.3,3638
6037293306,6037293306,2048,159,81,30,4,1.5,2129
6037293307,6037293307,2052,176,59,36,2.9,1.8,2111
6037294110,6037294110,3060,315,140,84,4.6,2.7,3200
6037294120,6037294120,1609,170,5,8,0.3,0.5,1614
6037294200,6037294200,3708,339,89,52,2.4,1.4,3797
6037294301,6037294301,2041,140,74,29,3.6,1.5,2115
6037294302,6037294302,3172,331,100,65,3.2,2.1,3272
6037294410,6037294410,3344,237,105,66,3.1,2,3449
6037294421,6037294421,2169,178,66,35,3,1.7,2235
6037294510,6037294510,3263,335,79,65,2.4,2,3342
6037294520,6037294520,2493,159,43,26,1.7,1.1,2536
6037294610,6037294610,3111,246,42,33,1.4,1,3153
6037294620,6037294620,3449,298,38,35,1.1,1,3487
6037294701,6037294701,2192,189,42,36,1.9,1.6,2234
6037294810,6037294810,2753,221,35,26,1.3,0.9,2788
6037294820,6037294820,2429,197,52,50,2.1,2,2481
6037294830,6037294830,2558,182,18,20,0.7,0.8,2576
6037294900,6037294900,2459,193,58,38,2.4,1.5,2517
6037295103,6037295103,4231,293,291,136,6.9,3.1,4522
6037296210,6037296210,2272,339,45,28,2,1.3,2317
6037296220,6037296220,3121,337,76,57,2.4,1.8,3197
6037296300,6037296300,3960,234,238,119,6,3,4198
6037296401,6037296401,2700,227,116,47,4.3,1.7,2816
6037296402,6037296402,2471,209,190,69,7.7,2.9,2661
6037296500,6037296500,2940,430,60,46,2,1.6,3000
6037296600,6037296600,3761,312,193,81,5.1,2.3,3954
6037296901,6037296901,3037,349,83,53,2.7,1.8,3120
6037296902,6037296902,3034,275,233,86,7.7,2.8,3267
6037297000,6037297000,4236,359,346,125,8.2,2.8,4582
6037297110,6037297110,3629,419,141,58,3.9,1.5,3770
6037297120,6037297120,2529,337,56,42,2.2,1.8,2585
6037297201,6037297201,2996,363,113,71,3.8,2.5,3109
6037297202,6037297202,3261,317,151,63,4.6,2.1,3412
6037297300,6037297300,1416,149,196,59,13.8,4.3,1612
6037297400,6037297400,3031,181,239,71,7.9,2.2,3270
6037297500,6037297500,4015,301,220,105,5.5,2.6,4235
6037297601,6037297601,1838,152,361,86,19.6,4.7,2199
6037297602,6037297602,3248,277,98,57,3,1.7,3346
6037300100,6037300100,4407,455,304,117,6.9,2.5,4711
6037300200,6037300200,4332,244,202,92,4.7,2.1,4534
6037300301,6037300301,4787,286,185,93,3.9,2,4972
6037300400,6037300400,4688,353,273,113,5.8,2.5,4961
6037300501,6037300501,2411,177,94,63,3.9,2.6,2505
6037300502,6037300502,4689,583,142,87,3,2,4831
6037300600,6037300600,7395,432,253,113,3.4,1.5,7648
6037300701,6037300701,4863,249,384,144,7.9,2.8,5247
6037300702,6037300702,4162,367,50,42,1.2,1,4212
6037300800,6037300800,6248,398,209,112,3.3,1.8,6457
6037300901,6037300901,5227,455,308,143,5.9,2.7,5535
6037300902,6037300902,1707,96,94,38,5.5,2.3,1801
6037301000,6037301000,3964,245,95,46,2.4,1.2,4059
6037301100,6037301100,5619,372,134,79,2.4,1.4,5753
6037301203,6037301203,3896,237,80,54,2.1,1.3,3976
6037301204,6037301204,4568,447,117,85,2.6,1.9,4685
6037301205,6037301205,1784,132,75,30,4.2,1.7,1859
6037301206,6037301206,4401,311,52,29,1.2,0.7,4453
6037301300,6037301300,1536,102,57,32,3.7,2.1,1593
6037301400,6037301400,3144,325,52,34,1.7,1.1,3196
6037301501,6037301501,1660,143,33,22,2,1.3,1693
6037301502,6037301502,5626,451,31,36,0.6,0.6,5657
6037301601,6037301601,5783,432,180,138,3.1,2.4,5963
6037301602,6037301602,3524,250,96,56,2.7,1.6,3620
6037301701,6037301701,2543,189,68,48,2.7,1.9,2611
6037301702,6037301702,4718,357,102,68,2.2,1.4,4820
6037301801,6037301801,3996,298,44,36,1.1,0.9,4040
6037301802,6037301802,3350,266,35,36,1,1,3385
6037301900,6037301900,6725,527,145,78,2.2,1.2,6870
6037302002,6037302002,3201,292,51,40,1.6,1.2,3252
6037302003,6037302003,3355,254,52,34,1.5,1,3407
6037302004,6037302004,3700,302,29,28,0.8,0.8,3729
6037302102,6037302102,5249,298,102,87,1.9,1.6,5351
6037302103,6037302103,5007,349,61,41,1.2,0.8,5068
6037302104,6037302104,3347,292,42,31,1.3,0.9,3389
6037302201,6037302201,3151,229,0,0,0,1.1,3151
6037302202,6037302202,4353,275,29,27,0.7,0.6,4382
6037302301,6037302301,3580,251,115,72,3.2,2,3695
6037302302,6037302302,4464,353,60,39,1.3,0.9,4524
6037302401,6037302401,5308,357,168,99,3.2,1.9,5476
6037302503,6037302503,3461,270,35,34,1,1,3496
6037302504,6037302504,3440,238,64,41,1.9,1.2,3504
6037302505,6037302505,3392,253,49,49,1.4,1.4,3441
6037302506,6037302506,2888,239,75,51,2.6,1.8,2963
6037310100,6037310100,4731,223,334,138,7.1,2.9,5065
6037310201,6037310201,4439,297,120,73,2.7,1.6,4559
6037310202,6037310202,4184,273,94,59,2.2,1.4,4278
6037310300,6037310300,2133,123,219,70,10.3,3.2,2352
6037310400,6037310400,2595,229,122,50,4.7,2,2717
6037310501,6037310501,3207,342,32,26,1,0.8,3239
6037310601,6037310601,5182,350,57,47,1.1,0.9,5239
6037310602,6037310602,2177,151,115,48,5.3,2.3,2292
6037310701,6037310701,2070,177,36,28,1.7,1.4,2106
6037310702,6037310702,6216,490,169,115,2.7,1.8,6385
6037310703,6037310703,3995,300,104,114,2.6,2.8,4099
6037310800,6037310800,4139,247,199,88,4.8,2.1,4338
6037310900,6037310900,5193,401,298,149,5.7,3,5491
6037311000,6037311000,2940,198,96,35,3.3,1.2,3036
6037311100,6037311100,3171,198,128,55,4,1.7,3299
6037311200,6037311200,2571,210,216,87,8.4,3.4,2787
6037311300,6037311300,3134,226,122,52,3.9,1.6,3256
6037311400,6037311400,1892,126,107,46,5.7,2.5,1999
6037311500,6037311500,4490,324,352,163,7.8,3.3,4842
6037311600,6037311600,6020,406,197,100,3.3,1.6,6217
6037311700,6037311700,4893,310,452,130,9.2,2.7,5345
6037311801,6037311801,2359,245,135,80,5.7,3.5,2494
6037311802,6037311802,3120,292,151,126,4.8,4,3271
6037320000,6037320000,0,12,0,0,-,**,0
6037320100,6037320100,5661,301,174,77,3.1,1.4,5835
6037320201,6037320201,3061,286,117,87,3.8,2.8,3178
6037320202,6037320202,4206,382,151,72,3.6,1.8,4357
6037320300,6037320300,5179,372,98,57,1.9,1.1,5277
6037400204,6037400204,4706,285,311,120,6.6,2.4,5017
6037400205,6037400205,2318,171,136,55,5.9,2.4,2454
6037400206,6037400206,4099,183,330,106,8.1,2.5,4429
6037400207,6037400207,3584,208,257,71,7.2,1.9,3841
6037400302,6037400302,2389,185,177,58,7.4,2.4,2566
6037400304,6037400304,5867,407,300,123,5.1,2.1,6167
6037400402,6037400402,3328,243,209,70,6.3,2.1,3537
6037400403,6037400403,3325,261,148,61,4.5,1.8,3473
6037400404,6037400404,3589,196,310,97,8.6,2.7,3899
6037400501,6037400501,1720,91,117,39,6.8,2.3,1837
6037400602,6037400602,3263,274,95,51,2.9,1.6,3358
6037400603,6037400603,3823,293,111,50,2.9,1.4,3934
6037400604,6037400604,2406,289,76,45,3.2,1.9,2482
6037400800,6037400800,6279,308,165,60,2.6,0.9,6444
6037400900,6037400900,3372,259,211,80,6.3,2.4,3583
6037401001,6037401001,2463,142,200,61,8.1,2.4,2663
6037401002,6037401002,2929,219,224,84,7.6,2.8,3153
6037401101,6037401101,3933,236,147,96,3.7,2.4,4080
6037401102,6037401102,2472,291,145,62,5.9,2.5,2617
6037401201,6037401201,2467,180,183,68,7.4,2.7,2650
6037401202,6037401202,3810,260,302,94,7.9,2.5,4112
6037401203,6037401203,4277,248,227,84,5.3,2,4504
6037401303,6037401303,1853,139,105,49,5.7,2.7,1958
6037401304,6037401304,4863,358,265,108,5.4,2.2,5128
6037401311,6037401311,4622,275,201,120,4.3,2.6,4823
6037401312,6037401312,4542,344,429,127,9.4,2.9,4971
6037401500,6037401500,4835,280,257,83,5.3,1.8,5092
6037401601,6037401601,4397,274,409,125,9.3,2.8,4806
6037401602,6037401602,4369,238,318,123,7.3,2.7,4687
6037401603,6037401603,2323,157,183,76,7.9,3.4,2506
6037401701,6037401701,3594,194,298,91,8.3,2.6,3892
6037401703,6037401703,3451,240,183,61,5.3,1.8,3634
6037401704,6037401704,4861,420,186,77,3.8,1.6,5047
6037401800,6037401800,6557,355,626,219,9.5,3.2,7183
6037401901,6037401901,3928,389,5,9,0.1,0.2,3933
6037401902,6037401902,4856,378,230,98,4.7,2.1,5086
6037402001,6037402001,2347,191,160,98,6.8,4.1,2507
6037402002,6037402002,3173,309,165,70,5.2,2.2,3338
6037402101,6037402101,3906,354,170,116,4.4,2.8,4076
6037402102,6037402102,3626,327,157,90,4.3,2.4,3783
6037402200,6037402200,5463,461,243,102,4.4,1.9,5706
6037402301,6037402301,4084,366,139,76,3.4,1.9,4223
6037402303,6037402303,2866,256,51,33,1.8,1.2,2917
6037402304,6037402304,3013,254,55,38,1.8,1.3,3068
6037402402,6037402402,5028,486,93,70,1.8,1.4,5121
6037402403,6037402403,4186,282,88,67,2.1,1.6,4274
6037402404,6037402404,1905,246,0,0,0,1.8,1905
6037402405,6037402405,2175,159,149,54,6.9,2.5,2324
6037402406,6037402406,3675,349,71,96,1.9,2.6,3746
6037402501,6037402501,3950,323,17,16,0.4,0.4,3967
6037402502,6037402502,4803,416,93,51,1.9,1,4896
6037402600,6037402600,5681,619,295,155,5.2,2.7,5976
6037402702,6037402702,4067,332,45,36,1.1,0.9,4112
6037402703,6037402703,3562,317,92,53,2.6,1.6,3654
6037402705,6037402705,2594,184,77,35,3,1.4,2671
6037402706,6037402706,3178,261,35,31,1.1,1,3213
6037402801,6037402801,3069,241,39,37,1.3,1.2,3108
6037402803,6037402803,2167,167,46,36,2.1,1.6,2213
6037402804,6037402804,2829,186,40,31,1.4,1.1,2869
6037402902,6037402902,5189,374,86,59,1.7,1.1,5275
6037402903,6037402903,3117,209,81,43,2.6,1.4,3198
6037402904,6037402904,2753,195,136,51,4.9,1.9,2889
6037403000,6037403000,5660,414,162,98,2.9,1.7,5822
6037403200,6037403200,643,436,50,55,7.8,5.8,693
6037403303,6037403303,2194,148,110,39,5,1.8,2304
6037403304,6037403304,4316,251,226,73,5.2,1.8,4542
6037403305,6037403305,1704,116,83,47,4.9,2.8,1787
6037403312,6037403312,3984,221,150,69,3.8,1.8,4134
6037403316,6037403316,5541,391,255,129,4.6,2.3,5796
6037403317,6037403317,3739,253,191,73,5.1,1.9,3930
6037403318,6037403318,4978,245,149,50,3,1,5127
6037403319,6037403319,3553,264,220,92,6.2,2.6,3773
6037403320,6037403320,4048,258,134,63,3.3,1.6,4182
6037403321,6037403321,5057,445,211,67,4.2,1.2,5268
6037403322,6037403322,3058,165,119,55,3.9,1.8,3177
6037403323,6037403323,4338,232,181,66,4.2,1.5,4519
6037403324,6037403324,5864,357,82,60,1.4,1,5946
6037403325,6037403325,4093,211,120,53,2.9,1.3,4213
6037403401,6037403401,4309,319,173,67,4,1.6,4482
6037403402,6037403402,2963,177,147,50,5,1.6,3110
6037403403,6037403403,3934,325,178,72,4.5,1.9,4112
6037403404,6037403404,2221,191,82,35,3.7,1.6,2303
6037403405,6037403405,1355,84,60,31,4.4,2.3,1415
6037403406,6037403406,2359,201,103,33,4.4,1.4,2462
6037403407,6037403407,1704,178,38,27,2.2,1.6,1742
6037403408,6037403408,5503,358,172,69,3.1,1.2,5675
6037403500,6037403500,1529,144,68,34,4.4,2.4,1597
6037403600,6037403600,5250,383,403,165,7.7,3.1,5653
6037403702,6037403702,3006,283,192,63,6.4,2,3198
6037403703,6037403703,3980,291,262,88,6.6,2.3,4242
6037403721,6037403721,3790,274,234,85,6.2,2.2,4024
6037403722,6037403722,3912,238,277,85,7.1,2.2,4189
6037403801,6037403801,4907,266,239,78,4.9,1.6,5146
6037403802,6037403802,4748,397,240,89,5.1,1.8,4988
6037403901,6037403901,2700,204,129,47,4.8,1.8,2829
6037403902,6037403902,4004,380,185,77,4.6,1.9,4189
6037404000,6037404000,3783,317,173,69,4.6,1.8,3956
6037404100,6037404100,5190,451,169,63,3.3,1.3,5359
6037404201,6037404201,2746,330,142,99,5.2,3.6,2888
6037404202,6037404202,3283,281,76,42,2.3,1.3,3359
6037404301,6037404301,4089,336,199,88,4.9,2,4288
6037404302,6037404302,1737,187,32,16,1.8,0.9,1769
6037404401,6037404401,2878,209,58,27,2,0.9,2936
6037404402,6037404402,3664,372,119,57,3.2,1.5,3783
6037404501,6037404501,1838,183,64,40,3.5,2.1,1902
6037404503,6037404503,2206,214,48,25,2.2,1.1,2254
6037404504,6037404504,3529,262,167,80,4.7,2.2,3696
6037404600,6037404600,1016,101,38,14,3.7,1.4,1054
6037404701,6037404701,4239,367,14,17,0.3,0.4,4253
6037404702,6037404702,4137,481,80,52,1.9,1.2,4217
6037404703,6037404703,2374,197,51,32,2.1,1.4,2425
6037404801,6037404801,6120,449,105,71,1.7,1.2,6225
6037404802,6037404802,3411,488,129,77,3.8,2.2,3540
6037404803,6037404803,1308,155,30,30,2.3,2.3,1338
6037404901,6037404901,4517,347,50,39,1.1,0.9,4567
6037404902,6037404902,3214,228,63,29,2,0.9,3277
6037404903,6037404903,2054,177,63,51,3.1,2.4,2117
6037405001,6037405001,4708,342,96,51,2,1.1,4804
6037405002,6037405002,2395,201,26,25,1.1,1,2421
6037405101,6037405101,4325,420,94,62,2.2,1.4,4419
6037405102,6037405102,3339,370,72,38,2.2,1.1,3411
6037405201,6037405201,3718,344,50,34,1.3,0.9,3768
6037405202,6037405202,3965,335,80,67,2,1.7,4045
6037405203,6037405203,2973,233,76,37,2.6,1.3,3049
6037405301,6037405301,2640,240,200,91,7.6,3.1,2840
6037405302,6037405302,4626,323,181,71,3.9,1.6,4807
6037405400,6037405400,4140,422,222,123,5.4,2.9,4362
6037405500,6037405500,5188,266,188,57,3.6,1.1,5376
6037405600,6037405600,4453,287,229,70,5.1,1.6,4682
6037405701,6037405701,2874,310,45,35,1.6,1.2,2919
6037405702,6037405702,3942,309,267,96,6.8,2.2,4209
6037405800,6037405800,4375,382,167,74,3.8,1.6,4542
6037405900,6037405900,3022,225,140,60,4.6,2,3162
6037406000,6037406000,3912,260,139,60,3.6,1.5,4051
6037406101,6037406101,2646,273,94,52,3.6,1.9,2740
6037406102,6037406102,4670,358,212,96,4.5,2.1,4882
6037406200,6037406200,4515,338,118,49,2.6,1.1,4633
6037406300,6037406300,4449,317,126,59,2.8,1.3,4575
6037406402,6037406402,1729,121,98,41,5.7,2.3,1827
6037406411,6037406411,1695,135,69,31,4.1,1.8,1764
6037406412,6037406412,1974,219,168,49,8.5,2.5,2142
6037406500,6037406500,5051,317,349,136,6.9,2.8,5400
6037406601,6037406601,4590,385,201,76,4.4,1.6,4791
6037406602,6037406602,4538,411,194,71,4.3,1.6,4732
6037406701,6037406701,2451,139,128,42,5.2,1.7,2579
6037406702,6037406702,4693,369,122,49,2.6,1,4815
6037406800,6037406800,3856,263,144,72,3.7,1.9,4000
6037406901,6037406901,3577,263,201,89,5.6,2.5,3778
6037406902,6037406902,3006,266,57,29,1.9,1,3063
6037407001,6037407001,5049,378,208,83,4.1,1.7,5257
6037407002,6037407002,2798,209,91,59,3.3,2.1,2889
6037407101,6037407101,3518,289,133,55,3.8,1.5,3651
6037407102,6037407102,4409,315,155,63,3.5,1.5,4564
6037407200,6037407200,5534,400,216,113,3.9,2,5750
6037407301,6037407301,3966,364,207,81,5.2,2.1,4173
6037407302,6037407302,2775,170,89,44,3.2,1.6,2864
6037407400,6037407400,1650,128,76,37,4.6,2.2,1726
6037407501,6037407501,3347,313,73,39,2.2,1.2,3420
6037407502,6037407502,3157,256,72,34,2.3,1.1,3229
6037407601,6037407601,3168,294,63,42,2,1.3,3231
6037407602,6037407602,2926,226,85,46,2.9,1.6,3011
6037407701,6037407701,3630,333,94,48,2.6,1.4,3724
6037407702,6037407702,5246,342,250,105,4.8,2,5496
6037407801,6037407801,4257,371,137,62,3.2,1.4,4394
6037407802,6037407802,2909,200,129,49,4.4,1.7,3038
6037407900,6037407900,5270,464,127,62,2.4,1.2,5397
6037408003,6037408003,3743,437,120,67,3.2,1.7,3863
6037408004,6037408004,1831,179,67,37,3.7,2.1,1898
6037408005,6037408005,3792,294,127,56,3.3,1.5,3919
6037408006,6037408006,2772,285,77,62,2.8,2.3,2849
6037408133,6037408133,4442,356,99,69,2.2,1.6,4541
6037408134,6037408134,2327,209,142,61,6.1,2.5,2469
6037408135,6037408135,2986,212,142,77,4.8,2.5,3128
6037408136,6037408136,3062,202,161,73,5.3,2.5,3223
6037408137,6037408137,3140,301,118,59,3.8,1.8,3258
6037408138,6037408138,4068,473,66,33,1.6,0.9,4134
6037408139,6037408139,3026,206,83,45,2.7,1.4,3109
6037408140,6037408140,2836,284,76,32,2.7,1.1,2912
6037408141,6037408141,3962,457,57,48,1.4,1.2,4019
6037408202,6037408202,1570,172,6,8,0.4,0.5,1576
6037408211,6037408211,4899,519,92,45,1.9,0.9,4991
6037408212,6037408212,4447,444,130,80,2.9,1.9,4577
6037408301,6037408301,4404,436,48,33,1.1,0.8,4452
6037408302,6037408302,3355,295,179,64,5.3,1.9,3534
6037408303,6037408303,3619,302,204,101,5.6,2.8,3823
6037408401,6037408401,3376,283,138,79,4.1,2.3,3514
6037408402,6037408402,4988,421,306,87,6.1,1.8,5294
6037408501,6037408501,2531,180,37,26,1.5,1,2568
6037408503,6037408503,5340,344,385,92,7.2,1.7,5725
6037408504,6037408504,3884,233,230,84,5.9,2.2,4114
6037408505,6037408505,2087,137,96,57,4.6,2.6,2183
6037408623,6037408623,2522,142,115,37,4.6,1.5,2637
6037408624,6037408624,2684,204,147,53,5.5,1.9,2831
6037408625,6037408625,3119,309,166,65,5.3,2.1,3285
6037408626,6037408626,3970,330,204,85,5.1,2.1,4174
6037408627,6037408627,2828,160,123,43,4.3,1.5,2951
6037408628,6037408628,4562,371,159,57,3.5,1.3,4721
6037408629,6037408629,2235,187,101,46,4.5,2,2336
6037408630,6037408630,1947,189,54,25,2.8,1.3,2001
6037408631,6037408631,4265,305,228,87,5.3,2,4493
6037408703,6037408703,5429,337,71,40,1.3,0.7,5500
6037408704,6037408704,2600,252,103,60,4,2.2,2703
6037408705,6037408705,4534,327,233,88,5.1,2,4767
6037408706,6037408706,1528,234,65,31,4.3,2.1,1593
6037408722,6037408722,3853,356,85,44,2.2,1.2,3938
6037408723,6037408723,2465,130,90,36,3.7,1.5,2555
6037408724,6037408724,3761,311,129,79,3.4,2.1,3890
6037408800,6037408800,3191,326,113,56,3.5,1.8,3304
6037430002,6037430002,5553,368,220,94,4,1.7,5773
6037430003,6037430003,3828,216,192,77,5,2,4020
6037430101,6037430101,4194,315,168,52,4,1.3,4362
6037430102,6037430102,3782,322,107,64,2.8,1.6,3889
6037430200,6037430200,1004,115,50,18,5,1.6,1054
6037430301,6037430301,3645,233,209,52,5.7,1.5,3854
6037430302,6037430302,4408,315,275,99,6.2,2.3,4683
6037430400,6037430400,3689,280,131,61,3.6,1.7,3820
6037430501,6037430501,3245,222,185,69,5.7,2.1,3430
6037430502,6037430502,5625,295,322,108,5.7,1.9,5947
6037430600,6037430600,3628,266,147,66,4.1,1.8,3775
6037430701,6037430701,4289,315,159,48,3.7,1.1,4448
6037430721,6037430721,2792,257,72,51,2.6,1.9,2864
6037430723,6037430723,3389,284,93,52,2.7,1.6,3482
6037430724,6037430724,3784,324,95,52,2.5,1.3,3879
6037430801,6037430801,5216,388,166,93,3.2,1.8,5382
6037430802,6037430802,3514,418,48,34,1.4,1,3562
6037430803,6037430803,4357,324,225,77,5.2,1.7,4582
6037430901,6037430901,3490,257,108,58,3.1,1.6,3598
6037430902,6037430902,3785,363,105,54,2.8,1.4,3890
6037431001,6037431001,5750,563,192,109,3.3,2,5942
6037431002,6037431002,2559,177,154,65,6,2.5,2713
6037431100,6037431100,5496,582,159,80,2.9,1.5,5655
6037431200,6037431200,4808,380,108,63,2.2,1.3,4916
6037431300,6037431300,2207,178,77,32,3.5,1.4,2284
6037431400,6037431400,3361,273,215,93,6.4,2.7,3576
6037431501,6037431501,3662,246,168,62,4.6,1.7,3830
6037431502,6037431502,3318,332,148,66,4.5,2,3466
6037431600,6037431600,3455,269,150,58,4.3,1.6,3605
6037431700,6037431700,4804,483,184,83,3.8,1.7,4988
6037431800,6037431800,4804,408,120,66,2.5,1.4,4924
6037431900,6037431900,3504,294,54,34,1.5,1,3558
6037432000,6037432000,6306,465,114,73,1.8,1.2,6420
6037432101,6037432101,3303,241,96,42,2.9,1.4,3399
6037432102,6037432102,4554,355,145,54,3.2,1.2,4699
6037432201,6037432201,3747,323,70,60,1.9,1.6,3817
6037432202,6037432202,3545,302,106,51,3,1.5,3651
6037432300,6037432300,3498,279,135,60,3.9,1.7,3633
6037432401,6037432401,2906,296,61,28,2.1,1,2967
6037432402,6037432402,5401,486,97,83,1.8,1.6,5498
6037432500,6037432500,6964,598,310,134,4.5,1.9,7274
6037432601,6037432601,5662,415,197,77,3.5,1.4,5859
6037432602,6037432602,3730,480,56,40,1.5,1.1,3786
6037432700,6037432700,3940,485,73,52,1.9,1.3,4013
6037432801,6037432801,2206,219,64,39,2.9,1.7,2270
6037432802,6037432802,3915,423,10,15,0.3,0.4,3925
6037432901,6037432901,3517,345,94,64,2.7,1.8,3611
6037432902,6037432902,2743,223,94,44,3.4,1.6,2837
6037433101,6037433101,1881,207,42,25,2.2,1.3,1923
6037433102,6037433102,3685,404,64,57,1.7,1.5,3749
6037433200,6037433200,4774,411,70,35,1.5,0.7,4844
6037433302,6037433302,1176,133,27,20,2.3,1.7,1203
6037433304,6037433304,4026,452,9,13,0.2,0.3,4035
6037433305,6037433305,3869,362,6,12,0.2,0.3,3875
6037433306,6037433306,2418,230,9,13,0.4,0.5,2427
6037433307,6037433307,2433,163,62,35,2.5,1.4,2495
6037433401,6037433401,2255,255,41,24,1.8,1.1,2296
6037433402,6037433402,3413,428,51,40,1.5,1.2,3464
6037433403,6037433403,3358,329,27,23,0.8,0.7,3385
6037433501,6037433501,1364,232,28,29,2.1,2.1,1392
6037433503,6037433503,2257,236,25,20,1.1,0.9,2282
6037433504,6037433504,3427,424,20,27,0.6,0.8,3447
6037433601,6037433601,4254,341,71,43,1.7,1,4325
6037433602,6037433602,2310,188,58,33,2.5,1.5,2368
6037433700,6037433700,3180,238,155,60,4.9,1.8,3335
6037433801,6037433801,4548,469,129,64,2.8,1.4,4677
6037433802,6037433802,2808,275,116,61,4.1,2.2,2924
6037433901,6037433901,4127,441,41,37,1,0.9,4168
6037433902,6037433902,2520,241,48,24,1.9,1,2568
6037434001,6037434001,3143,276,86,47,2.7,1.5,3229
6037434003,6037434003,3441,361,16,20,0.5,0.6,3457
6037434004,6037434004,2078,241,18,16,0.9,0.8,2096
6037460000,6037460000,3804,262,175,66,4.6,1.7,3979
6037460100,6037460100,5065,383,315,87,6.2,1.8,5380
6037460200,6037460200,4658,466,377,132,8.1,2.8,5035
6037460301,6037460301,3399,245,272,95,8,2.7,3671
6037460302,6037460302,3809,366,213,72,5.6,1.9,4022
6037460401,6037460401,663,60,38,18,5.7,2.7,701
6037460501,6037460501,4264,225,187,82,4.4,1.9,4451
6037460502,6037460502,3251,222,160,58,4.9,1.7,3411
6037460600,6037460600,3503,204,139,55,4,1.6,3642
6037460700,6037460700,3710,282,143,72,3.9,1.9,3853
6037460800,6037460800,2419,216,189,70,7.8,2.9,2608
6037460900,6037460900,5606,420,156,92,2.8,1.6,5762
6037461000,6037461000,5180,475,222,85,4.3,1.6,5402
6037461100,6037461100,3979,349,167,68,4.2,1.7,4146
6037461200,6037461200,3920,251,256,97,6.5,2.5,4176
6037461300,6037461300,5763,357,141,82,2.4,1.4,5904
6037461400,6037461400,2637,262,53,29,2,1.1,2690
6037461501,6037461501,3254,283,132,70,4.1,2.1,3386
6037461502,6037461502,5464,488,120,69,2.2,1.3,5584
6037461600,6037461600,4893,377,144,72,2.9,1.5,5037
6037461700,6037461700,1304,85,48,22,3.7,1.7,1352
6037461901,6037461901,4099,437,79,54,1.9,1.4,4178
6037461902,6037461902,1592,171,91,64,5.7,4,1683
6037462001,6037462001,2900,283,74,59,2.6,2,2974
6037462002,6037462002,3134,314,75,66,2.4,2.1,3209
6037462100,6037462100,4514,325,99,68,2.2,1.5,4613
6037462201,6037462201,3248,260,211,90,6.5,2.6,3459
6037462202,6037462202,2352,337,22,20,0.9,0.9,2374
6037462301,6037462301,3579,351,172,69,4.8,2.1,3751
6037462302,6037462302,2852,263,40,29,1.4,1,2892
6037462400,6037462400,3231,220,127,65,3.9,1.9,3358
6037462500,6037462500,5383,397,182,92,3.4,1.7,5565
6037462600,6037462600,1813,95,110,38,6.1,2.1,1923
6037462700,6037462700,4384,449,105,76,2.4,1.8,4489
6037462800,6037462800,2319,147,141,66,6.1,2.9,2460
6037462900,6037462900,3043,203,166,68,5.5,2.3,3209
6037463000,6037463000,1810,161,63,31,3.5,1.7,1873
6037463101,6037463101,2014,210,117,48,5.8,2.4,2131
6037463102,6037463102,2999,392,67,41,2.2,1.4,3066
6037463200,6037463200,2790,198,163,58,5.8,2.1,2953
6037463300,6037463300,1654,104,85,30,5.1,1.8,1739
6037463400,6037463400,4899,341,281,126,5.7,2.5,5180
6037463500,6037463500,5450,384,196,95,3.6,1.7,5646
6037463601,6037463601,5162,395,137,96,2.7,1.8,5299
6037463602,6037463602,5140,624,131,102,2.5,2,5271
6037463700,6037463700,2423,230,181,80,7.5,3.2,2604
6037463800,6037463800,3053,204,278,79,9.1,2.6,3331
6037463900,6037463900,2846,260,327,97,11.5,3.2,3173
6037464000,6037464000,4864,320,226,109,4.6,2.3,5090
6037464100,6037464100,5607,366,153,98,2.7,1.8,5760
6037464200,6037464200,4479,321,223,84,5,1.9,4702
6037480002,6037480002,2786,199,155,67,5.6,2.3,2941
6037480011,6037480011,4068,322,109,54,2.7,1.3,4177
6037480012,6037480012,3909,435,134,73,3.4,1.9,4043
6037480101,6037480101,3162,228,104,66,3.3,2,3266
6037480102,6037480102,3801,246,106,44,2.8,1.1,3907
6037480201,6037480201,3044,241,158,67,5.2,2.2,3202
6037480202,6037480202,1948,126,73,30,3.7,1.5,2021
6037480302,6037480302,3888,271,124,63,3.2,1.6,4012
6037480303,6037480303,3089,238,64,53,2.1,1.8,3153
6037480304,6037480304,3719,255,57,33,1.5,0.9,3776
6037480400,6037480400,4483,375,115,79,2.6,1.7,4598
6037480500,6037480500,3940,277,246,103,6.2,2.7,4186
