GEOID,GEO_id2,Civilian_EST,Civilian_MOE,Veteran_EST,Veteran_MOE,Veteran_Percent_EST,Veteran_Percent_MOE,Total_POP_EST
6037195100,6037195100,4116,316,162,76,3.9,1.9,4278
6037195201,6037195201,2810,237,77,52,2.7,1.8,2887
6037195202,6037195202,2737,198,87,45,3.2,1.7,2824
6037195300,6037195300,3007,272,82,53,2.7,1.7,3089
6037195400,6037195400,4129,411,129,60,3.1,1.4,4258
6037195500,6037195500,4445,384,49,46,1.1,1,4494
6037195600,6037195600,2791,259,35,40,1.3,1.4,2826
6037195710,6037195710,3505,490,68,56,1.9,1.5,3573
6037195720,6037195720,1892,192,24,21,1.3,1.1,1916
6037195802,6037195802,2259,204,45,34,2,1.5,2304
6037195803,6037195803,2405,243,36,26,1.5,1.1,2441
6037195804,6037195804,2158,249,0,0,0,1.6,2158
6037195901,6037195901,1894,152,42,36,2.2,1.9,1936
6037195902,6037195902,1695,153,38,32,2.2,1.9,1733
6037195903,6037195903,1969,147,13,15,0.7,0.8,1982
6037197200,6037197200,3061,264,92,58,3,1.9,3153
6037197300,6037197300,3498,292,78,49,2.2,1.4,3576
6037197410,6037197410,3766,298,119,61,3.2,1.6,3885
6037197420,6037197420,3020,281,23,25,0.8,0.8,3043
6037197500,6037197500,3178,248,49,43,1.5,1.3,3227
6037197600,6037197600,2001,178,34,29,1.7,1.5,2035
6037197700,6037197700,4281,331,8,12,0.2,0.3,4289
6037199000,6037199000,4166,473,51,41,1.2,1,4217
6037199110,6037199110,1993,147,84,51,4.2,2.6,2077
6037199120,6037199120,3216,285,57,38,1.8,1.2,3273
6037199201,6037199201,3001,277,83,59,2.8,2,3084
6037199202,6037199202,2262,200,75,38,3.3,1.7,2337
6037199300,6037199300,2972,344,88,52,3,1.7,3060
6037199400,6037199400,3560,411,53,36,1.5,1,3613
6037199700,6037199700,2476,202,56,57,2.3,2.3,2532
6037199800,6037199800,4129,334,13,20,0.3,0.5,4142
6037199900,6037199900,1991,166,28,25,1.4,1.3,2019
6037201110,6037201110,1780,147,76,39,4.3,2.1,1856
6037201120,6037201120,2816,212,57,39,2,1.4,2873
6037201200,6037201200,1908,169,36,28,1.9,1.5,1944
6037201301,6037201301,2926,312,78,59,2.7,2,3004
6037201302,6037201302,3565,236,94,50,2.6,1.4,3659
6037201401,6037201401,3679,305,50,36,1.4,1,3729
6037201402,6037201402,4216,414,105,49,2.5,1.2,4321
6037201501,6037201501,4460,399,94,45,2.1,1,4554
6037201503,6037201503,2346,177,21,21,0.9,0.9,2367
6037201504,6037201504,1771,189,59,31,3.3,1.8,1830
6037201601,6037201601,1781,200,89,42,5,2.3,1870
6037201602,6037201602,2351,261,70,29,3,1.2,2421
6037201700,6037201700,5056,598,90,64,1.8,1.3,5146
6037203100,6037203100,3105,260,44,43,1.4,1.4,3149
6037203200,6037203200,3540,292,71,44,2,1.3,3611
6037203300,6037203300,1251,184,14,19,1.1,1.5,1265
6037203500,6037203500,2214,200,41,32,1.9,1.5,2255
6037203600,6037203600,3728,374,38,38,1,1,3766
6037203710,6037203710,2528,232,19,19,0.8,0.7,2547
6037203720,6037203720,2941,373,70,52,2.4,1.8,3011
6037203800,6037203800,3348,356,106,82,3.2,2.5,3454
6037203900,6037203900,2266,247,47,68,2.1,3,2313
6037204110,6037204110,2418,301,22,27,0.9,1.1,2440
6037204120,6037204120,2142,227,60,34,2.8,1.6,2202
6037204200,6037204200,2370,243,6,10,0.3,0.4,2376
6037204300,6037204300,3466,345,49,37,1.4,1,3515
6037204410,6037204410,1433,169,28,28,2,1.9,1461
6037204420,6037204420,2216,213,55,61,2.5,2.7,2271
6037204600,6037204600,2951,324,55,57,1.9,2,3006
6037204700,6037204700,3894,436,20,22,0.5,0.6,3914
6037204810,6037204810,3815,388,22,22,0.6,0.6,3837
6037204820,6037204820,1639,203,46,29,2.8,1.8,1685
6037204910,6037204910,2552,227,34,29,1.3,1.1,2586
6037204920,6037204920,1918,181,30,24,1.6,1.3,1948
6037205110,6037205110,2641,214,10,17,0.4,0.6,2651
6037205120,6037205120,2443,208,12,18,0.5,0.7,2455
6037206010,6037206010,2795,379,36,44,1.3,1.6,2831
6037206020,6037206020,8083,245,320,83,4,1,8403
6037206031,6037206031,3363,335,117,94,3.5,2.8,3480
6037206032,6037206032,4118,373,10,15,0.2,0.4,4128
6037206050,6037206050,1750,141,71,39,4.1,2.2,1821
6037206200,6037206200,3396,302,108,57,3.2,1.7,3504
6037206300,6037206300,5372,686,565,308,10.5,5.2,5937
6037207101,6037207101,3289,247,55,45,1.7,1.4,3344
6037207102,6037207102,2207,186,58,52,2.6,2.3,2265
6037207103,6037207103,1927,212,34,28,1.8,1.5,1961
6037207301,6037207301,4738,320,169,92,3.6,1.9,4907
6037207302,6037207302,4432,336,178,99,4,2.3,4610
6037207400,6037207400,1044,290,12,20,1.1,1.9,1056
6037207501,6037207501,2121,294,82,75,3.9,3.6,2203
6037207502,6037207502,2796,184,93,55,3.3,2,2889
6037207710,6037207710,3810,348,102,61,2.7,1.6,3912
6037207900,6037207900,4518,445,71,67,1.6,1.4,4589
6037208000,6037208000,5977,537,52,82,0.9,1.4,6029
6037208301,6037208301,1548,186,11,13,0.7,0.8,1559
6037208302,6037208302,3407,280,4,11,0.1,0.3,3411
6037208401,6037208401,3451,331,84,55,2.4,1.6,3535
6037208402,6037208402,2380,254,29,23,1.2,1,2409
6037208501,6037208501,1810,196,23,22,1.3,1.2,1833
6037208502,6037208502,2843,224,22,21,0.8,0.8,2865
6037208610,6037208610,3855,365,88,67,2.3,1.7,3943
6037208620,6037208620,3455,277,45,34,1.3,1,3500
6037208710,6037208710,3828,245,54,46,1.4,1.2,3882
6037208720,6037208720,3409,317,51,36,1.5,1.1,3460
6037208801,6037208801,2596,292,8,14,0.3,0.5,2604
6037208802,6037208802,2743,272,70,54,2.6,2,2813
6037208902,6037208902,2117,229,0,0,0,1.6,2117
6037208903,6037208903,3406,466,63,43,1.8,1.3,3469
6037208904,6037208904,2992,364,34,32,1.1,1.1,3026
6037209102,6037209102,4300,327,78,53,1.8,1.2,4378
6037209103,6037209103,2566,182,11,13,0.4,0.5,2577
6037209104,6037209104,1794,148,11,11,0.6,0.6,1805
6037209200,6037209200,3412,290,27,31,0.8,0.9,3439
6037209300,6037209300,3527,331,34,29,1,0.8,3561
6037209401,6037209401,2949,313,41,39,1.4,1.3,2990
6037209402,6037209402,2906,279,40,35,1.4,1.2,2946
6037209403,6037209403,2887,283,26,28,0.9,0.9,2913
6037209510,6037209510,2190,199,37,26,1.7,1.2,2227
6037209520,6037209520,1961,207,35,23,1.8,1.2,1996
6037209810,6037209810,2140,236,38,33,1.8,1.5,2178
6037209820,6037209820,2082,216,12,12,0.6,0.6,2094
6037210010,6037210010,2862,305,24,24,0.8,0.8,2886
6037211000,6037211000,3771,313,113,53,3,1.4,3884
6037211120,6037211120,4939,481,105,84,2.1,1.7,5044
6037211121,6037211121,1776,173,36,23,2,1.3,1812
6037211122,6037211122,2769,258,75,40,2.7,1.4,2844
6037211201,6037211201,2362,272,45,36,1.9,1.5,2407
6037211202,6037211202,2039,195,15,15,0.7,0.8,2054
6037211310,6037211310,3419,390,21,25,0.6,0.7,3440
6037211320,6037211320,2587,367,9,14,0.3,0.5,2596
6037211410,6037211410,2275,331,28,28,1.2,1.2,2303
6037211420,6037211420,2877,267,38,29,1.3,1,2915
6037211500,6037211500,3349,294,107,56,3.2,1.7,3456
6037211701,6037211701,2288,225,35,36,1.5,1.6,2323
6037211703,6037211703,3918,327,88,59,2.2,1.5,4006
6037211704,6037211704,2489,177,22,20,0.9,0.8,2511
6037211802,6037211802,3560,351,36,32,1,0.9,3596
6037211803,6037211803,3066,314,46,35,1.5,1.1,3112
6037211804,6037211804,2769,274,28,34,1,1.2,2797
6037211910,6037211910,3650,341,58,42,1.6,1.2,3708
6037211921,6037211921,1911,174,158,100,8.3,5.6,2069
6037211922,6037211922,2685,263,25,36,0.9,1.3,2710
6037212101,6037212101,2725,288,51,42,1.9,1.6,2776
6037212102,6037212102,1995,184,27,24,1.4,1.2,2022
6037212202,6037212202,2810,237,18,20,0.6,0.7,2828
6037212203,6037212203,2389,236,37,38,1.5,1.6,2426
6037212204,6037212204,2461,203,8,14,0.3,0.6,2469
6037212303,6037212303,2726,284,30,28,1.1,1.1,2756
6037212304,6037212304,1427,149,31,28,2.2,2,1458
6037212305,6037212305,2313,139,5,8,0.2,0.3,2318
6037212306,6037212306,2383,224,64,51,2.7,2,2447
6037212410,6037212410,3704,309,47,54,1.3,1.4,3751
6037212420,6037212420,2749,336,35,33,1.3,1.2,2784
6037212501,6037212501,1730,133,87,53,5,3,1817
6037212502,6037212502,2449,250,52,40,2.1,1.7,2501
6037212610,6037212610,3477,352,60,45,1.7,1.3,3537
6037212620,6037212620,3472,259,67,51,1.9,1.5,3539
6037212701,6037212701,2089,188,66,39,3.2,1.9,2155
6037212702,6037212702,3126,279,93,58,3,1.8,3219
6037212800,6037212800,3158,236,28,31,0.9,1,3186
6037212900,6037212900,3517,312,96,62,2.7,1.7,3613
6037213100,6037213100,2372,211,57,32,2.4,1.3,2429
6037213201,6037213201,3442,295,22,27,0.6,0.8,3464
6037213202,6037213202,3081,241,17,17,0.6,0.6,3098
6037213310,6037213310,3050,336,38,45,1.2,1.5,3088
6037213320,6037213320,2022,214,11,12,0.5,0.6,2033
6037213401,6037213401,3925,336,66,48,1.7,1.2,3991
6037213402,6037213402,3406,371,33,31,1,0.9,3439
6037214000,6037214000,2642,185,78,50,3,1.9,2720
6037214100,6037214100,2958,197,65,32,2.2,1.1,3023
6037214400,6037214400,2654,204,18,19,0.7,0.7,2672
6037214501,6037214501,2330,158,44,37,1.9,1.6,2374
6037214502,6037214502,4520,377,99,87,2.2,1.9,4619
6037214503,6037214503,2825,239,79,35,2.8,1.2,2904
6037214600,6037214600,2226,211,76,52,3.4,2.3,2302
6037214700,6037214700,2290,200,41,32,1.8,1.4,2331
6037214800,6037214800,2698,242,30,26,1.1,1,2728
6037214901,6037214901,2886,308,54,49,1.9,1.7,2940
6037214902,6037214902,2601,256,41,36,1.6,1.4,2642
6037215101,6037215101,2703,272,36,31,1.3,1.2,2739
6037215102,6037215102,2920,318,61,43,2.1,1.5,2981
6037216100,6037216100,2081,149,81,52,3.9,2.5,2162
6037216200,6037216200,4981,523,71,66,1.4,1.3,5052
6037216300,6037216300,4118,397,91,53,2.2,1.2,4209
6037216401,6037216401,3799,442,49,49,1.3,1.3,3848
6037216402,6037216402,2552,240,65,44,2.5,1.7,2617
6037216700,6037216700,3082,260,110,63,3.6,2,3192
6037216800,6037216800,2507,207,122,50,4.9,2,2629
6037216900,6037216900,4363,334,99,88,2.3,2,4462
6037217001,6037217001,2081,174,33,17,1.6,0.8,2114
6037217002,6037217002,4215,274,101,62,2.4,1.5,4316
6037217100,6037217100,5129,413,216,141,4.2,2.8,5345
6037217200,6037217200,3209,259,95,50,3,1.6,3304
6037218110,6037218110,2672,257,111,60,4.2,2.2,2783
6037218120,6037218120,3882,381,67,42,1.7,1.1,3949
6037218210,6037218210,2809,343,85,61,3,2.1,2894
6037218220,6037218220,3469,315,105,52,3,1.5,3574
6037218300,6037218300,4161,425,35,45,0.8,1,4196
6037218400,6037218400,3428,319,146,58,4.3,1.6,3574
6037218500,6037218500,2164,197,91,57,4.2,2.6,2255
6037218600,6037218600,2563,366,30,29,1.2,1.1,2593
6037218701,6037218701,1841,228,75,32,4.1,1.7,1916
6037218702,6037218702,1656,156,63,39,3.8,2.4,1719
6037218800,6037218800,2363,209,97,48,4.1,2.1,2460
6037218900,6037218900,4664,438,131,69,2.8,1.5,4795
6037219010,6037219010,2474,198,33,26,1.3,1.1,2507
6037219020,6037219020,3486,305,85,47,2.4,1.4,3571
6037219300,6037219300,2985,250,178,79,6,2.7,3163
6037219500,6037219500,1438,165,102,45,7.1,3.3,1540
6037219700,6037219700,3389,345,102,60,3,1.8,3491
6037219800,6037219800,2270,183,39,29,1.7,1.3,2309
6037219901,6037219901,3374,286,44,40,1.3,1.2,3418
6037219902,6037219902,2932,321,35,25,1.2,0.9,2967
6037220000,6037220000,4316,387,144,84,3.3,2,4460
6037220100,6037220100,2136,256,93,51,4.4,2.4,2229
6037221110,6037221110,2855,373,16,21,0.6,0.7,2871
6037221120,6037221120,2432,231,42,26,1.7,1,2474
6037221210,6037221210,2465,190,71,44,2.9,1.8,2536
6037221220,6037221220,2897,229,31,23,1.1,0.8,2928
6037221302,6037221302,4180,417,58,45,1.4,1.1,4238
6037221303,6037221303,2218,183,46,33,2.1,1.5,2264
6037221304,6037221304,2847,364,54,33,1.9,1.2,2901
6037221401,6037221401,2629,284,88,56,3.3,2.2,2717
6037221402,6037221402,2289,234,109,43,4.8,1.7,2398
6037221500,6037221500,2962,282,139,80,4.7,2.6,3101
6037221601,6037221601,2299,249,45,35,2,1.5,2344
6037221602,6037221602,2103,183,13,21,0.6,1,2116
6037221710,6037221710,2152,178,27,20,1.3,1,2179
6037221810,6037221810,2300,229,31,22,1.3,0.9,2331
6037221820,6037221820,2380,382,26,21,1.1,0.9,2406
6037221900,6037221900,3327,292,0,0,0,1,3327
6037222001,6037222001,2310,162,75,40,3.2,1.7,2385
6037222002,6037222002,3456,442,57,52,1.6,1.5,3513
6037222100,6037222100,3182,343,42,37,1.3,1.1,3224
6037222200,6037222200,2780,282,60,43,2.2,1.5,2840
6037222500,6037222500,3798,357,50,37,1.3,1,3848
6037222600,6037222600,4535,428,36,32,0.8,0.7,4571
6037222700,6037222700,4085,470,5,7,0.1,0.2,4090
6037224010,6037224010,1957,198,14,19,0.7,1,1971
6037224020,6037224020,1958,228,0,0,0,1.8,1958
6037224200,6037224200,1915,217,3,7,0.2,0.3,1918
6037224310,6037224310,1419,141,24,28,1.7,1.9,1443
6037224320,6037224320,2412,245,18,29,0.7,1.2,2430
6037224410,6037224410,2844,368,26,28,0.9,1,2870
6037224420,6037224420,1940,210,23,21,1.2,1.1,1963
6037224600,6037224600,2453,211,35,30,1.4,1.2,2488
6037224700,6037224700,6392,457,18,16,0.3,0.3,6410
6037226001,6037226001,1649,205,5,9,0.3,0.5,1654
6037226002,6037226002,1563,145,28,26,1.8,1.6,1591
6037226410,6037226410,2522,210,4,8,0.2,0.3,2526
6037226420,6037226420,4010,372,0,0,0,0.9,4010
6037226700,6037226700,4686,578,0,0,0,0.7,4686
6037227010,6037227010,3359,392,13,21,0.4,0.6,3372
6037227020,6037227020,2494,235,32,26,1.3,1,2526
6037228100,6037228100,3430,438,11,17,0.3,0.5,3441
6037228210,6037228210,2768,244,36,25,1.3,0.9,2804
6037228220,6037228220,2919,210,31,30,1.1,1,2950
6037228310,6037228310,3182,246,16,14,0.5,0.4,3198
6037228320,6037228320,2160,252,32,29,1.5,1.3,2192
6037228410,6037228410,2472,258,0,0,0,1.4,2472
6037228420,6037228420,2201,266,0,0,0,1.6,2201
6037228500,6037228500,3408,385,73,58,2.1,1.7,3481
6037228600,6037228600,3245,357,48,48,1.5,1.5,3293
6037228710,6037228710,2590,241,51,28,2,1.1,2641
6037228720,6037228720,3126,291,24,19,0.8,0.6,3150
6037228800,6037228800,3481,328,52,33,1.5,1,3533
6037228900,6037228900,1760,191,12,14,0.7,0.8,1772
6037229100,6037229100,3509,298,7,10,0.2,0.3,3516
6037229200,6037229200,3346,399,61,46,1.8,1.4,3407
6037229300,6037229300,3662,295,46,39,1.3,1.1,3708
6037229410,6037229410,2249,250,0,0,0,1.5,2249
6037229420,6037229420,3134,248,35,24,1.1,0.8,3169
6037231100,6037231100,2637,489,57,77,2.2,2.8,2694
6037231210,6037231210,2544,303,30,38,1.2,1.5,2574
6037231220,6037231220,3333,414,30,27,0.9,0.8,3363
6037231300,6037231300,4160,400,96,73,2.3,1.8,4256
6037231400,6037231400,4148,584,130,72,3.1,1.9,4278
6037231500,6037231500,3722,426,90,51,2.4,1.4,3812
6037231600,6037231600,5085,378,141,69,2.8,1.4,5226
6037231710,6037231710,2751,306,24,27,0.9,1,2775
6037231720,6037231720,3680,342,59,48,1.6,1.3,3739
6037231800,6037231800,3403,337,43,38,1.3,1.1,3446
6037231900,6037231900,3717,405,18,30,0.5,0.8,3735
6037232110,6037232110,2154,211,21,20,1,0.9,2175
6037232120,6037232120,3858,325,9,18,0.2,0.5,3867
6037232200,6037232200,2406,256,94,59,3.9,2.4,2500
6037232300,6037232300,3915,1088,148,75,3.8,2.3,4063
6037232400,6037232400,5341,394,165,90,3.1,1.7,5506
6037232500,6037232500,3407,494,150,79,4.4,2.4,3557
6037232600,6037232600,4441,423,68,59,1.5,1.4,4509
6037232700,6037232700,4553,413,81,51,1.8,1.1,4634
6037232800,6037232800,2646,252,4,6,0.2,0.2,2650
6037234000,6037234000,4182,325,183,69,4.4,1.7,4365
6037234200,6037234200,2001,140,55,33,2.7,1.6,2056
6037234300,6037234300,3512,318,200,94,5.7,2.6,3712
6037234501,6037234501,2063,239,115,49,5.6,2.5,2178
6037234502,6037234502,2329,327,126,67,5.4,3,2455
6037234600,6037234600,3750,329,134,55,3.6,1.5,3884
6037234700,6037234700,2929,395,136,69,4.6,2.5,3065
6037234800,6037234800,2808,241,107,74,3.8,2.6,2915
6037234901,6037234901,1853,213,71,58,3.8,3,1924
6037234902,6037234902,2896,345,87,91,3,3.1,2983
6037235100,6037235100,3979,268,162,76,4.1,1.9,4141
6037235201,6037235201,2317,204,161,54,6.9,2.3,2478
6037235202,6037235202,3606,277,161,83,4.5,2.3,3767
6037236000,6037236000,4038,323,245,113,6.1,2.9,4283
6037236100,6037236100,4641,343,311,150,6.7,3.3,4952
6037236202,6037236202,4374,389,167,102,3.8,2.4,4541
6037236203,6037236203,2560,249,166,110,6.5,4.3,2726
6037236204,6037236204,2200,251,125,67,5.7,3.2,2325
6037236400,6037236400,3717,275,233,95,6.3,2.5,3950
6037237101,6037237101,2710,239,45,40,1.7,1.5,2755
6037237102,6037237102,2256,204,15,18,0.7,0.8,2271
6037237201,6037237201,2786,372,53,34,1.9,1.2,2839
6037237202,6037237202,3394,365,66,56,1.9,1.6,3460
6037237300,6037237300,3948,368,187,95,4.7,2.4,4135
6037237401,6037237401,2900,264,101,57,3.5,1.9,3001
6037237402,6037237402,2391,205,110,43,4.6,1.8,2501
6037237500,6037237500,2005,210,19,16,0.9,0.7,2024
6037237600,6037237600,2810,229,84,55,3,2,2894
6037237710,6037237710,2656,318,34,32,1.3,1.3,2690
6037237720,6037237720,2160,295,45,33,2.1,1.5,2205
6037237800,6037237800,2984,365,200,116,6.7,3.9,3184
6037237900,6037237900,3277,309,127,64,3.9,2,3404
6037238000,6037238000,4842,641,162,102,3.3,2,5004
6037238100,6037238100,3445,308,218,83,6.3,2.4,3663
6037238200,6037238200,3932,587,219,154,5.6,3.8,4151
6037238310,6037238310,3671,347,85,73,2.3,1.9,3756
6037238320,6037238320,2455,206,31,30,1.3,1.2,2486
6037238400,6037238400,4142,502,361,268,8.7,5.9,4503
6037239201,6037239201,2646,291,28,16,1.1,0.6,2674
6037239202,6037239202,3676,419,17,26,0.5,0.7,3693
6037239310,6037239310,2834,285,35,26,1.2,1,2869
6037239320,6037239320,2894,278,26,25,0.9,0.9,2920
6037239330,6037239330,2042,178,7,10,0.3,0.5,2049
6037239501,6037239501,2698,223,18,16,0.7,0.6,2716
6037239502,6037239502,2538,252,64,42,2.5,1.7,2602
6037239601,6037239601,2383,294,59,47,2.5,1.9,2442
6037239602,6037239602,2516,223,41,34,1.6,1.3,2557
6037239701,6037239701,3099,343,11,13,0.4,0.4,3110
6037239702,6037239702,2864,279,46,38,1.6,1.3,2910
6037239801,6037239801,2166,259,21,21,1,0.9,2187
6037239802,6037239802,3699,310,52,45,1.4,1.2,3751
6037240010,6037240010,2524,295,16,18,0.6,0.7,2540
6037240020,6037240020,3808,366,133,72,3.5,2,3941
6037240200,6037240200,3685,378,26,39,0.7,1,3711
6037240300,6037240300,3393,447,47,35,1.4,1,3440
6037240401,6037240401,3739,430,37,30,1,0.8,3776
6037240402,6037240402,2649,354,74,56,2.8,2,2723
6037240500,6037240500,4268,423,60,44,1.4,1.1,4328
6037240600,6037240600,4140,438,22,20,0.5,0.5,4162
6037240700,6037240700,4729,361,9,13,0.2,0.3,4738
6037240800,6037240800,3232,328,45,37,1.4,1.1,3277
6037240900,6037240900,3995,456,112,91,2.8,2.3,4107
6037241001,6037241001,3176,452,53,43,1.7,1.4,3229
6037241002,6037241002,2484,251,103,45,4.1,1.8,2587
6037241110,6037241110,2311,252,19,19,0.8,0.8,2330
6037241120,6037241120,3539,402,105,62,3,1.8,3644
6037241201,6037241201,2290,235,56,40,2.4,1.8,2346
6037241202,6037241202,3613,394,139,71,3.8,1.8,3752
6037241300,6037241300,1855,225,20,18,1.1,0.9,1875
6037241400,6037241400,2519,274,15,20,0.6,0.8,2534
6037242000,6037242000,2857,279,125,55,4.4,2,2982
6037242100,6037242100,1478,154,0,0,0,2.3,1478
6037242200,6037242200,4322,426,31,35,0.7,0.8,4353
6037242300,6037242300,3210,496,54,40,1.7,1.3,3264
6037242600,6037242600,3028,348,24,24,0.8,0.8,3052
6037242700,6037242700,3809,377,65,57,1.7,1.5,3874
6037243000,6037243000,4557,571,38,31,0.8,0.7,4595
6037243100,6037243100,3864,390,51,55,1.3,1.4,3915
6037261101,6037261101,2947,236,98,47,3.3,1.6,3045
6037261102,6037261102,3097,323,212,83,6.8,2.7,3309
6037261200,6037261200,3409,223,144,67,4.2,2,3553
6037262100,6037262100,2477,333,97,51,3.9,2.1,2574
6037262200,6037262200,3714,302,135,54,3.6,1.5,3849
6037262301,6037262301,2362,239,62,28,2.6,1.2,2424
6037262302,6037262302,2254,242,66,47,2.9,2.1,2320
6037262303,6037262303,2362,235,122,45,5.2,2,2484
6037262400,6037262400,2206,194,130,49,5.9,2.2,2336
6037262501,6037262501,2777,168,234,104,8.4,3.8,3011
6037262601,6037262601,2679,240,104,43,3.9,1.5,2783
6037262604,6037262604,4637,298,407,132,8.8,2.9,5044
6037262704,6037262704,2838,198,104,52,3.7,1.8,2942
6037262706,6037262706,2798,152,254,107,9.1,3.7,3052
6037262802,6037262802,2436,248,95,49,3.9,1.9,2531
6037264000,6037264000,2500,269,172,66,6.9,2.8,2672
6037264102,6037264102,2526,234,82,40,3.2,1.6,2608
6037264103,6037264103,2456,195,52,53,2.1,2.1,2508
6037264301,6037264301,4785,327,132,79,2.8,1.6,4917
6037264302,6037264302,5012,333,169,90,3.4,1.8,5181
6037265100,6037265100,2221,167,240,87,10.8,4,2461
6037265201,6037265201,2452,359,64,39,2.6,1.6,2516
6037265202,6037265202,3135,461,89,93,2.8,3,3224
6037265301,6037265301,10223,565,0,0,0,0.3,10223
6037265303,6037265303,4669,479,27,22,0.6,0.5,4696
6037265304,6037265304,3099,385,1,3,0,0.1,3100
6037265305,6037265305,3888,468,0,0,0,0.9,3888
6037265410,6037265410,1169,128,17,14,1.5,1.2,1186
6037265420,6037265420,1503,113,53,24,3.5,1.6,1556
6037265510,6037265510,4048,423,93,92,2.3,2.3,4141
6037265520,6037265520,4206,367,142,71,3.4,1.7,4348
6037265601,6037265601,2832,272,123,51,4.3,1.8,2955
6037265602,6037265602,2517,316,128,53,5.1,2.1,2645
6037265700,6037265700,4387,424,152,74,3.5,1.6,4539
6037267100,6037267100,5690,469,103,65,1.8,1.2,5793
6037267200,6037267200,5399,547,42,65,0.8,1.2,5441
6037267300,6037267300,4415,450,127,101,2.9,2.2,4542
6037267402,6037267402,4591,305,54,46,1.2,1,4645
6037267403,6037267403,3081,278,91,49,3,1.6,3172
6037267404,6037267404,2881,343,53,48,1.8,1.7,2934
6037267501,6037267501,5902,613,30,33,0.5,0.6,5932
6037267502,6037267502,2948,322,30,22,1,0.8,2978
6037267600,6037267600,2273,254,36,28,1.6,1.3,2309
6037267700,6037267700,2863,252,34,27,1.2,1,2897
6037267800,6037267800,2174,202,54,36,2.5,1.7,2228
6037267901,6037267901,2104,244,166,80,7.9,3.6,2270
6037267902,6037267902,2792,238,120,54,4.3,1.9,2912
6037269000,6037269000,4428,432,137,84,3.1,1.8,4565
6037269100,6037269100,3189,304,90,52,2.8,1.6,3279
6037269300,6037269300,2830,139,98,51,3.5,1.8,2928
6037269500,6037269500,2764,204,67,49,2.4,1.7,2831
6037269601,6037269601,2666,247,67,59,2.5,2.2,2733
6037269602,6037269602,2537,252,69,88,2.7,3.4,2606
6037269700,6037269700,3277,283,62,38,1.9,1.1,3339
6037269800,6037269800,2694,175,52,34,1.9,1.3,2746
6037269903,6037269903,3298,304,61,41,1.8,1.3,3359
6037269904,6037269904,3420,359,86,65,2.5,1.9,3506
6037269905,6037269905,2258,198,52,33,2.3,1.5,2310
6037269906,6037269906,2573,189,68,41,2.6,1.6,2641
6037269907,6037269907,2639,200,13,15,0.5,0.6,2652
6037270100,6037270100,3832,359,99,51,2.6,1.4,3931
6037270200,6037270200,2989,425,94,61,3.1,2.1,3083
6037270300,6037270300,2014,146,78,37,3.9,1.8,2092
6037271100,6037271100,1998,179,65,27,3.3,1.4,2063
6037271200,6037271200,2357,230,27,29,1.1,1.2,2384
6037271300,6037271300,3681,327,99,61,2.7,1.6,3780
6037271400,6037271400,2935,256,174,67,5.9,2.2,3109
6037271500,6037271500,2546,149,174,74,6.8,3,2720
6037271600,6037271600,3889,296,101,39,2.6,1,3990
6037271701,6037271701,4897,470,209,98,4.3,2,5106
6037271702,6037271702,3434,269,44,28,1.3,0.8,3478
6037271801,6037271801,3132,259,79,47,2.5,1.5,3211
6037271802,6037271802,4809,400,81,74,1.7,1.5,4890
6037271901,6037271901,2787,323,96,54,3.4,1.8,2883
6037271902,6037271902,3468,309,112,43,3.2,1.3,3580
6037272100,6037272100,3675,281,133,62,3.6,1.7,3808
6037272201,6037272201,2266,163,88,61,3.9,2.7,2354
6037272202,6037272202,3140,227,35,43,1.1,1.4,3175
6037272301,6037272301,2739,268,69,46,2.5,1.7,2808
6037272302,6037272302,3513,325,148,83,4.2,2.3,3661
6037273100,6037273100,2101,218,97,40,4.6,1.9,2198
6037273200,6037273200,2741,297,85,41,3.1,1.5,2826
6037273300,6037273300,2652,238,41,33,1.5,1.3,2693
6037273402,6037273402,2684,320,86,69,3.2,2.5,2770
6037273502,6037273502,2663,178,61,58,2.3,2.2,2724
6037273600,6037273600,1938,139,27,26,1.4,1.3,1965
6037273700,6037273700,2410,171,95,59,3.9,2.4,2505
6037273800,6037273800,2632,196,95,49,3.6,1.9,2727
6037273902,6037273902,3640,289,128,63,3.5,1.8,3768
6037274100,6037274100,3698,386,145,107,3.9,2.8,3843
6037274202,6037274202,3897,418,174,98,4.5,2.5,4071
6037275101,6037275101,1078,100,4,6,0.4,0.5,1082
6037275102,6037275102,3043,336,147,64,4.8,2,3190
6037275200,6037275200,3339,250,88,41,2.6,1.2,3427
6037275302,6037275302,4261,444,204,88,4.8,2,4465
6037275311,6037275311,5014,432,206,88,4.1,1.8,5220
6037275400,6037275400,3194,176,212,87,6.6,2.7,3406
6037275500,6037275500,4516,365,84,47,1.9,1.1,4600
6037275602,6037275602,7836,622,261,126,3.3,1.7,8097
6037275603,6037275603,2321,171,159,73,6.9,3.2,2480
6037276000,6037276000,4547,317,408,141,9,3,4955
6037276100,6037276100,5084,449,317,153,6.2,3,5401
6037276400,6037276400,3479,269,155,65,4.5,1.9,3634
6037276500,6037276500,5154,303,61,36,1.2,0.7,5215
6037276601,6037276601,3530,411,179,71,5.1,2,3709
6037276603,6037276603,4751,341,251,91,5.3,1.9,5002
6037276604,6037276604,4008,336,204,90,5.1,2.2,4212
6037277000,6037277000,4454,237,236,97,5.3,2.1,4690
6037277100,6037277100,2506,210,104,47,4.2,1.8,2610
