GEO_id2,Civilian_EST,Civilian_MOE,Veteran_EST,Veteran_MOE
6037297120,2529,337,56,42
6037297201,2996,363,113,71
6037297202,3261,317,151,63
6037297300,1416,149,196,59
6037297400,3031,181,239,71
6037297500,4015,301,220,105
6037297601,1838,152,361,86
6037297602,3248,277,98,57
6037300100,4407,455,304,117
6037300200,4332,244,202,92
6037300301,4787,286,185,93
6037300400,4688,353,273,113
6037300501,2411,177,94,63
6037300502,4689,583,142,87
6037300600,7395,432,253,113
6037300701,4863,249,384,144
6037300702,4162,367,50,42
6037300800,6248,398,209,112
6037300901,5227,455,308,143
6037300902,1707,96,94,38
6037301000,3964,245,95,46
6037301100,5619,372,134,79
6037301203,3896,237,80,54
6037301204,4568,447,117,85
6037301205,1784,132,75,30
6037301206,4401,311,52,29
6037301300,1536,102,57,32
6037301400,3144,325,52,34
6037301501,1660,143,33,22
6037301502,5626,451,31,36
6037301601,5783,432,180,138
6037301602,3524,250,96,56
6037301701,2543,189,68,48
6037301702,4718,357,102,68
6037301801,3996,298,44,36
6037301802,3350,266,35,36
6037301900,6725,527,145,78
6037302002,3201,292,51,40
6037302003,3355,254,52,34
6037302004,3700,302,29,28
6037302102,5249,298,102,87
6037302103,5007,349,61,41
6037302104,3347,292,42,31
6037302201,3151,229,0,0
6037302202,4353,275,29,27
6037302301,3580,251,115,72
6037302302,4464,353,60,39
6037302401,5308,357,168,99
6037302503,3461,270,35,34
6037302504,3440,238,64,41
6037302505,3392,253,49,49
6037302506,2888,239,75,51
6037310100,4731,223,334,138
6037310201,4439,297,120,73
6037310202,4184,273,94,59
6037310300,2133,123,219,70
6037310400,2595,229,122,50
6037310501,3207,342,32,26
6037310601,5182,350,57,47
6037310602,2177,151,115,48
6037310701,2070,177,36,28
6037310702,6216,490,169,115
6037310703,3995,300,104,114
6037310800,4139,247,199,88
6037310900,5193,401,298,149
6037311000,2940,198,96,35
6037311100,3171,198,128,55
6037311200,2571,210,216,87
6037311300,3134,226,122,52
6037311400,1892,126,107,46
6037311500,4490,324,352,163
6037311600,6020,406,197,100
6037311700,4893,310,452,130
6037311801,2359,245,135,80
6037311802,3120,292,151,126
6037320000,0,12,0,0
6037320100,5661,301,174,77
6037320201,3061,286,117,87
6037320202,4206,382,151,72
6037320300,5179,372,98,57
6037400204,4706,285,311,120
6037400205,2318,171,136,55
6037400206,4099,183,330,106
6037400207,3584,208,257,71
6037400302,2389,185,177,58
6037400304,5867,407,300,123
6037400402,3328,243,209,70
6037400403,3325,261,148,61
6037400404,3589,196,310,97
6037400501,1720,91,117,39
6037400602,3263,274,95,51
6037400603,3823,293,111,50
6037400604,2406,289,76,45
6037400800,6279,308,165,60
6037400900,3372,259,211,80
6037401001,2463,142,200,61
6037401002,2929,219,224,84
6037401101,3933,236,147,96
6037401102,2472,291,145,62
6037401201,2467,180,183,68
6037401202,3810,260,302,94
6037401203,4277,248,227,84
6037401303,1853,139,105,49
6037401304,4863,358,265,108
6037401311,4622,275,201,120
6037401312,4542,344,429,127
6037401500,4835,280,257,83
6037401601,4397,274,409,125
6037401602,4369,238,318,123
6037401603,2323,157,183,76
6037401701,3594,194,298,91
6037401703,3451,240,183,61
6037401704,4861,420,186,77
6037401800,6557,355,626,219
6037401901,3928,389,5,9
6037401902,4856,378,230,98
6037402001,2347,191,160,98
6037402002,3173,309,165,70
6037402101,3906,354,170,116
6037402102,3626,327,157,90
6037402200,5463,461,243,102
6037402301,4084,366,139,76
6037402303,2866,256,51,33
6037402304,3013,254,55,38
6037402402,5028,486,93,70
6037402403,4186,282,88,67
6037402404,1905,246,0,0
6037402405,2175,159,149,54
6037402406,3675,349,71,96
6037402501,3950,323,17,16
6037402502,4803,416,93,51
6037402600,5681,619,295,155
6037402702,4067,332,45,36
6037402703,3562,317,92,53
6037402705,2594,184,77,35
6037402706,3178,261,35,31
6037402801,3069,241,39,37
6037402803,2167,167,46,36
6037402804,2829,186,40,31
6037402902,5189,374,86,59
6037402903,3117,209,81,43
6037402904,2753,195,136,51
6037403000,5660,414,162,98
6037403200,643,436,50,55
6037403303,2194,148,110,39
6037403304,4316,251,226,73
6037403305,1704,116,83,47
6037403312,3984,221,150,69
6037403316,5541,391,255,129
6037403317,3739,253,191,73
6037403318,4978,245,149,50
6037403319,3553,264,220,92
6037403320,4048,258,134,63
6037403321,5057,445,211,67
6037403322,3058,165,119,55
6037403323,4338,232,181,66
6037403324,5864,357,82,60
6037403325,4093,211,120,53
6037403401,4309,319,173,67
6037403402,2963,177,147,50
6037403403,3934,325,178,72
6037403404,2221,191,82,35
6037403405,1355,84,60,31
6037403406,2359,201,103,33
6037403407,1704,178,38,27
6037403408,5503,358,172,69
6037403500,1529,144,68,34
6037403600,5250,383,403,165
6037403702,3006,283,192,63
6037403703,3980,291,262,88
6037403721,3790,274,234,85
6037403722,3912,238,277,85
6037403801,4907,266,239,78
6037403802,4748,397,240,89
6037403901,2700,204,129,47
6037403902,4004,380,185,77
6037404000,3783,317,173,69
6037404100,5190,451,169,63
6037404201,2746,330,142,99
6037404202,3283,281,76,42
6037404301,4089,336,199,88
6037404302,1737,187,32,16
6037404401,2878,209,58,27
6037404402,3664,372,119,57
6037404501,1838,183,64,40
6037404503,2206,214,48,25
6037404504,3529,262,167,80
6037404600,1016,101,38,14
6037404701,4239,367,14,17
6037404702,4137,481,80,52
6037404703,2374,197,51,32
6037404801,6120,449,105,71
6037404802,3411,488,129,77
6037404803,1308,155,30,30
6037404901,4517,347,50,39
6037404902,3214,228,63,29
6037404903,2054,177,63,51
6037405001,4708,342,96,51
6037405002,2395,201,26,25
6037405101,4325,420,94,62
6037405102,3339,370,72,38
6037405201,3718,344,50,34
6037405202,3965,335,80,67
6037405203,2973,233,76,37
6037405301,2640,240,200,91
6037405302,4626,323,181,71
6037405400,4140,422,222,123
6037405500,5188,266,188,57
6037405600,4453,287,229,70
6037405701,2874,310,45,35
6037405702,3942,309,267,96
6037405800,4375,382,167,74
6037405900,3022,225,140,60
6037406000,3912,260,139,60
6037406101,2646,273,94,52
6037406102,4670,358,212,96
6037406200,4515,338,118,49
6037406300,4449,317,126,59
6037406402,1729,121,98,41
6037406411,1695,135,69,31
6037406412,1974,219,168,49
6037406500,5051,317,349,136
6037406601,4590,385,201,76
6037406602,4538,411,194,71
6037406701,2451,139,128,42
6037406702,4693,369,122,49
6037406800,3856,263,144,72
6037406901,3577,263,201,89
6037406902,3006,266,57,29
6037407001,5049,378,208,83
6037407002,2798,209,91,59
6037407101,3518,289,133,55
6037407102,4409,315,155,63
6037407200,5534,400,216,113
6037407301,3966,364,207,81
6037407302,2775,170,89,44
6037407400,1650,128,76,37
6037407501,3347,313,73,39
6037407502,3157,256,72,34
6037407601,3168,294,63,42
6037407602,2926,226,85,46
6037407701,3630,333,94,48
6037407702,5246,342,250,105
6037407801,4257,371,137,62
6037407802,2909,200,129,49
6037407900,5270,464,127,62
6037408003,3743,437,120,67
6037408004,1831,179,67,37
6037408005,3792,294,127,56
6037408006,2772,285,77,62
6037408133,4442,356,99,69
6037408134,2327,209,142,61
6037408135,2986,212,142,77
6037408136,3062,202,161,73
6037408137,3140,301,118,59
6037408138,4068,473,66,33
6037408139,3026,206,83,45
6037408140,2836,284,76,32
6037408141,3962,457,57,48
6037408202,1570,172,6,8
6037408211,4899,519,92,45
6037408212,4447,444,130,80
6037408301,4404,436,48,33
6037408302,3355,295,179,64
6037408303,3619,302,204,101
6037408401,3376,283,138,79
6037408402,4988,421,306,87
6037408501,2531,180,37,26
6037408503,5340,344,385,92
6037408504,3884,233,230,84
6037408505,2087,137,96,57
6037408623,2522,142,115,37
6037408624,2684,204,147,53
6037408625,3119,309,166,65
6037408626,3970,330,204,85
6037408627,2828,160,123,43
6037408628,4562,371,159,57
6037408629,2235,187,101,46
6037408630,1947,189,54,25
6037408631,4265,305,228,87
6037408703,5429,337,71,40
6037408704,2600,252,103,60
6037408705,4534,327,233,88
6037408706,1528,234,65,31
6037408722,3853,356,85,44
6037408723,2465,130,90,36
6037408724,3761,311,129,79
6037408800,3191,326,113,56
6037430002,5553,368,220,94
6037430003,3828,216,192,77
6037430101,4194,315,168,52
6037430102,3782,322,107,64
6037430200,1004,115,50,18
6037430301,3645,233,209,52
6037430302,4408,315,275,99
6037430400,3689,280,131,61
6037430501,3245,222,185,69
6037430502,5625,295,322,108
6037430600,3628,266,147,66
6037430701,4289,315,159,48
6037430721,2792,257,72,51
6037430723,3389,284,93,52
6037430724,3784,324,95,52
6037430801,5216,388,166,93
6037430802,3514,418,48,34
6037430803,4357,324,225,77
6037430901,3490,257,108,58
6037430902,3785,363,105,54
6037431001,5750,563,192,109
6037431002,2559,177,154,65
6037431100,5496,582,159,80
6037431200,4808,380,108,63
6037431300,2207,178,77,32
6037431400,3361,273,215,93
6037431501,3662,246,168,62
6037431502,3318,332,148,66
6037431600,3455,269,150,58
6037431700,4804,483,184,83
6037431800,4804,408,120,66
6037431900,3504,294,54,34
6037432000,6306,465,114,73
6037432101,3303,241,96,42
6037432102,4554,355,145,54
6037432201,3747,323,70,60
6037432202,3545,302,106,51
6037432300,3498,279,135,60
6037432401,2906,296,61,28
6037432402,5401,486,97,83
6037432500,6964,598,310,134
6037432601,5662,415,197,77
6037432602,3730,480,56,40
6037432700,3940,485,73,52
6037432801,2206,219,64,39
6037432802,3915,423,10,15
6037432901,3517,345,94,64
6037432902,2743,223,94,44
6037433101,1881,207,42,25
6037433102,3685,404,64,57
6037433200,4774,411,70,35
6037433302,1176,133,27,20
6037433304,4026,452,9,13
6037433305,3869,362,6,12
6037433306,2418,230,9,13
6037433307,2433,163,62,35
6037433401,2255,255,41,24
6037433402,3413,428,51,40
6037433403,3358,329,27,23
6037433501,1364,232,28,29
6037433503,2257,236,25,20
6037433504,3427,424,20,27
6037433601,4254,341,71,43
6037433602,2310,188,58,33
6037433700,3180,238,155,60
6037433801,4548,469,129,64
6037433802,2808,275,116,61
6037433901,4127,441,41,37
6037433902,2520,241,48,24
6037434001,3143,276,86,47
6037434003,3441,361,16,20
6037434004,2078,241,18,16
6037460000,3804,262,175,66
6037460100,5065,383,315,87
6037460200,4658,466,377,132
6037460301,3399,245,272,95
6037460302,3809,366,213,72
6037460401,663,60,38,18
6037460501,4264,225,187,82
6037460502,3251,222,160,58
6037460600,3503,204,139,55
6037460700,3710,282,143,72
6037460800,2419,216,189,70
6037460900,5606,420,156,92
6037461000,5180,475,222,85
6037461100,3979,349,167,68
6037461200,3920,251,256,97
6037461300,5763,357,141,82
6037461400,2637,262,53,29
6037461501,3254,283,132,70
6037461502,5464,488,120,69
6037461600,4893,377,144,72
6037461700,1304,85,48,22
6037461901,4099,437,79,54
6037461902,1592,171,91,64
6037462001,2900,283,74,59
6037462002,3134,314,75,66
6037462100,4514,325,99,68
6037462201,3248,260,211,90
6037462202,2352,337,22,20
6037462301,3579,351,172,69
6037462302,2852,263,40,29
6037462400,3231,220,127,65
6037462500,5383,397,182,92
6037462600,1813,95,110,38
6037462700,4384,449,105,76
6037462800,2319,147,141,66
6037462900,3043,203,166,68
6037463000,1810,161,63,31
6037463101,2014,210,117,48
6037463102,2999,392,67,41
6037463200,2790,198,163,58
6037463300,1654,104,85,30
6037463400,4899,341,281,126
6037463500,5450,384,196,95
6037463601,5162,395,137,96
6037463602,5140,624,131,102
6037463700,2423,230,181,80
6037463800,3053,204,278,79
6037463900,2846,260,327,97
6037464000,4864,320,226,109
6037464100,5607,366,153,98
6037464200,4479,321,223,84
6037480002,2786,199,155,67
6037480011,4068,322,109,54
6037480012,3909,435,134,73
6037480101,3162,228,104,66
6037480102,3801,246,106,44
6037480201,3044,241,158,67
6037480202,1948,126,73,30
6037480302,3888,271,124,63
6037480303,3089,238,64,53
6037480304,3719,255,57,33
6037480400,4483,375,115,79
6037480500,3940,277,246,103
6037480600,6104,330,166,90
6037480702,3438,244,213,84
6037480703,2779,186,130,63
6037480704,3539,241,123,49
6037480802,2763,277,189,97
6037480803,3131,282,116,68
6037480804,4092,298,88,56
6037480901,4242,290,116,75
6037480902,3167,278,76,38
6037480903,2453,196,49,39
6037481001,3602,270,77,47
6037481002,5026,426,150,91
6037481101,3699,343,113,47
6037481102,3149,276,51,36
6037481103,4057,333,61,41
6037481201,3004,233,51,35
6037481202,4769,455,68,41
6037481300,2828,212,54,25
6037481401,5424,356,63,38
6037481402,6159,518,58,50
6037481500,3809,312,91,45
6037481603,2898,269,76,47
6037481604,3154,188,86,38
6037481605,2417,284,78,45
6037481606,4101,310,53,38
6037481711,3764,352,92,65
6037481712,4820,414,44,36
6037481713,2478,238,27,22
6037481714,2302,204,22,16
6037481800,2386,124,100,46
6037481901,5103,275,145,55
6037481902,2671,235,111,53
6037482001,2388,173,173,71
6037482002,5343,365,200,84
6037482101,3870,271,96,53
6037482102,2505,203,128,45
6037482201,3269,296,79,53
6037482202,4208,293,83,65
6037482301,3726,322,63,45
6037482303,4705,529,32,26
6037482304,2829,237,34,29
6037482401,3073,296,56,31
6037482402,6006,518,138,109
6037482502,2672,227,54,28
6037482503,3469,312,30,29
6037482521,4709,437,76,40
6037482522,4058,377,191,76
6037482600,5680,439,247,115
6037482701,3608,288,129,74
6037482702,2147,145,140,36
6037482800,3594,249,143,69
6037500100,3194,301,258,85
6037500201,5376,318,343,99
6037500202,3795,223,235,78
6037500300,2619,177,69,46
6037500402,3382,398,60,48
6037500403,3168,330,102,42
6037500404,3891,315,188,79
6037500500,2266,245,46,25
6037500600,4339,365,80,55
6037500700,4992,308,320,90
6037500800,4063,443,71,40
6037500900,4503,325,168,84
6037501001,2650,311,50,31
6037501002,3920,269,150,63
6037501200,3767,303,202,73
6037501300,5353,398,230,117
6037501400,3185,276,158,161
6037501501,2042,128,106,43
6037501503,3929,303,124,62
6037501504,2723,212,108,75
6037501600,6315,334,230,105
6037501700,2648,246,84,45
6037501802,2771,214,101,53
6037501803,2985,276,91,55
6037501804,1486,128,37,32
6037501900,3168,268,174,71
6037502003,1996,154,51,32
6037502004,3094,227,46,25
6037502005,3570,288,137,67
6037502100,4180,287,240,100
6037502200,5138,408,299,84
6037502301,4662,401,142,71
6037502302,2298,201,53,32
6037502401,3977,305,169,80
6037502402,3019,152,124,53
6037502500,3071,216,85,36
6037502601,5664,309,333,120
6037502602,3494,296,63,36
6037502700,5296,321,214,76
6037502801,5003,313,167,60
6037502802,2435,204,75,38
6037502901,4441,307,129,60
6037502902,2999,216,70,34
6037503000,3795,402,65,57
6037503103,3903,298,130,78
6037503104,1825,158,91,47
6037503105,3133,326,100,48
6037503106,2720,379,176,86
6037503201,3268,283,159,65
6037503202,3876,375,132,84
6037503301,2415,177,130,53
6037503302,5168,483,156,68
6037503401,5094,324,301,122
6037503402,3158,232,201,69
6037503501,4760,362,275,99
6037503502,3276,239,262,92
6037503601,3374,280,234,78
6037503602,3550,185,138,66
6037503701,4103,306,214,79
6037503702,4144,271,280,80
6037503703,6634,366,368,113
6037503801,3051,244,203,95
6037503802,3951,202,254,87
6037503901,2305,182,165,53
6037503902,3498,238,285,77
6037504001,5181,326,125,52
6037504002,4004,256,236,94
6037504101,4110,269,155,59
6037504102,7,11,0,0
6037530003,2789,200,179,64
6037530004,3061,300,121,69
6037530005,3654,284,190,83
6037530006,3188,327,113,60
6037530101,4201,345,63,40
6037530102,4266,366,121,89
6037530202,3521,330,140,72
6037530203,2272,260,79,51
6037530204,2982,335,12,17
6037530301,1535,157,63,29
6037530302,5448,370,94,53
6037530400,2825,265,82,44
6037530500,3209,394,68,46
6037530601,2280,221,42,29
6037530602,1180,141,69,31
6037530700,1757,151,16,13
6037530801,3679,307,80,48
6037530802,2594,235,43,31
6037530901,2695,227,24,20
6037530902,3087,365,10,14
6037531000,3732,371,56,47
6037531101,3507,345,24,23
6037531102,2408,221,13,12
6037531201,3973,379,56,53
6037531202,3177,329,10,16
6037531301,3686,318,41,35
6037531302,4864,544,21,23
6037531502,2393,223,38,34
6037531503,1864,202,15,16
6037531504,2980,315,69,52
6037531602,3647,374,27,27
6037531603,2246,200,32,29
6037531604,2701,245,25,20
6037531701,4086,348,29,28
6037531702,3515,312,66,61
6037531800,3914,407,58,65
6037531901,4588,446,53,45
6037531902,3312,325,133,58
6037532001,2331,308,36,42
6037532002,2513,200,56,36
6037532101,4596,385,141,111
6037532102,3048,235,34,33
6037532200,4864,456,104,65
6037532302,3520,248,61,34
6037532303,3593,238,67,42
6037532304,3205,428,160,81
6037532400,45,17,0,0
6037532500,2952,268,29,29
6037532603,2211,153,11,19
6037532604,1943,181,8,8
6037532605,2828,356,68,51
6037532606,3365,292,61,45
6037532700,2234,239,25,26
6037532800,2591,239,8,12
6037532900,4643,370,91,64
6037533001,2985,301,30,33
6037533002,1871,172,4,6
6037533103,2182,212,11,11
6037533104,2868,364,16,26
6037533105,1770,244,15,16
6037533106,1211,130,4,7
6037533107,2474,193,27,28
6037533201,1999,165,19,21
6037533202,2032,181,4,6
6037533203,1397,146,14,17
6037533300,2241,194,21,22
6037533401,3902,261,17,18
6037533402,2837,286,0,0
6037533403,2187,177,20,24
6037533501,2241,207,0,0
6037533502,1479,192,8,7
6037533503,1527,131,23,34
6037533601,3241,297,28,33
6037533602,3863,358,37,25
6037533603,4859,318,77,51
6037533701,2218,280,26,24
6037533702,2670,205,19,17
6037533703,3131,282,4,9
6037533803,4396,293,72,53
6037533804,3401,252,63,52
6037533805,2734,240,12,18
6037533806,2488,305,0,0
6037533901,4253,224,38,41
6037533902,2720,187,6,8
6037534001,3595,295,21,34
6037534002,3228,294,28,15
6037534101,1535,157,43,34
6037534102,4363,303,16,20
6037534201,3034,215,34,39
6037534202,3783,427,30,34
6037534203,2398,180,22,19
6037534301,3162,262,17,20
6037534302,2420,165,26,22
6037534403,2209,166,5,8
6037534404,2543,178,26,21
6037534405,2713,201,19,22
6037534406,3306,287,8,15
6037534501,3949,333,37,32
6037534502,3525,316,62,51
6037534700,3625,269,33,26
6037534802,2285,256,15,15
6037534803,3418,321,62,51
6037534804,2896,237,6,9
6037534900,4422,489,32,38
6037535001,3040,259,32,29
6037535002,2563,218,33,30
6037535101,5444,423,60,50
6037535102,3368,401,26,28
6037535200,4383,448,14,20
6037535300,4177,342,55,42
6037535400,2058,268,0,0
6037535501,2653,204,17,18
6037535502,3773,319,30,29
6037535503,1764,163,21,20
6037535603,2565,190,24,21
6037535604,3079,184,11,17
6037535605,3327,327,21,20
6037535606,1398,213,38,30
6037535607,3367,216,8,12
6037535701,4396,373,46,56
6037535702,3781,465,9,15
6037535802,4968,400,186,77
6037535803,3344,222,33,25
6037535804,3909,348,51,41
6037535901,3923,302,67,46
6037535902,5262,438,52,43
6037536000,2668,167,54,41
6037536102,2580,222,108,69
6037536103,4317,375,118,73
6037536104,2958,179,35,30
6037536200,5359,379,188,82
6037540000,5165,379,122,70
6037540101,4872,306,6,11
6037540102,5103,407,97,67
6037540201,1361,153,27,25
6037540202,4689,354,48,61
6037540203,4096,361,152,94
6037540300,3789,344,57,44
6037540400,1652,177,23,21
6037540501,5354,385,50,36
6037540502,4301,408,19,26
6037540600,3112,342,79,62
6037540700,2400,259,56,38
6037540800,4521,479,136,83
6037540901,3488,347,23,27
6037540902,3846,366,300,80
6037541001,852,135,61,40
6037541002,2450,304,164,64
6037541100,2408,248,90,47
6037541200,4764,382,175,78
6037541300,4088,338,87,50
6037541400,4911,603,18,24
6037541500,4184,517,0,0
6037541603,2266,217,42,44
6037541604,4199,364,47,34
6037541605,3890,381,85,69
6037541606,1720,176,39,24
6037541700,4686,350,69,57
6037541801,3907,323,97,46
6037541802,3925,388,48,43
6037542000,3544,407,13,21
6037542103,2765,255,41,27
6037542104,2364,255,33,29
6037542105,3301,320,14,25
6037542106,2425,251,19,19
6037542200,5263,325,194,79
6037542401,3624,416,106,67
6037542402,2340,222,39,20
6037542501,3284,328,102,70
6037542502,3422,441,101,43
6037542601,2002,187,16,22
6037542602,4288,414,84,62
6037542700,4174,385,57,39
6037542800,2306,218,113,52
6037542900,2312,263,81,39
6037543000,3333,325,145,92
6037543100,5261,425,306,106
6037543201,2708,218,94,45
6037543202,3349,397,17,27
6037543304,4887,417,474,121
6037543305,2727,357,88,52
6037543306,6173,481,250,116
6037543321,4643,324,383,117
6037543322,5792,390,576,192
6037543400,3098,229,158,67
6037543501,5608,388,248,108
6037543502,3325,315,196,61
6037543503,4789,328,232,79
6037543601,2878,240,55,36
6037543602,6584,486,417,126
6037543603,3727,297,393,101
6037543604,4455,313,166,72
6037543701,2378,157,84,43
6037543702,5485,401,68,49
6037543703,2695,206,159,79
6037543801,4201,361,146,67
6037543802,5215,416,147,73
6037543903,2966,214,137,57
6037543905,3302,254,51,34
6037544001,3635,310,157,80
6037544002,2617,176,78,34
6037550000,1673,425,100,69
6037550100,5794,434,183,88
6037550201,2141,163,83,29
6037550202,4479,265,72,40
6037550300,6030,533,282,116
6037550400,1094,98,58,38
6037550500,6088,568,245,149
6037550601,4042,311,110,86
6037550602,3583,270,155,56
6037550700,5199,542,116,63
6037550800,5947,466,189,113
6037550901,2995,298,170,86
6037550902,4426,331,122,64
6037551000,5757,372,245,91
6037551101,2799,232,68,49
6037551102,3979,422,61,51
6037551201,2764,211,57,37
6037551202,5704,396,170,104
6037551300,4136,405,125,70
6037551401,3528,234,158,69
6037551402,3474,205,136,79
6037551501,3502,303,63,37
6037551502,3210,358,123,78
6037551600,31,13,6,13
6037551700,4507,315,90,36
6037551800,6245,738,236,104
6037551900,4086,353,216,88
6037552001,3207,240,146,52
6037552002,2789,252,122,54
6037552100,4809,254,95,64
6037552200,4148,316,131,61
6037552301,3423,322,86,53
6037552302,3205,294,153,86
6037552400,1870,183,50,27
6037552601,4103,293,139,78
6037552602,3420,248,96,49
6037552700,5348,366,195,78
6037552800,4348,313,178,65
6037552900,5329,565,136,70
6037553000,3792,338,125,74
6037553100,4742,321,220,58
6037553200,5960,337,389,143
6037553300,2779,352,62,42
6037553400,2607,223,75,38
6037553502,3186,322,165,86
6037553503,2088,161,28,18
6037553504,4162,375,71,55
6037553601,3390,358,65,51
6037553602,3595,267,86,49
6037553701,2901,213,19,15
6037553702,3170,323,9,16
6037553801,3145,310,23,28
6037553802,4606,338,136,58
6037553901,4780,333,137,69
6037553902,3985,293,81,43
6037554001,2868,282,205,86
6037554002,4217,350,76,40
6037554101,2629,319,49,37
6037554103,1261,187,37,21
6037554104,1764,159,55,30
6037554105,3134,292,86,58
6037554201,3183,253,57,34
6037554203,2946,290,42,37
6037554204,3140,331,142,80
6037554301,2746,286,153,83
6037554302,2990,287,64,50
6037554403,4004,412,124,69
6037554404,3064,298,91,48
6037554405,2316,279,96,66
6037554406,3844,300,195,79
6037554511,2989,260,98,45
6037554512,4943,296,250,90
6037554513,2107,132,74,30
6037554514,3863,265,129,49
6037554515,3204,192,203,64
6037554516,3236,299,120,59
6037554517,3554,278,148,45
6037554518,4346,279,303,87
6037554519,2966,179,140,52
6037554521,5132,308,247,90
6037554522,4201,222,261,86
6037554600,3481,324,84,46
6037554700,3577,324,138,46
6037554801,2370,223,39,32
6037554802,5119,370,195,87
6037554900,5901,415,122,68
6037555001,4235,339,75,46
6037555002,2438,250,97,44
6037555102,5121,384,59,40
6037555103,3883,286,222,80
6037555104,3118,287,95,62
6037555202,2626,147,227,75
6037555211,4217,293,73,59
6037555212,3196,328,69,33
6037570001,3957,290,257,74
6037570002,2288,151,136,50
6037570003,3385,285,201,108
6037570100,2493,359,171,61
6037570202,4456,321,213,105
6037570203,2714,293,30,28
6037570204,3135,265,180,87
6037570301,5274,447,117,84
6037570303,2843,291,104,73
6037570304,3437,355,109,57
6037570402,2654,204,128,56
6037570403,3293,273,33,35
6037570404,2429,175,37,21
6037570501,5352,438,257,124
6037570502,4486,385,174,115
6037570601,4296,323,106,63
6037570602,4643,435,177,77
6037570603,3200,230,184,92
6037570701,5294,487,345,114
6037570702,1870,151,145,49
6037570800,4128,322,240,80
6037570901,4502,237,300,82
6037570902,2890,238,210,80
6037571000,4574,244,416,111
6037571101,3511,205,212,73
6037571102,3124,263,204,83
6037571200,6457,332,442,180
6037571300,3379,261,166,57
6037571400,3599,257,165,87
6037571502,3536,302,185,91
6037571503,3035,353,198,91
6037571504,3837,284,236,79
6037571600,1231,87,43,32
6037571701,4577,390,211,158
6037571703,2520,300,68,54
6037571704,3027,254,94,57
6037571800,2542,200,273,83
6037571900,4356,281,359,123
6037572001,4282,334,211,106
6037572002,4122,336,506,170
6037572100,809,108,77,33
6037572201,4885,236,322,135
6037572202,2844,227,82,47
6037572301,3128,192,74,35
6037572302,2590,215,90,33
6037572400,969,279,56,33
6037572500,2565,286,140,65
6037572600,4134,310,182,75
6037572700,4255,345,213,87
6037572800,798,243,100,96
6037572900,4045,270,187,99
6037573002,2781,297,63,48
6037573003,1467,174,75,29
6037573004,3202,291,141,113
6037573100,5680,451,347,143
6037573201,3407,321,66,46
6037573202,4636,338,73,43
6037573300,2999,280,9,14
6037573401,976,99,24,16
6037573402,5256,304,285,155
6037573403,2853,275,189,110
6037573601,4677,374,521,150
6037573700,3797,192,325,92
6037573800,3377,235,266,71
6037573902,1592,85,77,30
6037574000,4204,202,246,67
6037574100,4019,190,235,70
6037574201,2323,137,126,60
6037574202,1821,174,107,56
6037574300,4533,245,306,98
6037574400,3947,222,312,83
6037574500,5107,315,444,137
6037574601,2180,245,5,10
6037574602,1062,59,81,30
6037574700,143,123,64,99
6037574800,2423,175,127,45
6037574901,2855,173,119,49
6037574902,4530,419,180,100
6037575001,3085,242,100,53
6037575002,3938,258,161,74
6037575101,3439,262,74,57
6037575102,2925,274,56,44
6037575103,4059,202,201,99
6037575201,3208,257,63,50
6037575202,3184,271,30,30
6037575300,3286,326,18,22
6037575401,3626,440,138,85
6037575402,2736,204,37,28
6037575500,35,24,0,0
6037575801,1508,158,35,33
6037575802,3790,286,121,62
6037575803,2320,254,108,64
6037575901,2563,243,73,38
6037575902,4548,418,362,133
6037576001,4909,432,281,110
6037576200,4613,369,213,100
6037576301,3148,265,148,73
6037576302,3067,354,69,57
6037576401,3645,435,53,48
6037576402,3596,337,74,49
6037576403,3465,341,164,75
6037576501,2275,267,228,97
6037576502,3637,336,245,95
6037576503,3674,289,110,56
6037576601,4338,419,280,141
6037576602,4029,341,370,175
6037576700,3580,291,106,65
6037576801,3369,410,219,124
6037576802,3095,228,169,94
6037576901,4276,306,116,72
6037576903,2730,319,74,54
6037576904,2676,277,63,42
6037577000,5936,485,204,113
6037577100,5869,364,263,133
6037577200,5097,341,257,97
6037577300,5034,381,183,113
6037577400,2688,241,147,82
6037577501,3071,187,264,83
6037577504,1194,137,90,49
6037577602,2756,166,325,77
6037577603,6624,391,391,106
6037577604,1249,124,91,34
6037599000,2510,230,90,70
6037599100,234,103,7,16
6037600100,4984,367,90,56
6037600201,2976,341,92,69
6037600202,4709,420,170,71
6037600302,2305,214,165,84
6037600303,2874,307,52,47
6037600304,2270,170,60,39
6037600400,3335,410,182,93
6037600501,2043,177,140,47
6037600502,1778,189,142,62
6037600601,2142,165,274,78
6037600602,1786,180,31,21
6037600702,3834,936,138,92
6037600703,1632,189,84,31
6037600704,2362,312,247,86
6037600801,2691,274,171,92
6037600802,2149,236,179,63
6037600902,4811,362,173,103
6037600911,2722,231,171,68
6037600912,4201,407,25,23
6037601001,1858,195,142,81
6037601002,3776,448,97,71
6037601100,4855,610,153,96
6037601202,2916,282,40,22
6037601211,2182,185,111,71
6037601212,5088,408,204,124
6037601301,1487,148,53,24
6037601302,5514,409,261,131
6037601303,3696,244,189,81
6037601401,4286,581,780,567
6037601402,4020,395,97,54
6037601501,2831,284,24,31
6037601502,2635,257,62,35
6037601600,2946,293,39,45
6037601700,3825,433,37,50
6037601801,2425,195,34,49
6037601802,2869,228,33,42
