GEO_id2,Civilian_EST_Tot_Pop
6037551000,5757
6037551101,2799
6037551102,3979
6037551201,2764
6037551202,5704
6037551300,4136
6037551401,3528
6037551402,3474
6037551501,3502
6037551502,3210
6037551600,31
6037551700,4507
6037551800,6245
6037551900,4086
6037552001,3207
6037552002,2789
6037552100,4809
6037552200,4148
6037552301,3423
6037552302,3205
6037552400,1870
6037552601,4103
6037552602,3420
6037552700,5348
6037552800,4348
6037552900,5329
6037553000,3792
6037553100,4742
6037553200,5960
6037553300,2779
6037553400,2607
6037553502,3186
6037553503,2088
6037553504,4162
6037553601,3390
6037553602,3595
6037553701,2901
6037553702,3170
6037553801,3145
6037553802,4606
6037553901,4780
6037553902,3985
6037554001,2868
6037554002,4217
6037554101,2629
6037554103,1261
6037554104,1764
6037554105,3134
6037554201,3183
6037554203,2946
6037554204,3140
6037554301,2746
6037554302,2990
6037554403,4004
6037554404,3064
6037554405,2316
6037554406,3844
6037554511,2989
6037554512,4943
6037554513,2107
6037554514,3863
6037554515,3204
6037554516,3236
6037554517,3554
6037554518,4346
6037554519,2966
6037554521,5132
6037554522,4201
6037554600,3481
6037554700,3577
6037554801,2370
6037554802,5119
6037554900,5901
6037555001,4235
6037555002,2438
6037555102,5121
6037555103,3883
6037555104,3118
6037555202,2626
6037555211,4217
6037555212,3196
6037570001,3957
6037570002,2288
6037570003,3385
6037570100,2493
6037570202,4456
6037570203,2714
6037570204,3135
6037570301,5274
6037570303,2843
6037570304,3437
6037570402,2654
6037570403,3293
6037570404,2429
6037570501,5352
6037570502,4486
6037570601,4296
6037570602,4643
6037570603,3200
6037570701,5294
6037570702,1870
6037570800,4128
6037570901,4502
6037570902,2890
6037571000,4574
6037571101,3511
6037571102,3124
6037571200,6457
6037571300,3379
6037571400,3599
6037571502,3536
6037571503,3035
6037571504,3837
6037571600,1231
6037571701,4577
6037571703,2520
6037571704,3027
6037571800,2542
6037571900,4356
6037572001,4282
6037572002,4122
6037572100,809
6037572201,4885
6037572202,2844
6037572301,3128
6037572302,2590
6037572400,969
6037572500,2565
6037572600,4134
6037572700,4255
6037572800,798
6037572900,4045
6037573002,2781
6037573003,1467
6037573004,3202
6037573100,5680
6037573201,3407
6037573202,4636
6037573300,2999
6037573401,976
6037573402,5256
6037573403,2853
6037573601,4677
6037573700,3797
6037573800,3377
6037573902,1592
6037574000,4204
6037574100,4019
6037574201,2323
6037574202,1821
6037574300,4533
6037574400,3947
6037574500,5107
6037574601,2180
6037574602,1062
6037574700,143
6037574800,2423
6037574901,2855
6037574902,4530
6037575001,3085
6037575002,3938
6037575101,3439
6037575102,2925
6037575103,4059
6037575201,3208
6037575202,3184
6037575300,3286
6037575401,3626
6037575402,2736
6037575500,35
6037575801,1508
6037575802,3790
6037575803,2320
6037575901,2563
6037575902,4548
6037576001,4909
6037576200,4613
6037576301,3148
6037576302,3067
6037576401,3645
6037576402,3596
6037576403,3465
6037576501,2275
6037576502,3637
6037576503,3674
6037576601,4338
6037576602,4029
6037576700,3580
6037576801,3369
6037576802,3095
6037576901,4276
6037576903,2730
6037576904,2676
6037577000,5936
6037577100,5869
6037577200,5097
6037577300,5034
6037577400,2688
6037577501,3071
6037577504,1194
6037577602,2756
6037577603,6624
6037577604,1249
6037599000,2510
6037599100,234
6037600100,4984
6037600201,2976
6037600202,4709
6037600302,2305
6037600303,2874
6037600304,2270
6037600400,3335
6037600501,2043
6037600502,1778
6037600601,2142
6037600602,1786
6037600702,3834
6037600703,1632
6037600704,2362
6037600801,2691
6037600802,2149
6037600902,4811
6037600911,2722
6037600912,4201
6037601001,1858
6037601002,3776
6037601100,4855
6037601202,2916
6037601211,2182
6037601212,5088
6037601301,1487
6037601302,5514
6037601303,3696
6037601401,4286
6037601402,4020
6037601501,2831
6037601502,2635
6037601600,2946
6037601700,3825
6037601801,2425
6037601802,2869
6037601900,3483
6037602002,2200
6037602003,3201
6037602004,2901
6037602103,5191
6037602104,4014
6037602105,3432
6037602106,4363
6037602200,5839
6037602301,4943
6037602302,2664
6037602402,4678
6037602403,4105
6037602404,4639
6037602504,3515
6037602505,2965
6037602506,2886
6037602507,3258
6037602508,5267
6037602509,3154
6037602600,6933
6037602700,2907
6037602801,2786
6037602802,3718
6037602900,3193
6037603001,5688
6037603004,1267
6037603005,4208
6037603006,1521
6037603101,3236
6037603102,2988
6037603200,2737
6037603301,3208
6037603302,3249
6037603400,3367
6037603500,2364
6037603600,3514
6037603702,3978
6037603703,2157
6037603704,4616
6037603801,3751
6037603802,2983
6037603900,5646
6037604001,3468
6037604002,3974
6037604100,5550
6037609900,1744
6037620001,3277
6037620002,2632
6037620101,4048
6037620102,2941
6037620201,1376
6037620301,3361
6037620303,3058
6037620305,4702
6037620400,3979
6037620501,4577
6037620521,2937
6037620522,3805
6037620601,4331
6037620602,4240
6037620701,5306
6037620702,5317
6037620800,5930
6037620901,2151
6037620904,2207
6037621001,3622
6037621002,823
6037621004,3725
6037621102,2304
6037621104,5689
6037621201,4924
6037621204,2868
6037621301,5374
6037621324,3166
6037621326,2652
6037621400,3589
6037650001,4671
6037650003,2491
6037650004,3333
6037650101,4659
6037650102,1887
6037650200,4820
6037650300,5559
6037650401,3569
6037650501,2386
6037650502,3524
6037650602,6079
6037650603,3003
6037650604,4585
6037650605,2350
6037650701,1950
6037650702,3892
6037650800,5216
6037650901,4849
6037650902,4798
6037651001,4697
6037651002,4025
6037651101,4155
6037651102,3217
6037651201,3911
6037651221,2620
6037651222,4839
6037651302,4792
6037651304,3958
6037651401,2015
6037651402,4880
6037670001,2868
6037670002,3102
6037670003,4580
6037670100,5709
6037670201,3003
6037670202,2027
6037670324,3820
6037670326,2733
6037670328,3811
6037670403,2099
6037670405,2277
6037670406,1541
6037670407,4520
6037670411,3317
6037670413,3666
6037670416,3354
6037670500,1364
6037670602,5769
6037670701,5596
6037670702,4460
6037700101,5007
6037700102,3777
6037700200,6932
6037700300,6047
6037700400,5084
6037700501,3780
6037700502,4213
6037700600,3861
6037700700,2566
6037700801,4414
6037700802,3300
6037700901,2924
6037700902,5971
6037701000,4416
6037701100,1005
6037701201,2939
6037701202,2881
6037701302,4386
6037701304,5357
6037701402,5693
6037701501,4333
6037701502,3438
6037701601,3842
6037701602,3350
6037701701,2796
6037701702,3060
6037701801,5296
6037701802,3846
6037701902,4345
6037702002,5648
6037702102,5341
6037702201,3563
6037702202,3158
6037702300,5670
6037702400,3804
6037702501,3856
6037702502,3428
6037702600,4805
6037702700,2793
6037702801,4151
6037702802,2061
6037702803,2551
6037702901,9080
6037703001,4936
6037703002,5710
6037703100,4642
6037703200,4655
6037800101,4525
6037800102,5248
6037800202,4424
6037800203,4202
6037800204,3771
6037800324,5007
6037800325,2759
6037800326,4100
6037800327,4537
6037800328,2345
6037800329,5096
6037800330,788
6037800331,576
6037800332,4861
6037800406,2337
6037800408,6012
6037800410,3653
6037800504,2113
6037800506,2458
6037900102,528
6037900103,4119
6037900104,4180
6037900201,822
6037900300,3500
6037900501,4805
6037900504,4708
6037900505,2435
6037900506,3240
6037900507,4978
6037900508,2284
6037900602,3924
6037900605,5096
6037900606,2441
6037900607,2557
6037900608,2591
6037900609,3568
6037900701,3240
6037900703,3164
6037900704,2082
6037900705,3078
6037900803,6390
6037900804,2415
6037900805,3742
6037900806,3271
6037900900,3156
6037901003,4600
6037901004,8859
6037901007,1616
6037901008,2147
6037901009,4317
6037901010,4169
6037901011,3982
6037901101,3969
6037901102,4306
6037901205,8202
6037901209,1186
6037901210,1383
6037901213,2983
6037910001,4464
6037910002,5372
6037910101,1245
6037910201,2941
6037910202,4189
6037910205,974
6037910206,2448
6037910207,4511
6037910208,4575
6037910209,3471
6037910210,5275
6037910301,3037
6037910302,4180
6037910401,5182
6037910402,2360
6037910403,1228
6037910404,2833
6037910501,3105
6037910502,2705
6037910504,3167
6037910505,2153
6037910601,4660
6037910602,2775
6037910603,4818
6037910605,3120
6037910606,2255
6037910705,8225
6037910706,4080
6037910707,3191
6037910709,1345
6037910711,5802
6037910712,2014
6037910713,3944
6037910714,2658
6037910715,4551
6037910716,4173
6037910804,2604
6037910805,3992
6037910807,4924
6037910808,2627
6037910809,1798
6037910810,2136
6037910811,151
6037910812,263
6037910813,3199
6037911001,3413
6037920011,266
6037920012,872
6037920013,4042
6037920015,4206
6037920016,3439
6037920017,3668
6037920018,1730
6037920020,5247
6037920023,2110
6037920026,359
6037920028,4768
6037920029,2694
6037920030,4306
6037920031,5241
6037920032,2381
6037920033,536
6037920034,2635
6037920035,5602
6037920036,2418
6037920037,4934
6037920038,3216
6037920039,1448
6037920040,2522
6037920041,2034
6037920042,5682
6037920043,4296
6037920044,2038
6037920045,3543
6037920102,3984
6037920104,2320
6037920106,2547
6037920107,2900
6037920108,3371
6037920109,4215
6037920110,2526
6037920111,2299
6037920112,3403
6037920114,4705
6037920115,3002
6037920116,3683
6037920118,4473
6037920119,1367
6037920200,5422
6037920303,1334
6037920312,4117
6037920313,4154
6037920314,2275
6037920322,2114
6037920326,5148
6037920328,1662
6037920329,4239
6037920330,4146
6037920331,3026
6037920332,2060
6037920334,5016
6037920336,4485
6037920337,5294
6037920338,4180
6037920339,5215
6037930101,45
6037930200,449
6037930301,798
6037980001,0
6037980002,0
6037980003,0
6037980004,0
6037980005,0
6037980006,0
6037980007,0
6037980008,48
6037980009,5
6037980010,105
6037980013,0
6037980014,0
6037980015,419
6037980018,0
6037980019,133
6037980020,0
6037980021,8
6037980022,0
6037980023,0
6037980024,185
6037980025,0
6037980026,16
6037980028,0
6037980030,0
6037980031,1090
6037980033,12
6037990100,0
6037990200,0
6037990300,0
