GEOID,GEO_id2,Total_POP_EST
6037400501,6037400501,1837
6037400602,6037400602,3358
6037400603,6037400603,3934
6037400604,6037400604,2482
6037400800,6037400800,6444
6037400900,6037400900,3583
6037401001,6037401001,2663
6037401002,6037401002,3153
6037401101,6037401101,4080
6037401102,6037401102,2617
6037401201,6037401201,2650
6037401202,6037401202,4112
6037401203,6037401203,4504
6037401303,6037401303,1958
6037401304,6037401304,5128
6037401311,6037401311,4823
6037401312,6037401312,4971
6037401500,6037401500,5092
6037401601,6037401601,4806
6037401602,6037401602,4687
6037401603,6037401603,2506
6037401701,6037401701,3892
6037401703,6037401703,3634
6037401704,6037401704,5047
6037401800,6037401800,7183
6037401901,6037401901,3933
6037401902,6037401902,5086
6037402001,6037402001,2507
6037402002,6037402002,3338
6037402101,6037402101,4076
6037402102,6037402102,3783
6037402200,6037402200,5706
6037402301,6037402301,4223
6037402303,6037402303,2917
6037402304,6037402304,3068
6037402402,6037402402,5121
6037402403,6037402403,4274
6037402404,6037402404,1905
6037402405,6037402405,2324
6037402406,6037402406,3746
6037402501,6037402501,3967
6037402502,6037402502,4896
6037402600,6037402600,5976
6037402702,6037402702,4112
6037402703,6037402703,3654
6037402705,6037402705,2671
6037402706,6037402706,3213
6037402801,6037402801,3108
6037402803,6037402803,2213
6037402804,6037402804,2869
6037402902,6037402902,5275
6037402903,6037402903,3198
6037402904,6037402904,2889
6037403000,6037403000,5822
6037403200,6037403200,693
6037403303,6037403303,2304
6037403304,6037403304,4542
6037403305,6037403305,1787
6037403312,6037403312,4134
6037403316,6037403316,5796
6037403317,6037403317,3930
6037403318,6037403318,5127
6037403319,6037403319,3773
6037403320,6037403320,4182
6037403321,6037403321,5268
6037403322,6037403322,3177
6037403323,6037403323,4519
6037403324,6037403324,5946
6037403325,6037403325,4213
6037403401,6037403401,4482
6037403402,6037403402,3110
6037403403,6037403403,4112
6037403404,6037403404,2303
6037403405,6037403405,1415
6037403406,6037403406,2462
6037403407,6037403407,1742
6037403408,6037403408,5675
6037403500,6037403500,1597
6037403600,6037403600,5653
6037403702,6037403702,3198
6037403703,6037403703,4242
6037403721,6037403721,4024
6037403722,6037403722,4189
6037403801,6037403801,5146
6037403802,6037403802,4988
6037403901,6037403901,2829
6037403902,6037403902,4189
6037404000,6037404000,3956
6037404100,6037404100,5359
6037404201,6037404201,2888
6037404202,6037404202,3359
6037404301,6037404301,4288
6037404302,6037404302,1769
6037404401,6037404401,2936
6037404402,6037404402,3783
6037404501,6037404501,1902
6037404503,6037404503,2254
6037404504,6037404504,3696
6037404600,6037404600,1054
6037404701,6037404701,4253
6037404702,6037404702,4217
6037404703,6037404703,2425
6037404801,6037404801,6225
6037404802,6037404802,3540
6037404803,6037404803,1338
6037404901,6037404901,4567
6037404902,6037404902,3277
6037404903,6037404903,2117
6037405001,6037405001,4804
6037405002,6037405002,2421
6037405101,6037405101,4419
6037405102,6037405102,3411
6037405201,6037405201,3768
6037405202,6037405202,4045
6037405203,6037405203,3049
6037405301,6037405301,2840
6037405302,6037405302,4807
6037405400,6037405400,4362
6037405500,6037405500,5376
6037405600,6037405600,4682
6037405701,6037405701,2919
6037405702,6037405702,4209
6037405800,6037405800,4542
6037405900,6037405900,3162
6037406000,6037406000,4051
6037406101,6037406101,2740
6037406102,6037406102,4882
6037406200,6037406200,4633
6037406300,6037406300,4575
6037406402,6037406402,1827
6037406411,6037406411,1764
6037406412,6037406412,2142
6037406500,6037406500,5400
6037406601,6037406601,4791
6037406602,6037406602,4732
6037406701,6037406701,2579
6037406702,6037406702,4815
6037406800,6037406800,4000
6037406901,6037406901,3778
6037406902,6037406902,3063
6037407001,6037407001,5257
6037407002,6037407002,2889
6037407101,6037407101,3651
6037407102,6037407102,4564
6037407200,6037407200,5750
6037407301,6037407301,4173
6037407302,6037407302,2864
6037407400,6037407400,1726
6037407501,6037407501,3420
6037407502,6037407502,3229
6037407601,6037407601,3231
6037407602,6037407602,3011
6037407701,6037407701,3724
6037407702,6037407702,5496
6037407801,6037407801,4394
6037407802,6037407802,3038
6037407900,6037407900,5397
6037408003,6037408003,3863
6037408004,6037408004,1898
6037408005,6037408005,3919
6037408006,6037408006,2849
6037408133,6037408133,4541
6037408134,6037408134,2469
6037408135,6037408135,3128
6037408136,6037408136,3223
6037408137,6037408137,3258
6037408138,6037408138,4134
6037408139,6037408139,3109
6037408140,6037408140,2912
6037408141,6037408141,4019
6037408202,6037408202,1576
6037408211,6037408211,4991
6037408212,6037408212,4577
6037408301,6037408301,4452
6037408302,6037408302,3534
6037408303,6037408303,3823
6037408401,6037408401,3514
6037408402,6037408402,5294
6037408501,6037408501,2568
6037408503,6037408503,5725
6037408504,6037408504,4114
6037408505,6037408505,2183
6037408623,6037408623,2637
6037408624,6037408624,2831
6037408625,6037408625,3285
6037408626,6037408626,4174
6037408627,6037408627,2951
6037408628,6037408628,4721
6037408629,6037408629,2336
6037408630,6037408630,2001
6037408631,6037408631,4493
6037408703,6037408703,5500
6037408704,6037408704,2703
6037408705,6037408705,4767
6037408706,6037408706,1593
6037408722,6037408722,3938
6037408723,6037408723,2555
6037408724,6037408724,3890
6037408800,6037408800,3304
6037430002,6037430002,5773
6037430003,6037430003,4020
6037430101,6037430101,4362
6037430102,6037430102,3889
6037430200,6037430200,1054
6037430301,6037430301,3854
6037430302,6037430302,4683
6037430400,6037430400,3820
6037430501,6037430501,3430
6037430502,6037430502,5947
6037430600,6037430600,3775
6037430701,6037430701,4448
6037430721,6037430721,2864
6037430723,6037430723,3482
6037430724,6037430724,3879
6037430801,6037430801,5382
6037430802,6037430802,3562
6037430803,6037430803,4582
6037430901,6037430901,3598
6037430902,6037430902,3890
6037431001,6037431001,5942
6037431002,6037431002,2713
6037431100,6037431100,5655
6037431200,6037431200,4916
6037431300,6037431300,2284
6037431400,6037431400,3576
6037431501,6037431501,3830
6037431502,6037431502,3466
6037431600,6037431600,3605
6037431700,6037431700,4988
6037431800,6037431800,4924
6037431900,6037431900,3558
6037432000,6037432000,6420
6037432101,6037432101,3399
6037432102,6037432102,4699
6037432201,6037432201,3817
6037432202,6037432202,3651
6037432300,6037432300,3633
6037432401,6037432401,2967
6037432402,6037432402,5498
6037432500,6037432500,7274
6037432601,6037432601,5859
6037432602,6037432602,3786
6037432700,6037432700,4013
6037432801,6037432801,2270
6037432802,6037432802,3925
6037432901,6037432901,3611
6037432902,6037432902,2837
6037433101,6037433101,1923
6037433102,6037433102,3749
6037433200,6037433200,4844
6037433302,6037433302,1203
6037433304,6037433304,4035
6037433305,6037433305,3875
6037433306,6037433306,2427
6037433307,6037433307,2495
6037433401,6037433401,2296
6037433402,6037433402,3464
6037433403,6037433403,3385
6037433501,6037433501,1392
6037433503,6037433503,2282
6037433504,6037433504,3447
6037433601,6037433601,4325
6037433602,6037433602,2368
6037433700,6037433700,3335
6037433801,6037433801,4677
6037433802,6037433802,2924
6037433901,6037433901,4168
6037433902,6037433902,2568
6037434001,6037434001,3229
6037434003,6037434003,3457
6037434004,6037434004,2096
6037460000,6037460000,3979
6037460100,6037460100,5380
6037460200,6037460200,5035
6037460301,6037460301,3671
6037460302,6037460302,4022
6037460401,6037460401,701
6037460501,6037460501,4451
6037460502,6037460502,3411
6037460600,6037460600,3642
6037460700,6037460700,3853
6037460800,6037460800,2608
6037460900,6037460900,5762
6037461000,6037461000,5402
6037461100,6037461100,4146
6037461200,6037461200,4176
6037461300,6037461300,5904
6037461400,6037461400,2690
6037461501,6037461501,3386
6037461502,6037461502,5584
6037461600,6037461600,5037
6037461700,6037461700,1352
6037461901,6037461901,4178
6037461902,6037461902,1683
6037462001,6037462001,2974
6037462002,6037462002,3209
6037462100,6037462100,4613
6037462201,6037462201,3459
6037462202,6037462202,2374
6037462301,6037462301,3751
6037462302,6037462302,2892
6037462400,6037462400,3358
6037462500,6037462500,5565
6037462600,6037462600,1923
6037462700,6037462700,4489
6037462800,6037462800,2460
6037462900,6037462900,3209
6037463000,6037463000,1873
6037463101,6037463101,2131
6037463102,6037463102,3066
6037463200,6037463200,2953
6037463300,6037463300,1739
6037463400,6037463400,5180
6037463500,6037463500,5646
6037463601,6037463601,5299
6037463602,6037463602,5271
6037463700,6037463700,2604
6037463800,6037463800,3331
6037463900,6037463900,3173
6037464000,6037464000,5090
6037464100,6037464100,5760
6037464200,6037464200,4702
6037480002,6037480002,2941
6037480011,6037480011,4177
6037480012,6037480012,4043
6037480101,6037480101,3266
6037480102,6037480102,3907
6037480201,6037480201,3202
6037480202,6037480202,2021
6037480302,6037480302,4012
6037480303,6037480303,3153
6037480304,6037480304,3776
6037480400,6037480400,4598
6037480500,6037480500,4186
6037480600,6037480600,6270
6037480702,6037480702,3651
6037480703,6037480703,2909
6037480704,6037480704,3662
6037480802,6037480802,2952
6037480803,6037480803,3247
6037480804,6037480804,4180
6037480901,6037480901,4358
6037480902,6037480902,3243
6037480903,6037480903,2502
6037481001,6037481001,3679
6037481002,6037481002,5176
6037481101,6037481101,3812
6037481102,6037481102,3200
6037481103,6037481103,4118
6037481201,6037481201,3055
6037481202,6037481202,4837
6037481300,6037481300,2882
6037481401,6037481401,5487
6037481402,6037481402,6217
6037481500,6037481500,3900
6037481603,6037481603,2974
6037481604,6037481604,3240
6037481605,6037481605,2495
6037481606,6037481606,4154
6037481711,6037481711,3856
6037481712,6037481712,4864
6037481713,6037481713,2505
6037481714,6037481714,2324
6037481800,6037481800,2486
6037481901,6037481901,5248
6037481902,6037481902,2782
6037482001,6037482001,2561
6037482002,6037482002,5543
6037482101,6037482101,3966
6037482102,6037482102,2633
6037482201,6037482201,3348
6037482202,6037482202,4291
6037482301,6037482301,3789
6037482303,6037482303,4737
6037482304,6037482304,2863
6037482401,6037482401,3129
6037482402,6037482402,6144
6037482502,6037482502,2726
6037482503,6037482503,3499
6037482521,6037482521,4785
6037482522,6037482522,4249
6037482600,6037482600,5927
6037482701,6037482701,3737
6037482702,6037482702,2287
6037482800,6037482800,3737
6037500100,6037500100,3452
6037500201,6037500201,5719
6037500202,6037500202,4030
6037500300,6037500300,2688
6037500402,6037500402,3442
6037500403,6037500403,3270
6037500404,6037500404,4079
6037500500,6037500500,2312
6037500600,6037500600,4419
6037500700,6037500700,5312
6037500800,6037500800,4134
6037500900,6037500900,4671
6037501001,6037501001,2700
6037501002,6037501002,4070
6037501200,6037501200,3969
6037501300,6037501300,5583
6037501400,6037501400,3343
6037501501,6037501501,2148
6037501503,6037501503,4053
6037501504,6037501504,2831
6037501600,6037501600,6545
6037501700,6037501700,2732
6037501802,6037501802,2872
6037501803,6037501803,3076
6037501804,6037501804,1523
6037501900,6037501900,3342
6037502003,6037502003,2047
6037502004,6037502004,3140
6037502005,6037502005,3707
6037502100,6037502100,4420
6037502200,6037502200,5437
6037502301,6037502301,4804
6037502302,6037502302,2351
6037502401,6037502401,4146
6037502402,6037502402,3143
6037502500,6037502500,3156
6037502601,6037502601,5997
6037502602,6037502602,3557
6037502700,6037502700,5510
6037502801,6037502801,5170
6037502802,6037502802,2510
6037502901,6037502901,4570
6037502902,6037502902,3069
6037503000,6037503000,3860
6037503103,6037503103,4033
6037503104,6037503104,1916
6037503105,6037503105,3233
6037503106,6037503106,2896
6037503201,6037503201,3427
6037503202,6037503202,4008
6037503301,6037503301,2545
6037503302,6037503302,5324
6037503401,6037503401,5395
6037503402,6037503402,3359
6037503501,6037503501,5035
6037503502,6037503502,3538
6037503601,6037503601,3608
6037503602,6037503602,3688
6037503701,6037503701,4317
6037503702,6037503702,4424
6037503703,6037503703,7002
6037503801,6037503801,3254
6037503802,6037503802,4205
6037503901,6037503901,2470
6037503902,6037503902,3783
6037504001,6037504001,5306
6037504002,6037504002,4240
6037504101,6037504101,4265
6037504102,6037504102,7
6037530003,6037530003,2968
6037530004,6037530004,3182
6037530005,6037530005,3844
6037530006,6037530006,3301
6037530101,6037530101,4264
6037530102,6037530102,4387
6037530202,6037530202,3661
6037530203,6037530203,2351
6037530204,6037530204,2994
6037530301,6037530301,1598
6037530302,6037530302,5542
6037530400,6037530400,2907
6037530500,6037530500,3277
6037530601,6037530601,2322
6037530602,6037530602,1249
6037530700,6037530700,1773
6037530801,6037530801,3759
6037530802,6037530802,2637
6037530901,6037530901,2719
6037530902,6037530902,3097
6037531000,6037531000,3788
6037531101,6037531101,3531
6037531102,6037531102,2421
6037531201,6037531201,4029
6037531202,6037531202,3187
6037531301,6037531301,3727
6037531302,6037531302,4885
6037531502,6037531502,2431
6037531503,6037531503,1879
6037531504,6037531504,3049
6037531602,6037531602,3674
6037531603,6037531603,2278
6037531604,6037531604,2726
6037531701,6037531701,4115
6037531702,6037531702,3581
6037531800,6037531800,3972
6037531901,6037531901,4641
6037531902,6037531902,3445
6037532001,6037532001,2367
6037532002,6037532002,2569
6037532101,6037532101,4737
6037532102,6037532102,3082
6037532200,6037532200,4968
6037532302,6037532302,3581
6037532303,6037532303,3660
6037532304,6037532304,3365
6037532400,6037532400,45
6037532500,6037532500,2981
6037532603,6037532603,2222
6037532604,6037532604,1951
6037532605,6037532605,2896
6037532606,6037532606,3426
6037532700,6037532700,2259
6037532800,6037532800,2599
6037532900,6037532900,4734
6037533001,6037533001,3015
6037533002,6037533002,1875
6037533103,6037533103,2193
6037533104,6037533104,2884
6037533105,6037533105,1785
6037533106,6037533106,1215
6037533107,6037533107,2501
6037533201,6037533201,2018
6037533202,6037533202,2036
6037533203,6037533203,1411
6037533300,6037533300,2262
6037533401,6037533401,3919
6037533402,6037533402,2837
6037533403,6037533403,2207
6037533501,6037533501,2241
6037533502,6037533502,1487
6037533503,6037533503,1550
6037533601,6037533601,3269
6037533602,6037533602,3900
6037533603,6037533603,4936
6037533701,6037533701,2244
6037533702,6037533702,2689
6037533703,6037533703,3135
6037533803,6037533803,4468
6037533804,6037533804,3464
6037533805,6037533805,2746
6037533806,6037533806,2488
6037533901,6037533901,4291
6037533902,6037533902,2726
6037534001,6037534001,3616
6037534002,6037534002,3256
6037534101,6037534101,1578
6037534102,6037534102,4379
6037534201,6037534201,3068
6037534202,6037534202,3813
6037534203,6037534203,2420
6037534301,6037534301,3179
6037534302,6037534302,2446
6037534403,6037534403,2214
6037534404,6037534404,2569
6037534405,6037534405,2732
6037534406,6037534406,3314
6037534501,6037534501,3986
6037534502,6037534502,3587
6037534700,6037534700,3658
6037534802,6037534802,2300
6037534803,6037534803,3480
6037534804,6037534804,2902
6037534900,6037534900,4454
6037535001,6037535001,3072
6037535002,6037535002,2596
6037535101,6037535101,5504
6037535102,6037535102,3394
6037535200,6037535200,4397
6037535300,6037535300,4232
6037535400,6037535400,2058
6037535501,6037535501,2670
6037535502,6037535502,3803
6037535503,6037535503,1785
6037535603,6037535603,2589
6037535604,6037535604,3090
6037535605,6037535605,3348
6037535606,6037535606,1436
6037535607,6037535607,3375
6037535701,6037535701,4442
6037535702,6037535702,3790
6037535802,6037535802,5154
6037535803,6037535803,3377
6037535804,6037535804,3960
6037535901,6037535901,3990
6037535902,6037535902,5314
6037536000,6037536000,2722
6037536102,6037536102,2688
6037536103,6037536103,4435
6037536104,6037536104,2993
6037536200,6037536200,5547
6037540000,6037540000,5287
6037540101,6037540101,4878
6037540102,6037540102,5200
6037540201,6037540201,1388
6037540202,6037540202,4737
6037540203,6037540203,4248
6037540300,6037540300,3846
6037540400,6037540400,1675
6037540501,6037540501,5404
6037540502,6037540502,4320
6037540600,6037540600,3191
6037540700,6037540700,2456
6037540800,6037540800,4657
6037540901,6037540901,3511
6037540902,6037540902,4146
6037541001,6037541001,913
6037541002,6037541002,2614
6037541100,6037541100,2498
6037541200,6037541200,4939
6037541300,6037541300,4175
6037541400,6037541400,4929
6037541500,6037541500,4184
6037541603,6037541603,2308
6037541604,6037541604,4246
6037541605,6037541605,3975
6037541606,6037541606,1759
6037541700,6037541700,4755
6037541801,6037541801,4004
6037541802,6037541802,3973
6037542000,6037542000,3557
6037542103,6037542103,2806
6037542104,6037542104,2397
6037542105,6037542105,3315
6037542106,6037542106,2444
6037542200,6037542200,5457
6037542401,6037542401,3730
6037542402,6037542402,2379
6037542501,6037542501,3386
6037542502,6037542502,3523
6037542601,6037542601,2018
6037542602,6037542602,4372
6037542700,6037542700,4231
6037542800,6037542800,2419
6037542900,6037542900,2393
6037543000,6037543000,3478
6037543100,6037543100,5567
6037543201,6037543201,2802
6037543202,6037543202,3366
6037543304,6037543304,5361
6037543305,6037543305,2815
6037543306,6037543306,6423
6037543321,6037543321,5026
6037543322,6037543322,6368
6037543400,6037543400,3256
6037543501,6037543501,5856
6037543502,6037543502,3521
6037543503,6037543503,5021
6037543601,6037543601,2933
6037543602,6037543602,7001
6037543603,6037543603,4120
6037543604,6037543604,4621
6037543701,6037543701,2462
6037543702,6037543702,5553
6037543703,6037543703,2854
6037543801,6037543801,4347
6037543802,6037543802,5362
6037543903,6037543903,3103
6037543905,6037543905,3353
6037544001,6037544001,3792
6037544002,6037544002,2695
6037550000,6037550000,1773
6037550100,6037550100,5977
6037550201,6037550201,2224
6037550202,6037550202,4551
6037550300,6037550300,6312
6037550400,6037550400,1152
6037550500,6037550500,6333
6037550601,6037550601,4152
6037550602,6037550602,3738
6037550700,6037550700,5315
6037550800,6037550800,6136
6037550901,6037550901,3165
6037550902,6037550902,4548
6037551000,6037551000,6002
6037551101,6037551101,2867
6037551102,6037551102,4040
6037551201,6037551201,2821
6037551202,6037551202,5874
6037551300,6037551300,4261
6037551401,6037551401,3686
6037551402,6037551402,3610
6037551501,6037551501,3565
6037551502,6037551502,3333
6037551600,6037551600,37
6037551700,6037551700,4597
6037551800,6037551800,6481
6037551900,6037551900,4302
6037552001,6037552001,3353
6037552002,6037552002,2911
6037552100,6037552100,4904
6037552200,6037552200,4279
6037552301,6037552301,3509
6037552302,6037552302,3358
6037552400,6037552400,1920
6037552601,6037552601,4242
6037552602,6037552602,3516
6037552700,6037552700,5543
6037552800,6037552800,4526
6037552900,6037552900,5465
6037553000,6037553000,3917
6037553100,6037553100,4962
6037553200,6037553200,6349
6037553300,6037553300,2841
6037553400,6037553400,2682
6037553502,6037553502,3351
6037553503,6037553503,2116
6037553504,6037553504,4233
6037553601,6037553601,3455
6037553602,6037553602,3681
6037553701,6037553701,2920
6037553702,6037553702,3179
6037553801,6037553801,3168
6037553802,6037553802,4742
6037553901,6037553901,4917
6037553902,6037553902,4066
6037554001,6037554001,3073
6037554002,6037554002,4293
6037554101,6037554101,2678
6037554103,6037554103,1298
6037554104,6037554104,1819
6037554105,6037554105,3220
6037554201,6037554201,3240
6037554203,6037554203,2988
6037554204,6037554204,3282
6037554301,6037554301,2899
6037554302,6037554302,3054
6037554403,6037554403,4128
6037554404,6037554404,3155
6037554405,6037554405,2412
6037554406,6037554406,4039
6037554511,6037554511,3087
6037554512,6037554512,5193
6037554513,6037554513,2181
6037554514,6037554514,3992
6037554515,6037554515,3407
6037554516,6037554516,3356
6037554517,6037554517,3702
6037554518,6037554518,4649
6037554519,6037554519,3106
6037554521,6037554521,5379
6037554522,6037554522,4462
6037554600,6037554600,3565
6037554700,6037554700,3715
6037554801,6037554801,2409
6037554802,6037554802,5314
6037554900,6037554900,6023
6037555001,6037555001,4310
6037555002,6037555002,2535
6037555102,6037555102,5180
6037555103,6037555103,4105
6037555104,6037555104,3213
6037555202,6037555202,2853
6037555211,6037555211,4290
6037555212,6037555212,3265
6037570001,6037570001,4214
6037570002,6037570002,2424
6037570003,6037570003,3586
6037570100,6037570100,2664
6037570202,6037570202,4669
6037570203,6037570203,2744
6037570204,6037570204,3315
6037570301,6037570301,5391
6037570303,6037570303,2947
6037570304,6037570304,3546
6037570402,6037570402,2782
6037570403,6037570403,3326
6037570404,6037570404,2466
6037570501,6037570501,5609
6037570502,6037570502,4660
6037570601,6037570601,4402
6037570602,6037570602,4820
6037570603,6037570603,3384
6037570701,6037570701,5639
6037570702,6037570702,2015
6037570800,6037570800,4368
6037570901,6037570901,4802
6037570902,6037570902,3100
6037571000,6037571000,4990
6037571101,6037571101,3723
6037571102,6037571102,3328
6037571200,6037571200,6899
6037571300,6037571300,3545
6037571400,6037571400,3764
6037571502,6037571502,3721
6037571503,6037571503,3233
6037571504,6037571504,4073
6037571600,6037571600,1274
6037571701,6037571701,4788
6037571703,6037571703,2588
6037571704,6037571704,3121
6037571800,6037571800,2815
6037571900,6037571900,4715
6037572001,6037572001,4493
6037572002,6037572002,4628
6037572100,6037572100,886
6037572201,6037572201,5207
6037572202,6037572202,2926
6037572301,6037572301,3202
6037572302,6037572302,2680
6037572400,6037572400,1025
6037572500,6037572500,2705
6037572600,6037572600,4316
6037572700,6037572700,4468
6037572800,6037572800,898
6037572900,6037572900,4232
6037573002,6037573002,2844
6037573003,6037573003,1542
6037573004,6037573004,3343
6037573100,6037573100,6027
6037573201,6037573201,3473
6037573202,6037573202,4709
6037573300,6037573300,3008
6037573401,6037573401,1000
6037573402,6037573402,5541
6037573403,6037573403,3042
6037573601,6037573601,5198
6037573700,6037573700,4122
6037573800,6037573800,3643
6037573902,6037573902,1669
6037574000,6037574000,4450
6037574100,6037574100,4254
6037574201,6037574201,2449
6037574202,6037574202,1928
6037574300,6037574300,4839
6037574400,6037574400,4259
6037574500,6037574500,5551
6037574601,6037574601,2185
6037574602,6037574602,1143
6037574700,6037574700,207
6037574800,6037574800,2550
6037574901,6037574901,2974
6037574902,6037574902,4710
6037575001,6037575001,3185
6037575002,6037575002,4099
6037575101,6037575101,3513
6037575102,6037575102,2981
6037575103,6037575103,4260
6037575201,6037575201,3271
6037575202,6037575202,3214
6037575300,6037575300,3304
6037575401,6037575401,3764
6037575402,6037575402,2773
6037575500,6037575500,35
6037575801,6037575801,1543
6037575802,6037575802,3911
6037575803,6037575803,2428
6037575901,6037575901,2636
6037575902,6037575902,4910
6037576001,6037576001,5190
6037576200,6037576200,4826
6037576301,6037576301,3296
6037576302,6037576302,3136
6037576401,6037576401,3698
6037576402,6037576402,3670
6037576403,6037576403,3629
6037576501,6037576501,2503
6037576502,6037576502,3882
6037576503,6037576503,3784
6037576601,6037576601,4618
6037576602,6037576602,4399
6037576700,6037576700,3686
6037576801,6037576801,3588
6037576802,6037576802,3264
6037576901,6037576901,4392
6037576903,6037576903,2804
6037576904,6037576904,2739
6037577000,6037577000,6140
6037577100,6037577100,6132
6037577200,6037577200,5354
6037577300,6037577300,5217
6037577400,6037577400,2835
6037577501,6037577501,3335
6037577504,6037577504,1284
6037577602,6037577602,3081
6037577603,6037577603,7015
6037577604,6037577604,1340
6037599000,6037599000,2600
6037599100,6037599100,241
6037600100,6037600100,5074
6037600201,6037600201,3068
6037600202,6037600202,4879
6037600302,6037600302,2470
6037600303,6037600303,2926
6037600304,6037600304,2330
6037600400,6037600400,3517
6037600501,6037600501,2183
6037600502,6037600502,1920
6037600601,6037600601,2416
6037600602,6037600602,1817
6037600702,6037600702,3972
6037600703,6037600703,1716
6037600704,6037600704,2609
6037600801,6037600801,2862
6037600802,6037600802,2328
6037600902,6037600902,4984
6037600911,6037600911,2893
6037600912,6037600912,4226
6037601001,6037601001,2000
6037601002,6037601002,3873
6037601100,6037601100,5008
6037601202,6037601202,2956
6037601211,6037601211,2293
6037601212,6037601212,5292
6037601301,6037601301,1540
6037601302,6037601302,5775
6037601303,6037601303,3885
6037601401,6037601401,5066
6037601402,6037601402,4117
6037601501,6037601501,2855
6037601502,6037601502,2697
6037601600,6037601600,2985
6037601700,6037601700,3862
6037601801,6037601801,2459
6037601802,6037601802,2902
6037601900,6037601900,3483
6037602002,6037602002,2268
6037602003,6037602003,3272
6037602004,6037602004,2999
6037602103,6037602103,5404
6037602104,6037602104,4127
6037602105,6037602105,3561
6037602106,6037602106,4450
6037602200,6037602200,6077
6037602301,6037602301,5098
6037602302,6037602302,2858
6037602402,6037602402,4842
6037602403,6037602403,4202
6037602404,6037602404,4737
6037602504,6037602504,3615
6037602505,6037602505,3099
6037602506,6037602506,3085
6037602507,6037602507,3410
6037602508,6037602508,5338
6037602509,6037602509,3205
6037602600,6037602600,7442
6037602700,6037602700,3077
6037602801,6037602801,2837
6037602802,6037602802,3820
6037602900,6037602900,3279
6037603001,6037603001,5851
6037603004,6037603004,1333
6037603005,6037603005,4327
6037603006,6037603006,1575
6037603101,6037603101,3452
6037603102,6037603102,3180
6037603200,6037603200,2836
6037603301,6037603301,3344
6037603302,6037603302,3486
6037603400,6037603400,3530
6037603500,6037603500,2467
6037603600,6037603600,3732
6037603702,6037603702,4175
6037603703,6037603703,2288
6037603704,6037603704,4714
6037603801,6037603801,3895
6037603802,6037603802,3165
6037603900,6037603900,5899
6037604001,6037604001,3524
6037604002,6037604002,4061
6037604100,6037604100,5811
6037609900,6037609900,1822
6037620001,6037620001,3478
6037620002,6037620002,2774
6037620101,6037620101,4233
6037620102,6037620102,3146
6037620201,6037620201,1422
6037620301,6037620301,3615
6037620303,6037620303,3208
6037620305,6037620305,4933
6037620400,6037620400,4292
6037620501,6037620501,4810
6037620521,6037620521,3067
6037620522,6037620522,4076
6037620601,6037620601,4524
6037620602,6037620602,4528
6037620701,6037620701,5760
6037620702,6037620702,5526
6037620800,6037620800,6267
6037620901,6037620901,2258
6037620904,6037620904,2268
6037621001,6037621001,3846
6037621002,6037621002,879
6037621004,6037621004,3839
6037621102,6037621102,2429
6037621104,6037621104,5996
6037621201,6037621201,5122
6037621204,6037621204,3009
6037621301,6037621301,5578
6037621324,6037621324,3419
6037621326,6037621326,2808
6037621400,6037621400,3787
6037650001,6037650001,4992
6037650003,6037650003,2622
6037650004,6037650004,3473
6037650101,6037650101,4949
6037650102,6037650102,1997
6037650200,6037650200,5111
6037650300,6037650300,5863
6037650401,6037650401,3719
6037650501,6037650501,2538
6037650502,6037650502,3790
6037650602,6037650602,6433
6037650603,6037650603,3216
6037650604,6037650604,4791
6037650605,6037650605,2535
6037650701,6037650701,2073
6037650702,6037650702,4195
6037650800,6037650800,5429
6037650901,6037650901,5037
6037650902,6037650902,5086
6037651001,6037651001,5026
6037651002,6037651002,4358
6037651101,6037651101,4449
6037651102,6037651102,3469
6037651201,6037651201,4222
6037651221,6037651221,2739
6037651222,6037651222,5147
6037651302,6037651302,5155
6037651304,6037651304,4280
6037651401,6037651401,2089
6037651402,6037651402,5065
6037670001,6037670001,3018
6037670002,6037670002,3331
6037670003,6037670003,4908
6037670100,6037670100,5986
6037670201,6037670201,3236
6037670202,6037670202,2119
6037670324,6037670324,4098
6037670326,6037670326,2993
6037670328,6037670328,4079
6037670403,6037670403,2263
6037670405,6037670405,2514
6037670406,6037670406,1591
6037670407,6037670407,4720
6037670411,6037670411,3571
6037670413,6037670413,3911
6037670416,6037670416,3547
6037670500,6037670500,1478
6037670602,6037670602,6346
6037670701,6037670701,6042
6037670702,6037670702,4815
6037700101,6037700101,5153
6037700102,6037700102,3867
6037700200,6037700200,7199
6037700300,6037700300,6227
6037700400,6037700400,5301
6037700501,6037700501,3915
6037700502,6037700502,4331
6037700600,6037700600,4090
6037700700,6037700700,2651
6037700801,6037700801,4558
6037700802,6037700802,3443
6037700901,6037700901,3016
6037700902,6037700902,6055
6037701000,6037701000,4557
6037701100,6037701100,1528
6037701201,6037701201,3126
6037701202,6037701202,2945
6037701302,6037701302,4531
6037701304,6037701304,5613
6037701402,6037701402,6040
6037701501,6037701501,4408
6037701502,6037701502,3584
6037701601,6037701601,3982
6037701602,6037701602,3441
6037701701,6037701701,2879
6037701702,6037701702,3158
6037701801,6037701801,5427
6037701802,6037701802,4031
6037701902,6037701902,4517
6037702002,6037702002,5734
6037702102,6037702102,5615
6037702201,6037702201,3666
6037702202,6037702202,3290
6037702300,6037702300,5867
6037702400,6037702400,3887
6037702501,6037702501,3882
6037702502,6037702502,3523
6037702600,6037702600,5056
6037702700,6037702700,2899
6037702801,6037702801,4338
