GEO_id2,Tot_Pop_Standard_Error 
6037219901,173.86
6037271702,163.53
6037301801,181.16
6037481712,251.67
6037127520,175.68
6037192002,160.49
6037195802,124.01
6037208620,168.39
6037211201,165.35
6037221601,151.37
6037237101,145.29
6037237720,179.33
6037240800,199.39
6037296210,206.08
6037402702,201.82
6037405701,188.45
6037204820,123.4
6037211803,190.88
6037221303,111.25
6037229300,179.33
6037239702,169.6
6037402803,101.52
6037500500,148.94
6037502004,137.99
6037535701,226.75
6037620201,72.34
6037203900,150.15
6037212410,187.84
6037240300,271.73
6037541604,221.28
6037920023,103.95
6037108104,103.95
6037134905,183.59
6037228600,217.02
6037277200,122.19
6037404503,130.09
6037408301,265.05
6037430802,254.1
6037433902,146.5
6037461700,51.67
6037540202,215.2
6037541802,235.87
6037920026,118.54
6037104201,205.47
6037108101,89.97
6037127103,164.74
6037127604,142.25
6037143902,108.21
6037195500,233.43
6037197500,150.76
6037204300,209.73
6037216401,268.69
6037302505,153.8
6037480903,119.15
6037554101,193.92
6037113235,79.03
6037190202,194.53
6037191110,307.6
6037201401,185.41
6037222500,217.02
6037300702,223.1
6037403200,265.05
6037404901,210.94
6037405201,209.12
6037430200,69.91
6037501001,189.06
6037540501,234.04
6037552400,111.25
6037670406,67.48
6037123303,120.97
6037127220,142.86
6037199000,287.54
6037208720,192.71
6037212101,175.08
6037228710,146.5
6037243100,237.08
6037302002,177.51
6037402303,155.62
6037404703,119.76
6037433402,260.18
6037481102,167.78
6037481201,141.64
6037502003,93.62
6037535804,211.55
6037543905,154.41
6037602509,158.05
6037602801,151.37
6037115404,97.87
6037121900,150.76
6037127605,221.88
6037208000,326.44
6037212502,151.98
6037228800,199.39
6037239802,188.45
6037264103,118.54
6037269800,106.38
6037269905,120.36
6037294820,119.76
6037301206,189.06
6037301400,197.57
6037302003,154.41
6037535902,266.26
6037600303,186.63
6037120105,105.17
6037121221,111.85
6037123103,155.02
6037128101,155.02
6037139504,140.43
6037191820,207.9
6037192520,165.96
6037199400,249.85
6037237201,226.14
6037241001,274.77
6037265420,68.69
6037267404,208.51
6037461400,159.27
6037481606,188.45
6037502302,122.19
6037531901,271.12
6037576401,264.44
6037601301,89.97
6037183620,110.64
6037190801,291.19
6037208710,148.94
6037214901,187.23
6037221304,221.28
6037242300,301.52
6037267402,185.41
6037267800,122.8
6037292000,223.71
6037408630,114.89
6037431900,178.72
6037481300,128.88
6037482502,137.99
6037536000,101.52
6037603006,89.36
6037119320,200.61
6037124300,199.39
6037128302,178.12
6037128303,176.29
6037204420,129.48
6037204600,196.96
6037207101,150.15
6037234200,85.11
6037402304,154.41
6037535300,207.9
6037543601,145.9
6037554104,96.66
6037920119,39.51
6037123301,201.22
6037199700,122.8
6037241201,142.86
6037297120,204.86
6037432602,291.79
6037482401,179.94
6037531000,225.53
6037531201,230.4
6037532002,121.58
6037540700,157.45
6037572400,169.6
6037575102,166.57
6037604001,203.04
6037621002,68.69
6037122121,105.78
6037123520,107.6
6037186202,96.66
6037199120,173.25
6037201120,128.88
6037213100,128.27
6037222002,268.69
6037231100,297.26
6037301300,62.01
6037310601,212.77
6037406902,161.7
6037408141,277.81
6037480304,155.02
6037540300,209.12
6037542700,234.04
6037551201,128.27
6037554201,153.8
6037189903,107.6
6037207102,113.07
6037211910,207.29
6037221302,253.5
6037294900,117.33
6037404401,127.05
6037433602,114.29
6037481402,314.89
6037531800,247.42
6037550400,59.57
6037123020,139.21
6037190520,124.01
6037201504,114.89
6037231720,207.9
6037239601,178.72
6037293307,106.99
6037555102,233.43
6037920336,237.08
6037125310,250.46
6037125600,115.5
6037188300,192.71
6037191902,143.47
6037192001,125.84
6037204120,137.99
6037212610,213.98
6037222200,171.43
6037240500,257.14
6037296500,261.4
6037302302,214.59
6037403405,51.06
6037500402,241.95
6037535101,257.14
6037600304,103.34
6037101210,251.06
6037115302,141.64
6037117530,227.96
6037121101,129.48
6037127803,186.02
6037189702,111.25
6037215102,193.31
6037229200,242.55
6037269903,184.8
6037273502,108.21
6037276500,184.19
6037302103,212.16
6037432401,179.94
6037481103,202.43
6037532302,150.76
6037532606,177.51
6037541001,82.07
6037551102,256.53
6037620904,164.13
6037117102,105.17
6037141304,118.54
6037190901,214.59
6037262301,145.29
6037269700,172.04
6037433307,99.09
6037534502,192.1
6037534803,195.14
6037553300,213.98
6037601502,156.23
6037800410,179.33
6037920012,54.1
6037119201,155.02
6037124203,112.46
6037139402,95.44
6037208903,283.28
6037218702,94.83
6037404902,138.6
6037404903,107.6
6037407601,178.72
6037463000,97.87
6037481401,216.41
6037482301,195.74
6037502602,179.94
6037530101,209.73
6037530301,95.44
6037533804,153.19
6037551501,184.19
6037573002,180.55
6037575201,156.23
6037576904,168.39
6037104810,308.21
6037139502,173.25
6037190510,169.6
6037212306,136.17
6037239502,153.19
6037265201,218.24
6037302504,144.68
6037404501,111.25
6037432801,133.13
6037433102,245.59
6037480303,144.68
6037554302,174.47
6037574700,74.77
6037701202,113.68
6037920033,132.52
6037183810,158.66
6037214100,119.76
6037216402,145.9
6037242700,229.18
6037271100,108.81
6037408706,142.25
6037503000,244.38
6037553601,217.63
6037125401,196.35
6037143500,149.54
6037194300,311.25
6037212701,114.29
6037213401,204.26
6037237202,221.88
6037262302,147.11
6037294421,108.21
6037408138,287.54
6037531702,189.67
6037573201,195.14
6037603004,82.67
6037113233,342.86
6037117408,120.36
6037122410,171.43
6037127712,128.27
6037212620,157.45
6037218120,231.61
6037269500,124.01
6037269601,150.15
6037408004,108.81
6037463102,238.3
6037532303,144.68
6037535901,183.59
6037106114,206.69
6037183610,170.21
6037195710,297.87
6037232600,257.14
6037269906,114.89
6037301701,114.89
6037403500,87.54
6037481202,276.6
6037530500,239.51
6037532605,216.41
6037543702,243.77
6037551101,141.03
6037571703,182.37
6037602002,117.93
6037104310,251.06
6037117101,192.71
6037269602,153.19
6037272301,162.92
6037406411,82.07
6037500300,107.6
6037530602,85.71
6037531504,191.49
6037541700,212.77
6037555212,199.39
6037576302,215.2
6037124902,130.09
6037191410,218.84
6037201602,158.66
6037203720,226.75
6037208802,165.35
6037432201,196.35
6037433200,249.85
6037502902,131.31
6037194101,176.9
6037203200,177.51
6037206050,85.71
6037207900,270.52
6037216200,317.93
6037221210,115.5
6037234901,129.48
6037402406,212.16
6037408703,204.86
6037433601,207.29
6037500800,269.3
6037553504,227.96
6037602003,183.59
6037602508,248.63
6037920110,131.91
6037104203,221.28
6037121210,120.36
6037127920,145.9
6037134903,227.36
6037141202,116.11
6037183300,136.78
6037405102,224.92
6037407502,155.62
6037430721,156.23
6037533803,178.12
6037550202,161.09
6037104105,173.25
6037127910,242.55
6037228500,234.04
6037407501,190.27
6037432700,294.83
6037480202,76.6
6037555211,178.12
6037573202,205.47
6037575901,147.72
6037104320,325.84
6037106604,185.41
6037123010,125.84
6037127711,158.05
6037183820,184.19
6037189201,130.09
6037189202,129.48
6037240402,215.2
6037294301,85.11
6037462001,172.04
6037554513,80.24
6037572301,116.72
6037575101,159.27
6037576402,204.86
6037576903,193.92
6037651401,82.67
6037920322,102.13
6037920337,249.85
6037123602,148.94
6037183401,98.48
6037199202,121.58
6037211122,156.84
6037218701,138.6
6037222001,98.48
6037301205,80.24
6037302506,145.29
6037462002,190.88
6037502802,124.01
6037553400,135.56
6037555001,206.08
6037573003,105.78
6037701501,257.14
6037910502,213.98
6037190201,167.17
6037201110,89.36
6037214600,128.27
6037296220,204.86
6037400604,175.68
6037404202,170.82
6037405203,141.64
6037407400,77.81
6037408140,172.64
6037480902,169
6037481603,163.53
6037482521,265.65
6037554002,212.77
6037106649,92.4
6037134522,173.25
6037135111,120.36
6037137504,159.27
6037195201,144.07
6037291220,128.88
6037402705,111.85
6037408006,173.25
6037431300,108.21
6037481001,164.13
6037533603,193.31
6037572100,65.65
6037573902,51.67
6037910205,93.01
6037134904,251.67
6037183510,128.27
6037197300,177.51
6037201301,189.67
6037209102,198.78
6037214000,112.46
6037270300,88.75
6037481605,172.64
6037544002,106.99
6037609900,124.62
6037123410,189.67
6037134002,226.75
6037190902,202.43
6037192610,214.59
6037214503,145.29
6037271801,157.45
6037294510,203.65
6037461901,265.65
6037482201,179.94
6037530203,158.05
6037540600,207.9
6037106603,76.6
6037121600,162.31
6037127104,173.25
6037134720,199.39
6037190700,237.08
6037301203,144.07
6037404702,292.4
6037405202,203.65
6037500600,221.88
6037530801,186.63
6037920107,100.91
6037143700,192.71
6037189300,150.15
6037191000,260.18
6037216100,90.58
6037232700,251.06
6037271802,243.16
6037293306,96.66
6037402903,127.05
6037542900,159.88
6037553902,178.12
6037574602,35.87
6037113212,96.66
6037123700,277.2
6037131010,197.57
6037188201,154.41
6037195300,165.35
6037207501,178.72
6037264102,142.25
6037403324,217.02
6037403404,116.11
6037530400,161.09
6037572202,137.99
6037139303,166.57
6037199201,168.39
6037296901,212.16
6037403305,70.52
6037408139,125.23
6037482202,178.12
6037550201,99.09
6037701701,173.25
6037702400,193.92
6037800506,182.98
6037127804,130.09
6037128102,227.36
6037199110,89.36
6037208401,201.22
6037237600,139.21
6037275500,221.88
6037501700,149.54
6037542602,251.67
6037543701,95.44
6037554600,196.96
6037600703,114.89
6037700902,229.79
6037910505,134.95
6037101220,144.68
6037132502,153.8
6037218210,208.51
6037219020,185.41
6037238310,210.94
6037273200,180.55
6037291130,145.29
6037407602,137.39
6037408722,216.41
6037463300,63.22
6037502500,131.31
6037541605,231.61
6037700700,208.51
6037920332,119.76
6037269904,218.24
6037273402,194.53
6037402902,227.36
6037434001,167.78
6037481604,114.29
6037552301,195.74
6037553602,162.31
6037554105,177.51
6037602900,133.13
6037702002,281.46
6037800327,196.96
6037195202,120.36
6037212501,80.85
6037234902,209.73
6037541300,205.47
6037602106,217.63
6037604002,198.18
6037910709,90.58
6037117201,181.16
6037134421,140.43
6037183220,205.47
6037183701,173.25
6037191500,236.47
6037199300,209.12
6037208610,221.88
6037211703,198.78
6037221401,172.64
6037272201,99.09
6037275200,151.98
6037402403,171.43
6037480804,181.16
6037543305,217.02
6037106405,324.01
6037127400,191.49
6037143901,158.66
6037181600,158.66
6037186302,223.71
6037192700,295.44
6037201601,121.58
6037265202,280.24
6037294200,206.08
6037407302,103.34
6037121801,182.37
6037123104,203.04
6037134710,216.41
6037143603,108.21
6037201700,363.53
6037231500,258.97
6037269100,184.8
6037408723,79.03
6037541100,150.76
6037551700,191.49
6037572302,130.7
6037577504,83.28
6037599000,139.82
6037600100,223.1
6037700102,187.84
6037980031,83.28
6037119310,169
6037120108,188.45
6037141201,138.6
6037216300,241.34
6037218500,119.76
6037267403,169
6037407002,127.05
6037461902,103.95
6037481500,189.67
6037501803,167.78
6037503104,96.05
6037532900,224.92
6037554404,181.16
6037577604,75.38
6037701602,147.72
6037113237,174.47
6037115401,176.29
6037119001,127.66
6037137301,80.85
6037186403,124.62
6037197200,160.49
6037402703,192.71
6037408211,315.5
6037481711,213.98
6037600201,207.29
6037670202,75.38
6037700901,206.08
6037910605,249.24
6037124600,111.85
6037127606,164.13
6037207502,111.85
6037212702,169.6
6037220100,155.62
6037265510,257.14
6037293202,238.91
6037402402,295.44
6037402502,252.89
6037430723,172.64
6037920036,132.52
6037106403,191.49
6037119202,205.47
6037128601,155.02
6037139703,91.19
6037141102,125.84
6037201302,143.47
6037201501,242.55
6037232200,155.62
6037270200,258.36
6037300501,107.6
6037300902,58.36
6037310202,165.96
6037405101,255.32
6037406101,165.96
6037407701,202.43
6037432901,209.73
6037432902,135.56
6037530302,224.92
6037543201,132.52
6037571704,154.41
6037192300,104.56
6037217200,157.45
6037262802,150.76
6037273700,103.95
6037273800,119.15
6037301000,148.94
6037400602,166.57
6037430724,196.96
6037552100,154.41
6037555104,174.47
6037702502,157.45
6037800204,155.62
6037920328,68.09
6037125200,183.59
6037212900,189.67
6037231300,243.16
6037271901,196.35
6037301602,151.98
6037311000,120.36
6037405001,207.9
6037408505,83.28
6037432101,146.5
6037482101,164.74
6037552602,150.76
6037554405,169.6
6037910712,154.41
6037101110,228.57
6037123901,153.19
6037128602,204.26
6037135202,182.98
6037218800,127.05
6037262100,202.43
6037273100,132.52
6037432402,295.44
6037540102,247.42
6037541801,196.35
6037555002,151.98
6037601002,272.34
6037601402,240.12
6037602403,209.12
6037910810,98.48
6037920314,73.56
6037113231,52.89
6037261101,143.47
6037269300,84.5
6037278001,127.66
6037297602,168.39
6037320300,226.14
6037406402,73.56
6037554511,158.05
6037602004,148.33
6037602404,196.35
6037603704,254.1
6037701702,175.08
6037113211,103.34
6037189902,170.82
6037214502,229.18
6037216900,203.04
6037270100,218.24
6037271300,198.78
6037408133,216.41
6037462100,197.57
6037603200,135.56
6037920041,120.36
6037124400,136.17
6037125502,176.29
6037137104,114.29
6037294302,201.22
6037481800,75.38
6037503105,198.18
6037550000,258.36
6037572800,147.72
6037575001,147.11
6037602504,167.17
6037106641,55.93
6037135201,110.03
6037217002,166.57
6037237401,160.49
6037271600,179.94
6037408629,113.68
6037501802,130.09
6037542502,268.09
6037800328,161.09
6037109800,219.45
6037119400,175.68
6037128400,158.05
6037131300,176.29
6037134306,175.08
6037192410,182.37
6037207710,211.55
6037219500,100.3
6037219700,209.73
6037301702,217.02
6037302102,181.16
6037500403,200.61
6037542501,199.39
6037602802,240.73
6037900201,58.97
6037910809,67.48
6037131100,116.11
6037132501,172.04
6037134901,121.58
6037190402,117.33
6037241002,152.58
6037267100,285.11
6037278102,144.07
6037403406,122.19
6037408704,153.19
6037603500,105.78
6037702201,166.57
6037920040,154.41
6037102103,74.16
6037104704,165.96
6037120400,268.69
6037131701,180.55
6037141303,138.6
6037262601,145.9
6037262704,120.36
6037277100,127.66
6037310703,182.37
6037480101,138.6
6037532200,277.2
6037570303,176.9
6037201402,251.67
6037211120,292.4
6037218220,191.49
6037241120,244.38
6037294410,144.07
6037401303,84.5
6037404801,272.95
6037430902,220.67
6037462700,272.95
6037103102,201.82
6037123510,191.49
6037143200,231
6037191120,191.49
6037191201,310.03
6037191901,179.33
6037203800,216.41
6037432202,183.59
6037480102,149.54
6037501501,77.81
6037542401,252.89
6037570601,196.35
6037576700,176.9
6037702700,113.07
6037800504,147.72
6037109100,125.84
6037139200,230.4
6037211500,178.72
6037234800,146.5
6037311400,76.6
6037430102,195.74
6037574202,105.78
6037620901,68.69
6037109603,242.55
6037183101,169
6037206200,183.59
6037430901,156.23
6037431200,231
6037501504,128.88
6037536102,134.95
6037575803,154.41
6037900806,207.29
6037910404,184.8
6037920037,229.79
6037134304,99.09
6037143604,171.43
6037194200,246.81
6037221402,142.25
6037480011,195.74
6037570304,215.81
6037910606,103.34
6037104108,195.74
6037106407,137.39
6037128702,226.14
6037141600,124.62
6037186203,137.39
6037216700,158.05
6037237402,124.62
6037403303,89.97
6037462600,57.75
6037550601,189.06
6037576503,175.68
6037650102,91.19
6037800329,275.38
6037189101,127.05
6037218110,156.23
6037400603,178.12
6037481902,142.86
6037601211,112.46
6037106510,184.8
6037127102,352.58
6037240900,277.2
6037271902,187.84
6037134424,71.73
6037211000,190.27
6037297201,220.67
6037408800,198.18
6037481101,208.51
6037530006,198.78
6037542800,132.52
6037602104,182.37
6037702802,139.21
6037109400,275.99
6037119700,196.96
6037121102,154.41
6037127300,212.16
6037185204,68.69
6037189701,188.45
6037432000,282.67
6037621004,231.61
6037670500,71.12
6037800406,117.33
6037920339,184.8
6037120300,219.45
6037234501,145.29
6037302301,152.58
6037310602,91.79
6037408623,86.32
6037480400,227.96
6037102105,116.11
6037106646,124.01
6037125402,147.72
6037189500,215.2
6037296401,137.99
6037433802,167.17
6037480803,171.43
6037480901,176.29
6037550700,329.48
6037576901,186.02
6037131020,254.71
6037132900,133.74
6037186201,172.04
6037206031,203.65
6037301204,271.73
6037320201,173.86
6037400501,55.32
6037463101,127.66
6037570301,271.73
6037107020,242.55
6037139802,208.51
6037183103,195.74
6037406200,205.47
6037408137,182.98
6037536103,227.96
6037700502,248.02
6037920018,68.69
6037197410,181.16
6037291110,185.41
6037403322,100.3
6037404402,226.14
6037574901,105.17
6037603005,191.49
6037651221,103.95
6037910402,129.48
6037113102,90.58
6037117202,111.25
6037117301,136.78
6037124903,159.27
6037181400,169.6
6037267902,144.68
6037310201,180.55
6037403325,128.27
6037408003,265.65
6037431800,248.02
6037461502,296.66
6037554516,181.76
6037115403,182.98
6037122120,252.28
6037139600,226.14
6037530004,182.37
6037530102,222.49
6037575802,173.86
6037106642,144.07
6037216800,125.84
6037262303,142.86
6037310400,139.21
6037311300,137.39
6037406702,224.32
6037540000,230.4
6037550902,201.22
6037552002,153.19
6037554900,252.28
6037900506,189.06
6037900804,162.31
6037181300,159.88
6037183104,92.4
6037183702,161.7
6037265601,165.35
6037408627,97.26
6037480704,146.5
6037551502,217.63
6037650701,68.69
6037101300,244.38
6037134201,258.36
6037134800,207.29
6037480302,164.74
6037501503,184.19
6037502402,92.4
6037554403,250.46
6037910504,184.19
6037104204,146.5
6037109700,240.73
6037124500,153.8
6037139503,250.46
6037141101,200.61
6037236204,152.58
6037242000,169.6
6037504001,198.18
6037551300,246.2
6037553000,205.47
6037621102,94.83
6037109300,86.93
6037134303,254.71
6037234502,198.78
6037406300,192.71
6037574201,83.28
6037901007,90.58
6037901210,90.58
6037119002,293.01
6037237900,187.84
6037267300,273.56
6037407900,282.07
6037408005,178.72
6037462400,133.74
6037574800,106.38
6037920043,120.97
6037115104,225.53
6037124700,227.96
6037132001,107.6
6037134104,167.78
6037139301,214.59
6037189600,196.35
6037265602,192.1
6037273902,175.68
6037311100,120.36
6037406701,84.5
6037482102,123.4
6037570402,124.01
6037800202,189.67
6037185202,215.81
6037195400,249.85
6037403901,124.01
6037404802,296.66
6037407802,121.58
6037408724,189.06
6037433801,285.11
6037482701,175.08
6037502901,186.63
6037554514,161.09
6037602105,180.55
6037231400,355.02
6037262400,117.93
6037408212,269.91
6037480703,113.07
6037503103,181.16
6037503301,107.6
6037620521,122.8
6037128801,133.13
6037135113,134.35
6037218900,266.26
6037430400,170.21
6037463602,379.33
6037552200,192.1
6037603703,100.91
6037650003,130.7
6037701801,189.67
6037264301,198.78
6037461501,172.04
6037503202,227.96
6037702202,108.21
6037102104,212.77
6037113234,183.59
6037134302,151.37
6037240020,222.49
6037272100,170.82
6037407101,175.68
6037531902,197.57
6037920200,189.67
6037132002,156.84
6037186100,145.9
6037234600,200
6037293302,269.91
6037301100,226.14
6037403320,156.84
6037480012,264.44
6037602505,111.85
6037106111,212.77
6037106520,206.69
6037119800,181.76
6037141500,113.68
6037189400,169
6037194102,122.19
6037262200,183.59
6037311801,148.94
6037432300,169.6
6037700501,212.77
6037901209,106.38
